

** [alpha] Launch Training on 20230814_0635 HPO desc: alpha_0.75_lambda_weight_0.33
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 250,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.75_lambda_weight_0.33.txt' mode='w' encoding='UTF-8'>",
  "github_logging": "github_logging",
  "github_log_file": "logs/hpo/DLV3+_ResNet50_alpha_0.75_lambda_weight_0.2.txt"
}
@20230814_0637 @20230814_0637 [EP 1/250] lr: 9.97904353425838e-05, took: 113.06s (avg: 113.06s), ETA: 0d:7h:48m:57s [TRAIN] loss: 17028.6895, iou: 0.0037, f1: 0.0073 [EVAL] loss: 20807.4961, iou: 0.0029, f1: 0.0058
@20230814_0812 @20230814_0812 [EP 86/250] lr: 8.464175334665924e-05, took: 62.00s (avg: 62.00s), ETA: 0d:2h:46m:44s [TRAIN] loss: 241.2800, iou: 0.8199, f1: 0.9006 [EVAL] loss: 978.1931, iou: 0.6146, f1: 0.7590
@20230814_0813 @20230814_0813 [EP 87/250] lr: 8.449085726169869e-05, took: 61.72s (avg: 61.72s), ETA: 0d:2h:45m:43s [TRAIN] loss: 236.3742, iou: 0.8243, f1: 0.9033 [EVAL] loss: 741.0775, iou: 0.6778, f1: 0.8065
@20230814_0814 @20230814_0814 [EP 88/250] lr: 8.434049959760159e-05, took: 61.92s (avg: 61.92s), ETA: 0d:2h:44m:42s [TRAIN] loss: 235.4095, iou: 0.8271, f1: 0.9049 [EVAL] loss: 1397.8871, iou: 0.5218, f1: 0.6811
@20230814_0815 @20230814_0815 [EP 89/250] lr: 8.419067307841033e-05, took: 61.84s (avg: 61.84s), ETA: 0d:2h:43m:41s [TRAIN] loss: 232.3139, iou: 0.8291, f1: 0.9062 [EVAL] loss: 1229.5785, iou: 0.5618, f1: 0.7159
@20230814_0816 @20230814_0816 [EP 90/250] lr: 8.40413777041249e-05, took: 61.78s (avg: 61.78s), ETA: 0d:2h:42m:40s [TRAIN] loss: 230.3955, iou: 0.8321, f1: 0.9080 [EVAL] loss: 1247.5975, iou: 0.5554, f1: 0.7109
@20230814_0817 @20230814_0817 [EP 91/250] lr: 8.38926134747453e-05, took: 61.79s (avg: 61.79s), ETA: 0d:2h:41m:39s [TRAIN] loss: 231.0309, iou: 0.8325, f1: 0.9082 [EVAL] loss: 1408.6139, iou: 0.5183, f1: 0.6794
@20230814_0818 @20230814_0818 [EP 92/250] lr: 8.374437311431393e-05, took: 62.97s (avg: 62.97s), ETA: 0d:2h:43m:16s [TRAIN] loss: 234.1510, iou: 0.8322, f1: 0.9080 [EVAL] loss: 779.7784, iou: 0.6795, f1: 0.8075
@20230814_0819 @20230814_0819 [EP 93/250] lr: 8.359665662283078e-05, took: 62.02s (avg: 62.02s), ETA: 0d:2h:42m:14s [TRAIN] loss: 230.6104, iou: 0.8350, f1: 0.9097 [EVAL] loss: 846.2264, iou: 0.6459, f1: 0.7834
@20230814_0820 @20230814_0820 [EP 94/250] lr: 8.344946400029585e-05, took: 62.04s (avg: 62.04s), ETA: 0d:2h:41m:12s [TRAIN] loss: 231.3967, iou: 0.8351, f1: 0.9098 [EVAL] loss: 1254.7072, iou: 0.5436, f1: 0.7011
@20230814_0821 @20230814_0821 [EP 95/250] lr: 8.330278069479391e-05, took: 61.75s (avg: 61.75s), ETA: 0d:2h:37m:35s [TRAIN] loss: 231.1761, iou: 0.8364, f1: 0.9105 [EVAL] loss: 1389.5336, iou: 0.5173, f1: 0.6769
@20230814_0822 @20230814_0822 [EP 96/250] lr: 8.315662125824019e-05, took: 61.82s (avg: 61.82s), ETA: 0d:2h:36m:34s [TRAIN] loss: 234.1451, iou: 0.8369, f1: 0.9109 [EVAL] loss: 895.9283, iou: 0.6689, f1: 0.7989
@20230814_0824 @20230814_0824 [EP 97/250] lr: 8.301097113871947e-05, took: 61.94s (avg: 61.94s), ETA: 0d:2h:35m:33s [TRAIN] loss: 236.6591, iou: 0.8363, f1: 0.9105 [EVAL] loss: 997.4176, iou: 0.6283, f1: 0.7693
@20230814_0825 @20230814_0825 [EP 98/250] lr: 8.286582306027412e-05, took: 61.97s (avg: 61.97s), ETA: 0d:2h:34m:32s [TRAIN] loss: 235.7713, iou: 0.8312, f1: 0.9074 [EVAL] loss: 1003.0178, iou: 0.6245, f1: 0.7651
@20230814_0826 @20230814_0826 [EP 99/250] lr: 8.2721198850777e-05, took: 61.96s (avg: 61.96s), ETA: 0d:2h:33m:31s [TRAIN] loss: 239.3287, iou: 0.8331, f1: 0.9085 [EVAL] loss: 682.3026, iou: 0.7120, f1: 0.8302
@20230814_0827 @20230814_0827 [EP 100/250] lr: 8.257706940639764e-05, took: 61.85s (avg: 61.85s), ETA: 0d:2h:32m:30s [TRAIN] loss: 231.3783, iou: 0.8392, f1: 0.9122 [EVAL] loss: 640.7212, iou: 0.7118, f1: 0.8306
@20230814_0828 @20230814_0828 [EP 101/250] lr: 8.243343472713605e-05, took: 61.92s (avg: 61.92s), ETA: 0d:2h:31m:29s [TRAIN] loss: 224.6081, iou: 0.8434, f1: 0.9147 [EVAL] loss: 741.6309, iou: 0.7051, f1: 0.8255
@20230814_0829 @20230814_0829 [EP 102/250] lr: 8.229030208894983e-05, took: 61.86s (avg: 61.86s), ETA: 0d:2h:30m:28s [TRAIN] loss: 220.6390, iou: 0.8469, f1: 0.9168 [EVAL] loss: 797.7896, iou: 0.6835, f1: 0.8102
@20230814_0830 @20230814_0830 [EP 103/250] lr: 8.214767149183899e-05, took: 61.93s (avg: 61.93s), ETA: 0d:2h:29m:27s [TRAIN] loss: 215.5969, iou: 0.8493, f1: 0.9182 [EVAL] loss: 713.8935, iou: 0.6858, f1: 0.8122
@20230814_0831 @20230814_0831 [EP 104/250] lr: 8.20055283838883e-05, took: 61.92s (avg: 61.92s), ETA: 0d:2h:28m:26s [TRAIN] loss: 213.0349, iou: 0.8520, f1: 0.9198 [EVAL] loss: 600.5697, iou: 0.7443, f1: 0.8522
@20230814_0832 @20230814_0832 [EP 105/250] lr: 8.186388004105538e-05, took: 61.87s (avg: 61.87s), ETA: 0d:2h:27m:25s [TRAIN] loss: 214.6244, iou: 0.8526, f1: 0.9202 [EVAL] loss: 1021.8826, iou: 0.6317, f1: 0.7720
@20230814_0833 @20230814_0833 [EP 106/250] lr: 8.1722711911425e-05, took: 62.18s (avg: 62.18s), ETA: 0d:2h:28m:48s [TRAIN] loss: 212.9803, iou: 0.8537, f1: 0.9208 [EVAL] loss: 861.4318, iou: 0.6827, f1: 0.8099
@20230814_0834 @20230814_0834 [EP 107/250] lr: 8.158203854691237e-05, took: 61.85s (avg: 61.85s), ETA: 0d:2h:25m:23s [TRAIN] loss: 215.4283, iou: 0.8532, f1: 0.9205 [EVAL] loss: 683.3929, iou: 0.7192, f1: 0.8358
@20230814_0835 @20230814_0835 [EP 108/250] lr: 8.144184539560229e-05, took: 61.87s (avg: 61.87s), ETA: 0d:2h:24m:22s [TRAIN] loss: 214.5848, iou: 0.8540, f1: 0.9210 [EVAL] loss: 733.4297, iou: 0.7142, f1: 0.8317
@20230814_0836 @20230814_0836 [EP 109/250] lr: 8.130213245749474e-05, took: 61.75s (avg: 61.75s), ETA: 0d:2h:23m:21s [TRAIN] loss: 216.4703, iou: 0.8544, f1: 0.9212 [EVAL] loss: 660.4606, iou: 0.7425, f1: 0.8511
@20230814_0837 @20230814_0837 [EP 110/250] lr: 8.116289973258972e-05, took: 61.72s (avg: 61.72s), ETA: 0d:2h:22m:20s [TRAIN] loss: 215.6719, iou: 0.8551, f1: 0.9216 [EVAL] loss: 562.0273, iou: 0.7499, f1: 0.8562
@20230814_0839 @20230814_0839 [EP 111/250] lr: 8.102413994492963e-05, took: 61.69s (avg: 61.69s), ETA: 0d:2h:21m:19s [TRAIN] loss: 218.4821, iou: 0.8545, f1: 0.9213 [EVAL] loss: 1216.8617, iou: 0.5878, f1: 0.7367
@20230814_0840 @20230814_0840 [EP 112/250] lr: 8.088586037047207e-05, took: 61.87s (avg: 61.87s), ETA: 0d:2h:20m:18s [TRAIN] loss: 213.9002, iou: 0.8565, f1: 0.9224 [EVAL] loss: 877.9597, iou: 0.6778, f1: 0.8062
@20230814_0841 @20230814_0841 [EP 113/250] lr: 8.074804645730183e-05, took: 61.83s (avg: 61.83s), ETA: 0d:2h:19m:17s [TRAIN] loss: 209.8170, iou: 0.8586, f1: 0.9237 [EVAL] loss: 828.4210, iou: 0.6695, f1: 0.8005
@20230814_0842 @20230814_0842 [EP 114/250] lr: 8.06107054813765e-05, took: 61.82s (avg: 61.82s), ETA: 0d:2h:18m:16s [TRAIN] loss: 211.1172, iou: 0.8588, f1: 0.9238 [EVAL] loss: 1586.4189, iou: 0.4731, f1: 0.6374
@20230814_0843 @20230814_0843 [EP 115/250] lr: 8.047383016673848e-05, took: 61.72s (avg: 61.72s), ETA: 0d:2h:17m:15s [TRAIN] loss: 209.6006, iou: 0.8591, f1: 0.9240 [EVAL] loss: 704.6796, iou: 0.7171, f1: 0.8341
@20230814_0844 @20230814_0844 [EP 116/250] lr: 8.033741323743016e-05, took: 61.82s (avg: 61.82s), ETA: 0d:2h:16m:14s [TRAIN] loss: 206.3643, iou: 0.8621, f1: 0.9257 [EVAL] loss: 1386.6281, iou: 0.5379, f1: 0.6951
@20230814_0845 @20230814_0845 [EP 117/250] lr: 8.020146196940914e-05, took: 61.74s (avg: 61.74s), ETA: 0d:2h:15m:13s [TRAIN] loss: 205.7505, iou: 0.8634, f1: 0.9264 [EVAL] loss: 619.1537, iou: 0.7533, f1: 0.8586
@20230814_0846 @20230814_0846 [EP 118/250] lr: 8.006596908671781e-05, took: 61.87s (avg: 61.87s), ETA: 0d:2h:14m:12s [TRAIN] loss: 209.6403, iou: 0.8612, f1: 0.9252 [EVAL] loss: 1155.0726, iou: 0.6063, f1: 0.7515
@20230814_0847 @20230814_0847 [EP 119/250] lr: 7.993093458935618e-05, took: 61.89s (avg: 61.89s), ETA: 0d:2h:13m:11s [TRAIN] loss: 206.3713, iou: 0.8631, f1: 0.9263 [EVAL] loss: 683.4146, iou: 0.7432, f1: 0.8511
@20230814_0848 @20230814_0848 [EP 120/250] lr: 7.979635847732425e-05, took: 61.94s (avg: 61.94s), ETA: 0d:2h:12m:10s [TRAIN] loss: 207.0457, iou: 0.8634, f1: 0.9264 [EVAL] loss: 747.1763, iou: 0.7178, f1: 0.8347
@20230814_0849 @20230814_0849 [EP 121/250] lr: 7.966222619870678e-05, took: 62.01s (avg: 62.01s), ETA: 0d:2h:13m:18s [TRAIN] loss: 208.3644, iou: 0.8628, f1: 0.9261 [EVAL] loss: 905.7129, iou: 0.6725, f1: 0.8026
@20230814_0850 @20230814_0850 [EP 122/250] lr: 7.9528552305419e-05, took: 61.83s (avg: 61.83s), ETA: 0d:2h:10m:8s [TRAIN] loss: 208.1959, iou: 0.8629, f1: 0.9261 [EVAL] loss: 775.3096, iou: 0.6928, f1: 0.8173
@20230814_0852 @20230814_0852 [EP 123/250] lr: 7.939532224554569e-05, took: 61.86s (avg: 61.86s), ETA: 0d:2h:9m:7s [TRAIN] loss: 208.5975, iou: 0.8637, f1: 0.9266 [EVAL] loss: 965.0053, iou: 0.6532, f1: 0.7887
@20230814_0853 @20230814_0853 [EP 124/250] lr: 7.926253601908684e-05, took: 61.88s (avg: 61.88s), ETA: 0d:2h:8m:6s [TRAIN] loss: 204.7684, iou: 0.8662, f1: 0.9280 [EVAL] loss: 1070.6228, iou: 0.6194, f1: 0.7628
@20230814_0854 @20230814_0854 [EP 125/250] lr: 7.913019362604246e-05, took: 61.74s (avg: 61.74s), ETA: 0d:2h:7m:5s [TRAIN] loss: 198.1440, iou: 0.8686, f1: 0.9295 [EVAL] loss: 794.3881, iou: 0.7000, f1: 0.8221
@20230814_0855 @20230814_0855 [EP 126/250] lr: 7.899829506641254e-05, took: 61.83s (avg: 61.83s), ETA: 0d:2h:6m:4s [TRAIN] loss: 197.1861, iou: 0.8697, f1: 0.9301 [EVAL] loss: 653.0848, iou: 0.7389, f1: 0.8489
@20230814_0856 @20230814_0856 [EP 127/250] lr: 7.886683306423947e-05, took: 61.78s (avg: 61.78s), ETA: 0d:2h:5m:3s [TRAIN] loss: 199.2698, iou: 0.8694, f1: 0.9299 [EVAL] loss: 1168.8250, iou: 0.5915, f1: 0.7399
@20230814_0857 @20230814_0857 [EP 128/250] lr: 7.873580761952326e-05, took: 61.75s (avg: 61.75s), ETA: 0d:2h:4m:2s [TRAIN] loss: 199.0966, iou: 0.8684, f1: 0.9294 [EVAL] loss: 634.5293, iou: 0.7386, f1: 0.8486
@20230814_0858 @20230814_0858 [EP 129/250] lr: 7.860521873226389e-05, took: 61.84s (avg: 61.84s), ETA: 0d:2h:3m:1s [TRAIN] loss: 199.1189, iou: 0.8702, f1: 0.9304 [EVAL] loss: 731.8390, iou: 0.7123, f1: 0.8305
@20230814_0859 @20230814_0859 [EP 130/250] lr: 7.847506640246138e-05, took: 61.71s (avg: 61.71s), ETA: 0d:2h:2m:0s [TRAIN] loss: 198.4538, iou: 0.8710, f1: 0.9308 [EVAL] loss: 1297.5178, iou: 0.5663, f1: 0.7194
@20230814_0900 @20230814_0900 [EP 131/250] lr: 7.834533607820049e-05, took: 61.73s (avg: 61.73s), ETA: 0d:2h:0m:59s [TRAIN] loss: 195.9257, iou: 0.8718, f1: 0.9313 [EVAL] loss: 910.2251, iou: 0.6748, f1: 0.8036
@20230814_0901 @20230814_0901 [EP 132/250] lr: 7.821604958735406e-05, took: 61.76s (avg: 61.76s), ETA: 0d:1h:59m:58s [TRAIN] loss: 194.1661, iou: 0.8730, f1: 0.9320 [EVAL] loss: 1029.6584, iou: 0.6593, f1: 0.7915
@20230814_0902 @20230814_0902 [EP 133/250] lr: 7.808717782609165e-05, took: 61.66s (avg: 61.66s), ETA: 0d:1h:58m:57s [TRAIN] loss: 189.5177, iou: 0.8754, f1: 0.9333 [EVAL] loss: 1294.0111, iou: 0.5724, f1: 0.7240
@20230814_0903 @20230814_0903 [EP 134/250] lr: 7.795872807037085e-05, took: 61.82s (avg: 61.82s), ETA: 0d:1h:57m:56s [TRAIN] loss: 186.4383, iou: 0.8776, f1: 0.9346 [EVAL] loss: 718.7103, iou: 0.7285, f1: 0.8419
@20230814_0904 @20230814_0904 [EP 135/250] lr: 7.783070032019168e-05, took: 61.72s (avg: 61.72s), ETA: 0d:1h:56m:55s [TRAIN] loss: 186.0598, iou: 0.8785, f1: 0.9351 [EVAL] loss: 1410.6443, iou: 0.5390, f1: 0.6963
@20230814_0905 @20230814_0905 [EP 136/250] lr: 7.770309457555413e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:55m:54s [TRAIN] loss: 187.0230, iou: 0.8785, f1: 0.9352 [EVAL] loss: 769.6699, iou: 0.7086, f1: 0.8282
@20230814_0906 @20230814_0906 [EP 137/250] lr: 7.757590356050059e-05, took: 61.70s (avg: 61.70s), ETA: 0d:1h:54m:53s [TRAIN] loss: 188.2786, iou: 0.8777, f1: 0.9346 [EVAL] loss: 1163.7048, iou: 0.6035, f1: 0.7503
@20230814_0907 @20230814_0907 [EP 138/250] lr: 7.744913455098867e-05, took: 61.58s (avg: 61.58s), ETA: 0d:1h:53m:52s [TRAIN] loss: 189.0201, iou: 0.8776, f1: 0.9346 [EVAL] loss: 647.8643, iou: 0.7550, f1: 0.8595
@20230814_0909 @20230814_0909 [EP 139/250] lr: 7.732277299510315e-05, took: 61.74s (avg: 61.74s), ETA: 0d:1h:52m:51s [TRAIN] loss: 192.1116, iou: 0.8762, f1: 0.9338 [EVAL] loss: 852.5173, iou: 0.6958, f1: 0.8184
@20230814_0910 @20230814_0910 [EP 140/250] lr: 7.719682616880164e-05, took: 62.01s (avg: 62.01s), ETA: 0d:1h:53m:40s [TRAIN] loss: 193.4103, iou: 0.8763, f1: 0.9339 [EVAL] loss: 460.5855, iou: 0.8076, f1: 0.8929
@20230814_0911 @20230814_0911 [EP 141/250] lr: 7.707128679612651e-05, took: 61.87s (avg: 61.87s), ETA: 0d:1h:50m:49s [TRAIN] loss: 194.8131, iou: 0.8759, f1: 0.9337 [EVAL] loss: 776.1489, iou: 0.7216, f1: 0.8365
@20230814_0912 @20230814_0912 [EP 142/250] lr: 7.694615487707779e-05, took: 61.99s (avg: 61.99s), ETA: 0d:1h:49m:48s [TRAIN] loss: 188.3112, iou: 0.8784, f1: 0.9351 [EVAL] loss: 1081.9166, iou: 0.6271, f1: 0.7677
@20230814_0913 @20230814_0913 [EP 143/250] lr: 7.682143041165546e-05, took: 61.77s (avg: 61.77s), ETA: 0d:1h:48m:47s [TRAIN] loss: 184.8498, iou: 0.8803, f1: 0.9362 [EVAL] loss: 651.3857, iou: 0.7568, f1: 0.8605
@20230814_0914 @20230814_0914 [EP 144/250] lr: 7.669711339985952e-05, took: 61.88s (avg: 61.88s), ETA: 0d:1h:47m:46s [TRAIN] loss: 182.1642, iou: 0.8820, f1: 0.9371 [EVAL] loss: 877.0428, iou: 0.6863, f1: 0.8121
@20230814_0915 @20230814_0915 [EP 145/250] lr: 7.657318928977475e-05, took: 61.83s (avg: 61.83s), ETA: 0d:1h:46m:45s [TRAIN] loss: 184.4163, iou: 0.8815, f1: 0.9368 [EVAL] loss: 1069.7164, iou: 0.6505, f1: 0.7848
@20230814_0916 @20230814_0916 [EP 146/250] lr: 7.644967263331637e-05, took: 61.75s (avg: 61.75s), ETA: 0d:1h:45m:44s [TRAIN] loss: 187.1972, iou: 0.8795, f1: 0.9357 [EVAL] loss: 748.8330, iou: 0.7297, f1: 0.8420
@20230814_0917 @20230814_0917 [EP 147/250] lr: 7.632654887856916e-05, took: 61.81s (avg: 61.81s), ETA: 0d:1h:44m:43s [TRAIN] loss: 186.3220, iou: 0.8807, f1: 0.9364 [EVAL] loss: 1687.2493, iou: 0.4612, f1: 0.6251
@20230814_0918 @20230814_0918 [EP 148/250] lr: 7.620382530149072e-05, took: 61.74s (avg: 61.74s), ETA: 0d:1h:43m:42s [TRAIN] loss: 186.4018, iou: 0.8814, f1: 0.9368 [EVAL] loss: 1429.9026, iou: 0.5367, f1: 0.6937
@20230814_0919 @20230814_0919 [EP 149/250] lr: 7.608149462612346e-05, took: 61.91s (avg: 61.91s), ETA: 0d:1h:42m:41s [TRAIN] loss: 184.1503, iou: 0.8821, f1: 0.9372 [EVAL] loss: 1992.6057, iou: 0.3698, f1: 0.5331
@20230814_0920 @20230814_0920 [EP 150/250] lr: 7.595955685246736e-05, took: 61.71s (avg: 61.71s), ETA: 0d:1h:41m:40s [TRAIN] loss: 183.1361, iou: 0.8829, f1: 0.9376 [EVAL] loss: 1380.4746, iou: 0.5380, f1: 0.6967
@20230814_0921 @20230814_0921 [EP 151/250] lr: 7.583800470456481e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:40m:39s [TRAIN] loss: 185.6131, iou: 0.8820, f1: 0.9371 [EVAL] loss: 689.5533, iou: 0.7445, f1: 0.8525
@20230814_0922 @20230814_0922 [EP 152/250] lr: 7.571684545837343e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:39m:38s [TRAIN] loss: 184.5771, iou: 0.8829, f1: 0.9376 [EVAL] loss: 687.8290, iou: 0.7424, f1: 0.8511
@20230814_0923 @20230814_0923 [EP 153/250] lr: 7.559607911389321e-05, took: 61.93s (avg: 61.93s), ETA: 0d:1h:38m:37s [TRAIN] loss: 182.6806, iou: 0.8840, f1: 0.9383 [EVAL] loss: 651.8582, iou: 0.7516, f1: 0.8570
@20230814_0924 @20230814_0924 [EP 154/250] lr: 7.547568384325132e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:37m:36s [TRAIN] loss: 179.6311, iou: 0.8856, f1: 0.9391 [EVAL] loss: 1112.4265, iou: 0.6259, f1: 0.7669
@20230814_0926 @20230814_0926 [EP 155/250] lr: 7.535568147432059e-05, took: 61.62s (avg: 61.62s), ETA: 0d:1h:36m:35s [TRAIN] loss: 177.9771, iou: 0.8870, f1: 0.9399 [EVAL] loss: 494.3067, iou: 0.8042, f1: 0.8909
@20230814_0927 @20230814_0927 [EP 156/250] lr: 7.523605017922819e-05, took: 61.67s (avg: 61.67s), ETA: 0d:1h:35m:34s [TRAIN] loss: 174.3215, iou: 0.8887, f1: 0.9409 [EVAL] loss: 743.9584, iou: 0.7345, f1: 0.8456
@20230814_0928 @20230814_0928 [EP 157/250] lr: 7.511680450988933e-05, took: 61.75s (avg: 61.75s), ETA: 0d:1h:34m:33s [TRAIN] loss: 173.5339, iou: 0.8894, f1: 0.9413 [EVAL] loss: 866.8097, iou: 0.6993, f1: 0.8214
@20230814_0929 @20230814_0929 [EP 158/250] lr: 7.499793719034642e-05, took: 61.68s (avg: 61.68s), ETA: 0d:1h:33m:32s [TRAIN] loss: 172.9169, iou: 0.8902, f1: 0.9417 [EVAL] loss: 1189.4475, iou: 0.6135, f1: 0.7569
@20230814_0930 @20230814_0930 [EP 159/250] lr: 7.487944094464183e-05, took: 61.67s (avg: 61.67s), ETA: 0d:1h:32m:31s [TRAIN] loss: 175.1684, iou: 0.8889, f1: 0.9410 [EVAL] loss: 1297.9423, iou: 0.5754, f1: 0.7262
@20230814_0931 @20230814_0931 [EP 160/250] lr: 7.476132304873317e-05, took: 61.72s (avg: 61.72s), ETA: 0d:1h:31m:30s [TRAIN] loss: 174.0739, iou: 0.8897, f1: 0.9415 [EVAL] loss: 1209.8026, iou: 0.5934, f1: 0.7421
@20230814_0932 @20230814_0932 [EP 161/250] lr: 7.464357622666284e-05, took: 61.51s (avg: 61.51s), ETA: 0d:1h:30m:29s [TRAIN] loss: 172.7122, iou: 0.8906, f1: 0.9420 [EVAL] loss: 1425.3165, iou: 0.5261, f1: 0.6861
@20230814_0933 @20230814_0933 [EP 162/250] lr: 7.452620047843084e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:29m:28s [TRAIN] loss: 175.6314, iou: 0.8895, f1: 0.9413 [EVAL] loss: 1125.7229, iou: 0.6271, f1: 0.7678
@20230814_0934 @20230814_0934 [EP 163/250] lr: 7.440918852807954e-05, took: 61.70s (avg: 61.70s), ETA: 0d:1h:28m:27s [TRAIN] loss: 177.2319, iou: 0.8889, f1: 0.9410 [EVAL] loss: 764.0926, iou: 0.7314, f1: 0.8431
@20230814_0935 @20230814_0935 [EP 164/250] lr: 7.429254765156657e-05, took: 61.75s (avg: 61.75s), ETA: 0d:1h:27m:26s [TRAIN] loss: 178.0885, iou: 0.8884, f1: 0.9407 [EVAL] loss: 784.3558, iou: 0.7214, f1: 0.8373
@20230814_0936 @20230814_0936 [EP 165/250] lr: 7.41762705729343e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:26m:25s [TRAIN] loss: 176.5759, iou: 0.8890, f1: 0.9411 [EVAL] loss: 557.7645, iou: 0.7934, f1: 0.8842
@20230814_0937 @20230814_0937 [EP 166/250] lr: 7.406035729218274e-05, took: 61.61s (avg: 61.61s), ETA: 0d:1h:25m:24s [TRAIN] loss: 172.3942, iou: 0.8909, f1: 0.9421 [EVAL] loss: 804.7385, iou: 0.7291, f1: 0.8415
@20230814_0938 @20230814_0938 [EP 167/250] lr: 7.39448078093119e-05, took: 61.66s (avg: 61.66s), ETA: 0d:1h:24m:23s [TRAIN] loss: 168.5722, iou: 0.8934, f1: 0.9435 [EVAL] loss: 965.0202, iou: 0.6658, f1: 0.7973
@20230814_0939 @20230814_0939 [EP 168/250] lr: 7.382961484836414e-05, took: 61.64s (avg: 61.64s), ETA: 0d:1h:23m:22s [TRAIN] loss: 164.1884, iou: 0.8955, f1: 0.9447 [EVAL] loss: 1158.2917, iou: 0.6280, f1: 0.7679
@20230814_0940 @20230814_0940 [EP 169/250] lr: 7.371477840933949e-05, took: 61.74s (avg: 61.74s), ETA: 0d:1h:22m:21s [TRAIN] loss: 162.3896, iou: 0.8970, f1: 0.9456 [EVAL] loss: 1062.3730, iou: 0.6419, f1: 0.7795
@20230814_0941 @20230814_0941 [EP 170/250] lr: 7.360030576819554e-05, took: 61.75s (avg: 61.75s), ETA: 0d:1h:21m:20s [TRAIN] loss: 162.1329, iou: 0.8973, f1: 0.9457 [EVAL] loss: 873.2774, iou: 0.7096, f1: 0.8279
@20230814_0942 @20230814_0942 [EP 171/250] lr: 7.348618237301707e-05, took: 61.62s (avg: 61.62s), ETA: 0d:1h:20m:19s [TRAIN] loss: 161.8386, iou: 0.8975, f1: 0.9458 [EVAL] loss: 715.0284, iou: 0.7421, f1: 0.8511
@20230814_0943 @20230814_0943 [EP 172/250] lr: 7.33724154997617e-05, took: 62.96s (avg: 62.96s), ETA: 0d:1h:20m:36s [TRAIN] loss: 163.4339, iou: 0.8969, f1: 0.9455 [EVAL] loss: 1139.7190, iou: 0.6446, f1: 0.7798
@20230814_0944 @20230814_0944 [EP 173/250] lr: 7.325899787247181e-05, took: 61.77s (avg: 61.77s), ETA: 0d:1h:18m:17s [TRAIN] loss: 164.5282, iou: 0.8963, f1: 0.9451 [EVAL] loss: 861.2330, iou: 0.7076, f1: 0.8267
@20230814_0945 @20230814_0945 [EP 174/250] lr: 7.31459294911474e-05, took: 61.86s (avg: 61.86s), ETA: 0d:1h:17m:16s [TRAIN] loss: 167.0783, iou: 0.8952, f1: 0.9446 [EVAL] loss: 770.1223, iou: 0.7271, f1: 0.8404
@20230814_0946 @20230814_0946 [EP 175/250] lr: 7.303321035578847e-05, took: 61.99s (avg: 61.99s), ETA: 0d:1h:16m:15s [TRAIN] loss: 169.5701, iou: 0.8942, f1: 0.9440 [EVAL] loss: 773.7743, iou: 0.7230, f1: 0.8377
@20230814_0948 @20230814_0948 [EP 176/250] lr: 7.292084046639502e-05, took: 62.07s (avg: 62.07s), ETA: 0d:1h:16m:28s [TRAIN] loss: 171.5727, iou: 0.8936, f1: 0.9437 [EVAL] loss: 1048.4486, iou: 0.6541, f1: 0.7881
@20230814_0949 @20230814_0949 [EP 177/250] lr: 7.280881254700944e-05, took: 61.83s (avg: 61.83s), ETA: 0d:1h:14m:13s [TRAIN] loss: 170.9486, iou: 0.8936, f1: 0.9437 [EVAL] loss: 1069.3367, iou: 0.6468, f1: 0.7828
