

** [alpha] Launch Training on 20230703_1359
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": [
    0
  ],
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230703_1351.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230703_1351.txt",
  "exp_comment": "* New consolidate DB used (0703 version) - Athylene Gas Images near SongKang Dong\n* temperature_shift value changed from 15\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB.yaml"
}
@20230703_1403 [EP 1/500] lr: 0.009999999776482582, took: 0h:3m:55s, ETA: 1d:8h:34m:25s [TRAIN] loss: 0.3447, accu-50: 16.94%, iou: 50.98%, f1: 65.53% 239.03ms [EVAL] [261/261 step] loss: 0.7259, accu-50: 81.23%, iou: 16.69%, f1: 27.41%, 68.50ms
@20230703_1823 [EP 78/500] lr: 0.004884048830717802, took: 0h:3m:21s, ETA: 0d:23h:33m:42s [TRAIN] loss: 0.0446, accu-50: 95.72%, iou: 91.47%, f1: 95.54% 210.95ms [EVAL] [261/261 step] loss: 0.0603, accu-50: 94.51%, iou: 88.66%, f1: 93.97%, 63.34ms
@20230703_1826 [EP 79/500] lr: 0.004839383065700531, took: 0h:3m:21s, ETA: 0d:23h:30m:21s [TRAIN] loss: 0.0448, accu-50: 95.73%, iou: 91.45%, f1: 95.52% 210.93ms [EVAL] [261/261 step] loss: 0.0732, accu-50: 91.11%, iou: 86.40%, f1: 92.68%, 63.38ms
@20230703_1829 [EP 80/500] lr: 0.004795125685632229, took: 0h:3m:21s, ETA: 0d:23h:27m:0s [TRAIN] loss: 0.0442, accu-50: 95.73%, iou: 91.54%, f1: 95.58% 210.95ms [EVAL] [261/261 step] loss: 0.0653, accu-50: 92.55%, iou: 87.78%, f1: 93.47%, 63.33ms
@20230703_1833 [EP 81/500] lr: 0.004751272965222597, took: 0h:3m:21s, ETA: 0d:23h:23m:39s [TRAIN] loss: 0.0442, accu-50: 95.70%, iou: 91.54%, f1: 95.58% 210.92ms [EVAL] [261/261 step] loss: 0.0833, accu-50: 93.47%, iou: 84.69%, f1: 91.67%, 63.58ms
@20230703_1836 [EP 82/500] lr: 0.004707821644842625, took: 0h:3m:21s, ETA: 0d:23h:20m:18s [TRAIN] loss: 0.0441, accu-50: 95.76%, iou: 91.57%, f1: 95.59% 210.98ms [EVAL] [261/261 step] loss: 0.0671, accu-50: 93.96%, iou: 87.46%, f1: 93.29%, 63.38ms
@20230703_1839 [EP 83/500] lr: 0.004664767533540726, took: 0h:3m:21s, ETA: 0d:23h:16m:57s [TRAIN] loss: 0.0440, accu-50: 95.74%, iou: 91.59%, f1: 95.60% 210.92ms [EVAL] [261/261 step] loss: 0.0805, accu-50: 91.00%, iou: 85.16%, f1: 91.95%, 63.43ms
@20230703_1843 [EP 84/500] lr: 0.004622106906026602, took: 0h:3m:21s, ETA: 0d:23h:13m:36s [TRAIN] loss: 0.0438, accu-50: 95.78%, iou: 91.63%, f1: 95.62% 210.91ms [EVAL] [261/261 step] loss: 0.0670, accu-50: 95.20%, iou: 87.49%, f1: 93.30%, 63.38ms
@20230703_1846 [EP 85/500] lr: 0.004579836968332529, took: 0h:3m:21s, ETA: 0d:23h:10m:15s [TRAIN] loss: 0.0437, accu-50: 95.79%, iou: 91.65%, f1: 95.63% 210.93ms [EVAL] [261/261 step] loss: 0.0659, accu-50: 95.13%, iou: 87.68%, f1: 93.41%, 63.41ms
@20230703_1849 [EP 86/500] lr: 0.0045379530638456345, took: 0h:3m:21s, ETA: 0d:23h:6m:54s [TRAIN] loss: 0.0435, accu-50: 95.80%, iou: 91.67%, f1: 95.65% 210.97ms [EVAL] [261/261 step] loss: 0.0629, accu-50: 92.92%, iou: 88.20%, f1: 93.71%, 63.45ms
@20230703_1853 [EP 87/500] lr: 0.004496452398598194, took: 0h:3m:21s, ETA: 0d:23h:3m:33s [TRAIN] loss: 0.0433, accu-50: 95.90%, iou: 91.72%, f1: 95.67% 210.96ms [EVAL] [261/261 step] loss: 0.0630, accu-50: 95.22%, iou: 88.18%, f1: 93.70%, 63.44ms
@20230703_1856 [EP 88/500] lr: 0.00445533124729991, took: 0h:3m:21s, ETA: 0d:23h:0m:12s [TRAIN] loss: 0.0427, accu-50: 95.94%, iou: 91.82%, f1: 95.73% 210.88ms [EVAL] [261/261 step] loss: 0.0720, accu-50: 93.39%, iou: 86.62%, f1: 92.80%, 63.41ms
@20230703_1859 [EP 89/500] lr: 0.00441458635032177, took: 0h:3m:21s, ETA: 0d:22h:56m:51s [TRAIN] loss: 0.0429, accu-50: 95.87%, iou: 91.79%, f1: 95.71% 210.89ms [EVAL] [261/261 step] loss: 0.0813, accu-50: 93.87%, iou: 85.01%, f1: 91.87%, 63.51ms
@20230703_1903 [EP 90/500] lr: 0.004374213516712189, took: 0h:3m:21s, ETA: 0d:22h:53m:30s [TRAIN] loss: 0.0426, accu-50: 95.91%, iou: 91.84%, f1: 95.74% 210.92ms [EVAL] [261/261 step] loss: 0.0782, accu-50: 95.39%, iou: 85.55%, f1: 92.18%, 63.44ms
@20230703_1906 [EP 91/500] lr: 0.00433421041816473, took: 0h:3m:21s, ETA: 0d:22h:50m:9s [TRAIN] loss: 0.0425, accu-50: 95.94%, iou: 91.87%, f1: 95.75% 210.90ms [EVAL] [261/261 step] loss: 0.0781, accu-50: 96.44%, iou: 85.56%, f1: 92.19%, 63.41ms
@20230703_1909 [EP 92/500] lr: 0.004294573329389095, took: 0h:3m:21s, ETA: 0d:22h:46m:48s [TRAIN] loss: 0.0426, accu-50: 95.92%, iou: 91.85%, f1: 95.74% 210.96ms [EVAL] [261/261 step] loss: 0.0978, accu-50: 93.65%, iou: 82.27%, f1: 90.22%, 63.28ms
@20230703_1913 [EP 93/500] lr: 0.004255298059433699, took: 0h:3m:21s, ETA: 0d:22h:43m:27s [TRAIN] loss: 0.0421, accu-50: 95.95%, iou: 91.93%, f1: 95.79% 210.95ms [EVAL] [261/261 step] loss: 0.0625, accu-50: 94.54%, iou: 88.27%, f1: 93.75%, 63.38ms
@20230703_1916 [EP 94/500] lr: 0.004216382279992104, took: 0h:3m:21s, ETA: 0d:22h:40m:6s [TRAIN] loss: 0.0416, accu-50: 96.06%, iou: 92.04%, f1: 95.84% 210.95ms [EVAL] [261/261 step] loss: 0.0627, accu-50: 94.02%, iou: 88.24%, f1: 93.73%, 63.22ms
@20230703_1919 [EP 95/500] lr: 0.004177822731435299, took: 0h:3m:21s, ETA: 0d:22h:36m:45s [TRAIN] loss: 0.0415, accu-50: 96.08%, iou: 92.04%, f1: 95.85% 210.94ms [EVAL] [261/261 step] loss: 0.0669, accu-50: 93.80%, iou: 87.51%, f1: 93.31%, 63.52ms
@20230703_1923 [EP 96/500] lr: 0.004139615688472986, took: 0h:3m:21s, ETA: 0d:22h:33m:24s [TRAIN] loss: 0.0416, accu-50: 96.00%, iou: 92.04%, f1: 95.84% 211.05ms [EVAL] [261/261 step] loss: 0.0616, accu-50: 95.50%, iou: 88.43%, f1: 93.84%, 63.41ms
@20230703_1926 [EP 97/500] lr: 0.004101757891476154, took: 0h:3m:21s, ETA: 0d:22h:30m:3s [TRAIN] loss: 0.0411, accu-50: 96.04%, iou: 92.12%, f1: 95.89% 210.84ms [EVAL] [261/261 step] loss: 0.0603, accu-50: 94.58%, iou: 88.66%, f1: 93.97%, 63.37ms
@20230703_1929 [EP 98/500] lr: 0.004064246080815792, took: 0h:3m:21s, ETA: 0d:22h:26m:42s [TRAIN] loss: 0.0413, accu-50: 96.10%, iou: 92.09%, f1: 95.87% 210.89ms [EVAL] [261/261 step] loss: 0.0832, accu-50: 95.37%, iou: 84.70%, f1: 91.68%, 63.36ms
@20230703_1933 [EP 99/500] lr: 0.004027077462524176, took: 0h:3m:21s, ETA: 0d:22h:23m:21s [TRAIN] loss: 0.0410, accu-50: 96.07%, iou: 92.13%, f1: 95.90% 210.82ms [EVAL] [261/261 step] loss: 0.0624, accu-50: 94.90%, iou: 88.29%, f1: 93.76%, 63.45ms
@20230703_1936 [EP 100/500] lr: 0.003990249242633581, took: 0h:3m:20s, ETA: 0d:22h:13m:20s [TRAIN] loss: 0.0409, accu-50: 96.07%, iou: 92.15%, f1: 95.91% 210.87ms [EVAL] [261/261 step] loss: 0.0639, accu-50: 94.90%, iou: 88.03%, f1: 93.61%, 63.31ms
@20230703_1939 [EP 101/500] lr: 0.003953757230192423, took: 0h:3m:20s, ETA: 0d:22h:10m:0s [TRAIN] loss: 0.0407, accu-50: 96.15%, iou: 92.20%, f1: 95.93% 210.89ms [EVAL] [261/261 step] loss: 0.0664, accu-50: 95.84%, iou: 87.59%, f1: 93.36%, 63.46ms
@20230703_1943 [EP 102/500] lr: 0.003917599096894264, took: 0h:3m:20s, ETA: 0d:22h:6m:40s [TRAIN] loss: 0.0407, accu-50: 96.12%, iou: 92.20%, f1: 95.93% 210.86ms [EVAL] [261/261 step] loss: 0.0632, accu-50: 95.05%, iou: 88.15%, f1: 93.68%, 63.28ms
@20230703_1946 [EP 103/500] lr: 0.0038817718159407377, took: 0h:3m:20s, ETA: 0d:22h:3m:20s [TRAIN] loss: 0.0405, accu-50: 96.16%, iou: 92.23%, f1: 95.95% 210.87ms [EVAL] [261/261 step] loss: 0.0631, accu-50: 94.17%, iou: 88.18%, f1: 93.69%, 63.38ms
@20230703_1949 [EP 104/500] lr: 0.0038462721277028322, took: 0h:3m:20s, ETA: 0d:22h:0m:0s [TRAIN] loss: 0.0400, accu-50: 96.18%, iou: 92.32%, f1: 96.00% 210.85ms [EVAL] [261/261 step] loss: 0.0655, accu-50: 96.10%, iou: 87.75%, f1: 93.45%, 63.28ms
@20230703_1952 [EP 105/500] lr: 0.00381109700538218, took: 0h:3m:20s, ETA: 0d:21h:56m:40s [TRAIN] loss: 0.0401, accu-50: 96.18%, iou: 92.31%, f1: 95.99% 210.90ms [EVAL] [261/261 step] loss: 0.0687, accu-50: 94.11%, iou: 87.19%, f1: 93.13%, 63.33ms
@20230703_1956 [EP 106/500] lr: 0.003776243655011058, took: 0h:3m:20s, ETA: 0d:21h:53m:20s [TRAIN] loss: 0.0398, accu-50: 96.25%, iou: 92.36%, f1: 96.02% 210.94ms [EVAL] [261/261 step] loss: 0.0642, accu-50: 95.90%, iou: 87.99%, f1: 93.58%, 63.29ms
@20230703_1959 [EP 107/500] lr: 0.003741708816960454, took: 0h:3m:20s, ETA: 0d:21h:50m:0s [TRAIN] loss: 0.0398, accu-50: 96.22%, iou: 92.36%, f1: 96.02% 210.88ms [EVAL] [261/261 step] loss: 0.0626, accu-50: 96.00%, iou: 88.25%, f1: 93.74%, 63.44ms
@20230703_2002 [EP 108/500] lr: 0.003707490162923932, took: 0h:3m:20s, ETA: 0d:21h:46m:40s [TRAIN] loss: 0.0396, accu-50: 96.27%, iou: 92.39%, f1: 96.04% 210.97ms [EVAL] [261/261 step] loss: 0.0693, accu-50: 93.84%, iou: 87.10%, f1: 93.07%, 63.46ms
@20230703_2006 [EP 109/500] lr: 0.0036735842004418373, took: 0h:3m:20s, ETA: 0d:21h:43m:20s [TRAIN] loss: 0.0394, accu-50: 96.27%, iou: 92.44%, f1: 96.06% 210.92ms [EVAL] [261/261 step] loss: 0.0607, accu-50: 94.88%, iou: 88.61%, f1: 93.93%, 63.26ms
@20230703_2009 [EP 110/500] lr: 0.0036399883683770895, took: 0h:3m:20s, ETA: 0d:21h:40m:0s [TRAIN] loss: 0.0393, accu-50: 96.25%, iou: 92.46%, f1: 96.07% 210.97ms [EVAL] [261/261 step] loss: 0.0619, accu-50: 95.36%, iou: 88.38%, f1: 93.81%, 63.36ms
@20230703_2012 [EP 111/500] lr: 0.003606699872761965, took: 0h:3m:20s, ETA: 0d:21h:36m:40s [TRAIN] loss: 0.0393, accu-50: 96.25%, iou: 92.45%, f1: 96.07% 210.89ms [EVAL] [261/261 step] loss: 0.0624, accu-50: 94.16%, iou: 88.29%, f1: 93.76%, 63.48ms
@20230703_2016 [EP 112/500] lr: 0.0035737156867980957, took: 0h:3m:20s, ETA: 0d:21h:33m:20s [TRAIN] loss: 0.0390, accu-50: 96.22%, iou: 92.51%, f1: 96.10% 210.88ms [EVAL] [261/261 step] loss: 0.0609, accu-50: 94.87%, iou: 88.56%, f1: 93.91%, 63.42ms
@20230703_2019 [EP 113/500] lr: 0.003541033249348402, took: 0h:3m:20s, ETA: 0d:21h:30m:0s [TRAIN] loss: 0.0388, accu-50: 96.20%, iou: 92.54%, f1: 96.12% 210.90ms [EVAL] [261/261 step] loss: 0.0621, accu-50: 93.84%, iou: 88.36%, f1: 93.79%, 63.45ms
@20230703_2022 [EP 114/500] lr: 0.0035086495336145163, took: 0h:3m:20s, ETA: 0d:21h:26m:40s [TRAIN] loss: 0.0389, accu-50: 96.24%, iou: 92.53%, f1: 96.11% 210.94ms [EVAL] [261/261 step] loss: 0.0672, accu-50: 95.85%, iou: 87.45%, f1: 93.28%, 63.55ms
@20230703_2026 [EP 115/500] lr: 0.003476562211290002, took: 0h:3m:20s, ETA: 0d:21h:23m:20s [TRAIN] loss: 0.0387, accu-50: 96.32%, iou: 92.57%, f1: 96.13% 210.93ms [EVAL] [261/261 step] loss: 0.0723, accu-50: 94.59%, iou: 86.57%, f1: 92.77%, 63.23ms
@20230703_2029 [EP 116/500] lr: 0.0034447682555764914, took: 0h:3m:20s, ETA: 0d:21h:20m:0s [TRAIN] loss: 0.0384, accu-50: 96.37%, iou: 92.61%, f1: 96.16% 210.84ms [EVAL] [261/261 step] loss: 0.0645, accu-50: 95.08%, iou: 87.93%, f1: 93.55%, 63.43ms
@20230703_2033 [EP 117/500] lr: 0.003413264872506261, took: 0h:3m:20s, ETA: 0d:21h:16m:40s [TRAIN] loss: 0.0383, accu-50: 96.31%, iou: 92.64%, f1: 96.17% 210.92ms [EVAL] [261/261 step] loss: 0.0592, accu-50: 94.89%, iou: 88.87%, f1: 94.08%, 63.44ms
@20230703_2036 [EP 118/500] lr: 0.003382049733772874, took: 0h:3m:20s, ETA: 0d:21h:13m:20s [TRAIN] loss: 0.0381, accu-50: 96.33%, iou: 92.67%, f1: 96.19% 210.89ms [EVAL] [261/261 step] loss: 0.0603, accu-50: 95.27%, iou: 88.66%, f1: 93.97%, 63.31ms
@20230703_2039 [EP 119/500] lr: 0.0033511200454086065, took: 0h:3m:20s, ETA: 0d:21h:10m:0s [TRAIN] loss: 0.0381, accu-50: 96.35%, iou: 92.66%, f1: 96.19% 210.98ms [EVAL] [261/261 step] loss: 0.0642, accu-50: 95.80%, iou: 87.98%, f1: 93.58%, 63.29ms
@20230703_2043 [EP 120/500] lr: 0.0033204732462763786, took: 0h:3m:20s, ETA: 0d:21h:6m:40s [TRAIN] loss: 0.0379, accu-50: 96.41%, iou: 92.71%, f1: 96.21% 210.95ms [EVAL] [261/261 step] loss: 0.0607, accu-50: 95.83%, iou: 88.60%, f1: 93.93%, 63.20ms
@20230703_2046 [EP 121/500] lr: 0.00329010677523911, took: 0h:3m:20s, ETA: 0d:21h:3m:20s [TRAIN] loss: 0.0377, accu-50: 96.42%, iou: 92.75%, f1: 96.23% 210.94ms [EVAL] [261/261 step] loss: 0.0618, accu-50: 95.62%, iou: 88.40%, f1: 93.82%, 63.49ms
@20230703_2049 [EP 122/500] lr: 0.0032600180711597204, took: 0h:3m:20s, ETA: 0d:21h:0m:0s [TRAIN] loss: 0.0376, accu-50: 96.43%, iou: 92.77%, f1: 96.24% 210.90ms [EVAL] [261/261 step] loss: 0.0621, accu-50: 96.24%, iou: 88.34%, f1: 93.79%, 63.39ms
@20230703_2053 [EP 123/500] lr: 0.003230204340070486, took: 0h:3m:20s, ETA: 0d:20h:56m:40s [TRAIN] loss: 0.0375, accu-50: 96.41%, iou: 92.78%, f1: 96.25% 210.96ms [EVAL] [261/261 step] loss: 0.0729, accu-50: 96.59%, iou: 86.46%, f1: 92.71%, 63.51ms
@20230703_2056 [EP 124/500] lr: 0.003200663486495614, took: 0h:3m:20s, ETA: 0d:20h:53m:20s [TRAIN] loss: 0.0375, accu-50: 96.43%, iou: 92.78%, f1: 96.25% 210.96ms [EVAL] [261/261 step] loss: 0.0643, accu-50: 96.20%, iou: 87.96%, f1: 93.57%, 63.26ms
@20230703_2059 [EP 125/500] lr: 0.003171392483636737, took: 0h:3m:20s, ETA: 0d:20h:50m:0s [TRAIN] loss: 0.0374, accu-50: 96.45%, iou: 92.80%, f1: 96.26% 210.98ms [EVAL] [261/261 step] loss: 0.0633, accu-50: 96.19%, iou: 88.13%, f1: 93.67%, 63.48ms
@20230703_2103 [EP 126/500] lr: 0.0031423894688487053, took: 0h:3m:20s, ETA: 0d:20h:46m:40s [TRAIN] loss: 0.0372, accu-50: 96.43%, iou: 92.84%, f1: 96.28% 210.82ms [EVAL] [261/261 step] loss: 0.0725, accu-50: 95.80%, iou: 86.53%, f1: 92.75%, 63.48ms
@20230703_2106 [EP 127/500] lr: 0.003113651415333152, took: 0h:3m:20s, ETA: 0d:20h:43m:20s [TRAIN] loss: 0.0370, accu-50: 96.50%, iou: 92.88%, f1: 96.30% 210.85ms [EVAL] [261/261 step] loss: 0.0650, accu-50: 96.20%, iou: 87.84%, f1: 93.50%, 63.48ms
@20230703_2109 [EP 128/500] lr: 0.003085176460444927, took: 0h:3m:20s, ETA: 0d:20h:40m:0s [TRAIN] loss: 0.0368, accu-50: 96.52%, iou: 92.91%, f1: 96.32% 210.92ms [EVAL] [261/261 step] loss: 0.0638, accu-50: 96.38%, iou: 88.06%, f1: 93.62%, 63.52ms
@20230703_2113 [EP 129/500] lr: 0.0030569618102163076, took: 0h:3m:20s, ETA: 0d:20h:36m:40s [TRAIN] loss: 0.0368, accu-50: 96.50%, iou: 92.91%, f1: 96.32% 210.82ms [EVAL] [261/261 step] loss: 0.0690, accu-50: 96.49%, iou: 87.14%, f1: 93.10%, 63.43ms
@20230703_2116 [EP 130/500] lr: 0.0030290051363408566, took: 0h:3m:20s, ETA: 0d:20h:33m:20s [TRAIN] loss: 0.0367, accu-50: 96.53%, iou: 92.93%, f1: 96.33% 210.89ms [EVAL] [261/261 step] loss: 0.0643, accu-50: 96.68%, iou: 87.96%, f1: 93.57%, 63.30ms
@20230703_2119 [EP 131/500] lr: 0.0030013041105121374, took: 0h:3m:20s, ETA: 0d:20h:30m:0s [TRAIN] loss: 0.0367, accu-50: 96.51%, iou: 92.93%, f1: 96.33% 210.91ms [EVAL] [261/261 step] loss: 0.0631, accu-50: 95.03%, iou: 88.17%, f1: 93.69%, 63.40ms
@20230703_2122 [EP 132/500] lr: 0.0029738564044237137, took: 0h:3m:20s, ETA: 0d:20h:26m:40s [TRAIN] loss: 0.0364, accu-50: 96.53%, iou: 92.98%, f1: 96.36% 210.99ms [EVAL] [261/261 step] loss: 0.0607, accu-50: 96.13%, iou: 88.59%, f1: 93.93%, 63.47ms
@20230703_2126 [EP 133/500] lr: 0.0029466599225997925, took: 0h:3m:20s, ETA: 0d:20h:23m:20s [TRAIN] loss: 0.0362, accu-50: 96.58%, iou: 93.03%, f1: 96.38% 211.21ms [EVAL] [261/261 step] loss: 0.0837, accu-50: 94.97%, iou: 84.63%, f1: 91.63%, 63.39ms
@20230703_2129 [EP 134/500] lr: 0.00291971187107265, took: 0h:3m:20s, ETA: 0d:20h:20m:0s [TRAIN] loss: 0.0360, accu-50: 96.62%, iou: 93.06%, f1: 96.40% 211.24ms [EVAL] [261/261 step] loss: 0.0668, accu-50: 96.07%, iou: 87.52%, f1: 93.32%, 63.03ms
@20230703_2132 [EP 135/500] lr: 0.002893010387197137, took: 0h:3m:20s, ETA: 0d:20h:16m:40s [TRAIN] loss: 0.0360, accu-50: 96.59%, iou: 93.06%, f1: 96.40% 211.04ms [EVAL] [261/261 step] loss: 0.0639, accu-50: 96.21%, iou: 88.04%, f1: 93.61%, 63.35ms
@20230703_2136 [EP 136/500] lr: 0.0028665531426668167, took: 0h:3m:20s, ETA: 0d:20h:13m:20s [TRAIN] loss: 0.0359, accu-50: 96.61%, iou: 93.08%, f1: 96.41% 211.29ms [EVAL] [261/261 step] loss: 0.0633, accu-50: 95.80%, iou: 88.13%, f1: 93.67%, 62.97ms
@20230703_2139 [EP 137/500] lr: 0.002840337809175253, took: 0h:3m:20s, ETA: 0d:20h:10m:0s [TRAIN] loss: 0.0358, accu-50: 96.61%, iou: 93.09%, f1: 96.42% 211.01ms [EVAL] [261/261 step] loss: 0.0663, accu-50: 96.22%, iou: 87.61%, f1: 93.37%, 63.16ms
@20230703_2142 [EP 138/500] lr: 0.0028143622912466526, took: 0h:3m:20s, ETA: 0d:20h:6m:40s [TRAIN] loss: 0.0357, accu-50: 96.61%, iou: 93.12%, f1: 96.43% 211.33ms [EVAL] [261/261 step] loss: 0.0618, accu-50: 96.02%, iou: 88.40%, f1: 93.82%, 63.11ms
@20230703_2146 [EP 139/500] lr: 0.0027886242605745792, took: 0h:3m:20s, ETA: 0d:20h:3m:20s [TRAIN] loss: 0.0356, accu-50: 96.63%, iou: 93.13%, f1: 96.44% 211.26ms [EVAL] [261/261 step] loss: 0.0605, accu-50: 95.64%, iou: 88.62%, f1: 93.95%, 63.07ms
@20230703_2149 [EP 140/500] lr: 0.00276312162168324, took: 0h:3m:20s, ETA: 0d:20h:0m:0s [TRAIN] loss: 0.0355, accu-50: 96.67%, iou: 93.16%, f1: 96.45% 211.26ms [EVAL] [261/261 step] loss: 0.0637, accu-50: 95.90%, iou: 88.07%, f1: 93.63%, 63.04ms
@20230703_2152 [EP 141/500] lr: 0.002737852279096842, took: 0h:3m:20s, ETA: 0d:19h:56m:40s [TRAIN] loss: 0.0354, accu-50: 96.68%, iou: 93.18%, f1: 96.46% 211.16ms [EVAL] [261/261 step] loss: 0.0662, accu-50: 96.49%, iou: 87.63%, f1: 93.38%, 63.04ms
@20230703_2156 [EP 142/500] lr: 0.0027128139045089483, took: 0h:3m:20s, ETA: 0d:19h:53m:20s [TRAIN] loss: 0.0354, accu-50: 96.68%, iou: 93.18%, f1: 96.46% 211.17ms [EVAL] [261/261 step] loss: 0.0609, accu-50: 95.59%, iou: 88.57%, f1: 93.91%, 63.03ms
@20230703_2159 [EP 143/500] lr: 0.0026880046352744102, took: 0h:3m:20s, ETA: 0d:19h:50m:0s [TRAIN] loss: 0.0352, accu-50: 96.69%, iou: 93.21%, f1: 96.48% 211.15ms [EVAL] [261/261 step] loss: 0.0596, accu-50: 95.88%, iou: 88.79%, f1: 94.04%, 63.03ms
@20230703_2202 [EP 144/500] lr: 0.002663422143086791, took: 0h:3m:20s, ETA: 0d:19h:46m:40s [TRAIN] loss: 0.0350, accu-50: 96.67%, iou: 93.24%, f1: 96.50% 211.14ms [EVAL] [261/261 step] loss: 0.0636, accu-50: 96.06%, iou: 88.09%, f1: 93.64%, 63.06ms
@20230703_2206 [EP 145/500] lr: 0.0026390645653009415, took: 0h:3m:20s, ETA: 0d:19h:43m:20s [TRAIN] loss: 0.0350, accu-50: 96.72%, iou: 93.24%, f1: 96.50% 211.21ms [EVAL] [261/261 step] loss: 0.0595, accu-50: 95.51%, iou: 88.81%, f1: 94.05%, 63.10ms
@20230703_2209 [EP 146/500] lr: 0.002614929573610425, took: 0h:3m:20s, ETA: 0d:19h:40m:0s [TRAIN] loss: 0.0349, accu-50: 96.69%, iou: 93.26%, f1: 96.51% 211.20ms [EVAL] [261/261 step] loss: 0.0637, accu-50: 96.61%, iou: 88.06%, f1: 93.63%, 62.94ms
@20230703_2212 [EP 147/500] lr: 0.002591015538200736, took: 0h:3m:20s, ETA: 0d:19h:36m:40s [TRAIN] loss: 0.0348, accu-50: 96.70%, iou: 93.28%, f1: 96.52% 211.17ms [EVAL] [261/261 step] loss: 0.0602, accu-50: 95.39%, iou: 88.68%, f1: 93.98%, 63.09ms
@20230703_2216 [EP 148/500] lr: 0.0025673198979347944, took: 0h:3m:20s, ETA: 0d:19h:33m:20s [TRAIN] loss: 0.0347, accu-50: 96.71%, iou: 93.29%, f1: 96.53% 211.26ms [EVAL] [261/261 step] loss: 0.0661, accu-50: 96.24%, iou: 87.64%, f1: 93.39%, 63.04ms
@20230703_2219 [EP 149/500] lr: 0.002543841255828738, took: 0h:3m:20s, ETA: 0d:19h:30m:0s [TRAIN] loss: 0.0346, accu-50: 96.73%, iou: 93.31%, f1: 96.54% 211.02ms [EVAL] [261/261 step] loss: 0.0620, accu-50: 96.08%, iou: 88.37%, f1: 93.80%, 63.16ms
@20230703_2222 [EP 150/500] lr: 0.002520577283576131, took: 0h:3m:20s, ETA: 0d:19h:26m:40s [TRAIN] loss: 0.0345, accu-50: 96.73%, iou: 93.33%, f1: 96.55% 211.23ms [EVAL] [261/261 step] loss: 0.0618, accu-50: 95.80%, iou: 88.41%, f1: 93.82%, 63.09ms
@20230703_2226 [EP 151/500] lr: 0.0024975258857011795, took: 0h:3m:20s, ETA: 0d:19h:23m:20s [TRAIN] loss: 0.0344, accu-50: 96.75%, iou: 93.35%, f1: 96.56% 211.30ms [EVAL] [261/261 step] loss: 0.0705, accu-50: 95.78%, iou: 86.89%, f1: 92.95%, 62.93ms
@20230703_2229 [EP 152/500] lr: 0.0024746854323893785, took: 0h:3m:20s, ETA: 0d:19h:20m:0s [TRAIN] loss: 0.0343, accu-50: 96.78%, iou: 93.39%, f1: 96.57% 211.33ms [EVAL] [261/261 step] loss: 0.0594, accu-50: 95.60%, iou: 88.83%, f1: 94.06%, 63.09ms
@20230703_2232 [EP 153/500] lr: 0.002452053828164935, took: 0h:3m:20s, ETA: 0d:19h:16m:40s [TRAIN] loss: 0.0342, accu-50: 96.78%, iou: 93.39%, f1: 96.58% 211.11ms [EVAL] [261/261 step] loss: 0.0628, accu-50: 95.98%, iou: 88.22%, f1: 93.72%, 63.09ms
@20230703_2236 [EP 154/500] lr: 0.0024296292103827, took: 0h:3m:20s, ETA: 0d:19h:13m:20s [TRAIN] loss: 0.0340, accu-50: 96.80%, iou: 93.43%, f1: 96.60% 211.20ms [EVAL] [261/261 step] loss: 0.0591, accu-50: 95.44%, iou: 88.89%, f1: 94.09%, 63.17ms
@20230703_2239 [EP 155/500] lr: 0.002407409716397524, took: 0h:3m:20s, ETA: 0d:19h:10m:0s [TRAIN] loss: 0.0340, accu-50: 96.80%, iou: 93.43%, f1: 96.60% 211.03ms [EVAL] [261/261 step] loss: 0.0600, accu-50: 94.56%, iou: 88.72%, f1: 94.00%, 63.08ms
@20230703_2242 [EP 156/500] lr: 0.002385393250733614, took: 0h:3m:20s, ETA: 0d:19h:6m:40s [TRAIN] loss: 0.0339, accu-50: 96.81%, iou: 93.44%, f1: 96.61% 211.23ms [EVAL] [261/261 step] loss: 0.0610, accu-50: 95.61%, iou: 88.54%, f1: 93.90%, 63.12ms
@20230703_2246 [EP 157/500] lr: 0.0023635784164071083, took: 0h:3m:20s, ETA: 0d:19h:3m:20s [TRAIN] loss: 0.0339, accu-50: 96.82%, iou: 93.46%, f1: 96.61% 211.12ms [EVAL] [261/261 step] loss: 0.0587, accu-50: 95.43%, iou: 88.95%, f1: 94.13%, 62.99ms
