

** [alpha] Launch Training on 20230716_1615
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNetV2",
  "numGPUs": 4,
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": true,
  "prevEPOCH": 70,
  "resumeWeight": "/home/alpha/WorkSpace/GasDetectionProj/ModelDev/ModelTraining/multi_gpu_logs/model_weights/EffNetV2/20230714_1850_DLV3+_EffNetV2/20230714_1850_DLV3+_EffNetV2_BEST_070/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n* EffNet Test\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3_EffNetV2_20230711_resume.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230716_1621 @20230716_1621 [EP 71/500] lr: 0.009524134919047356, took: 300.50s (avg: 300.50s), ETA: 1d:11h:45m:0s [TRAIN] loss: 0.1097, iou: 0.8035, f1: 0.8903 [EVAL] loss: 0.1367, iou: 0.7608, f1: 0.8633
@20230716_1933 @20230716_1933 [EP 162/500] lr: 0.0076525560580194, took: 100.97s (avg: 100.97s), ETA: 0d:9h:23m:20s [TRAIN] loss: 0.0868, iou: 0.8411, f1: 0.9132 [EVAL] loss: 0.1156, iou: 0.7940, f1: 0.8844
@20230716_1935 @20230716_1935 [EP 163/500] lr: 0.007625873200595379, took: 100.90s (avg: 100.90s), ETA: 0d:9h:21m:40s [TRAIN] loss: 0.0863, iou: 0.8420, f1: 0.9137 [EVAL] loss: 0.1143, iou: 0.7961, f1: 0.8857
@20230716_1938 @20230716_1938 [EP 164/500] lr: 0.0075990865007042885, took: 101.26s (avg: 101.26s), ETA: 0d:9h:25m:36s [TRAIN] loss: 0.0853, iou: 0.8437, f1: 0.9147 [EVAL] loss: 0.1155, iou: 0.7943, f1: 0.8845
@20230716_1940 @20230716_1940 [EP 165/500] lr: 0.007572197820991278, took: 101.48s (avg: 101.48s), ETA: 0d:9h:23m:55s [TRAIN] loss: 0.0861, iou: 0.8423, f1: 0.9139 [EVAL] loss: 0.1168, iou: 0.7928, f1: 0.8832
@20230716_1942 @20230716_1942 [EP 166/500] lr: 0.0075452071614563465, took: 101.38s (avg: 101.38s), ETA: 0d:9h:22m:14s [TRAIN] loss: 0.0862, iou: 0.8421, f1: 0.9138 [EVAL] loss: 0.1191, iou: 0.7884, f1: 0.8809
@20230716_1943 @20230716_1943 [EP 167/500] lr: 0.007518115919083357, took: 101.14s (avg: 101.14s), ETA: 0d:9h:20m:33s [TRAIN] loss: 0.0874, iou: 0.8400, f1: 0.9126 [EVAL] loss: 0.1153, iou: 0.7943, f1: 0.8847
@20230716_1945 @20230716_1945 [EP 168/500] lr: 0.007490925490856171, took: 100.97s (avg: 100.97s), ETA: 0d:9h:13m:20s [TRAIN] loss: 0.0857, iou: 0.8429, f1: 0.9143 [EVAL] loss: 0.1136, iou: 0.7971, f1: 0.8864
@20230716_1948 @20230716_1948 [EP 169/500] lr: 0.0074636368080973625, took: 101.44s (avg: 101.44s), ETA: 0d:9h:17m:11s [TRAIN] loss: 0.0866, iou: 0.8415, f1: 0.9134 [EVAL] loss: 0.1167, iou: 0.7919, f1: 0.8833
@20230716_1950 @20230716_1950 [EP 170/500] lr: 0.007436250802129507, took: 101.39s (avg: 101.39s), ETA: 0d:9h:15m:30s [TRAIN] loss: 0.0862, iou: 0.8420, f1: 0.9138 [EVAL] loss: 0.1152, iou: 0.7945, f1: 0.8848
@20230716_1951 @20230716_1951 [EP 171/500] lr: 0.007408768404275179, took: 101.51s (avg: 101.51s), ETA: 0d:9h:13m:49s [TRAIN] loss: 0.0856, iou: 0.8431, f1: 0.9144 [EVAL] loss: 0.1157, iou: 0.7938, f1: 0.8843
@20230716_1953 @20230716_1953 [EP 172/500] lr: 0.00738119101151824, took: 101.36s (avg: 101.36s), ETA: 0d:9h:12m:8s [TRAIN] loss: 0.0858, iou: 0.8428, f1: 0.9142 [EVAL] loss: 0.1166, iou: 0.7922, f1: 0.8834
@20230716_1955 @20230716_1955 [EP 173/500] lr: 0.007353519555181265, took: 101.37s (avg: 101.37s), ETA: 0d:9h:10m:27s [TRAIN] loss: 0.0845, iou: 0.8450, f1: 0.9155 [EVAL] loss: 0.1140, iou: 0.7966, f1: 0.8860
@20230716_1957 @20230716_1957 [EP 174/500] lr: 0.0073257554322481155, took: 101.46s (avg: 101.46s), ETA: 0d:9h:8m:46s [TRAIN] loss: 0.0860, iou: 0.8424, f1: 0.9140 [EVAL] loss: 0.1249, iou: 0.7796, f1: 0.8751
@20230716_1958 @20230716_1958 [EP 175/500] lr: 0.007297899108380079, took: 101.52s (avg: 101.52s), ETA: 0d:9h:7m:5s [TRAIN] loss: 0.0859, iou: 0.8426, f1: 0.9141 [EVAL] loss: 0.1185, iou: 0.7907, f1: 0.8815
@20230716_2000 @20230716_2000 [EP 176/500] lr: 0.007269952446222305, took: 101.08s (avg: 101.08s), ETA: 0d:9h:5m:24s [TRAIN] loss: 0.0846, iou: 0.8448, f1: 0.9154 [EVAL] loss: 0.1176, iou: 0.7916, f1: 0.8824
@20230716_2002 @20230716_2002 [EP 177/500] lr: 0.007241915911436081, took: 101.14s (avg: 101.14s), ETA: 0d:9h:3m:43s [TRAIN] loss: 0.0834, iou: 0.8469, f1: 0.9166 [EVAL] loss: 0.1146, iou: 0.7956, f1: 0.8854
@20230716_2003 @20230716_2003 [EP 178/500] lr: 0.007213791366666555, took: 100.91s (avg: 100.91s), ETA: 0d:8h:56m:40s [TRAIN] loss: 0.0839, iou: 0.8459, f1: 0.9161 [EVAL] loss: 0.1148, iou: 0.7952, f1: 0.8852
@20230716_2005 @20230716_2005 [EP 179/500] lr: 0.007185578811913729, took: 101.13s (avg: 101.13s), ETA: 0d:9h:0m:21s [TRAIN] loss: 0.0864, iou: 0.8418, f1: 0.9136 [EVAL] loss: 0.1148, iou: 0.7952, f1: 0.8852
@20230716_2007 @20230716_2007 [EP 180/500] lr: 0.00715728010982275, took: 100.84s (avg: 100.84s), ETA: 0d:8h:53m:20s [TRAIN] loss: 0.0835, iou: 0.8467, f1: 0.9165 [EVAL] loss: 0.1149, iou: 0.7953, f1: 0.8851
@20230716_2009 @20230716_2009 [EP 181/500] lr: 0.0071288966573774815, took: 101.24s (avg: 101.24s), ETA: 0d:8h:56m:59s [TRAIN] loss: 0.0845, iou: 0.8449, f1: 0.9155 [EVAL] loss: 0.1188, iou: 0.7896, f1: 0.8812
@20230716_2010 @20230716_2010 [EP 182/500] lr: 0.007100428454577923, took: 101.01s (avg: 101.01s), ETA: 0d:8h:55m:18s [TRAIN] loss: 0.0849, iou: 0.8443, f1: 0.9151 [EVAL] loss: 0.1159, iou: 0.7935, f1: 0.8841
@20230716_2012 @20230716_2012 [EP 183/500] lr: 0.007071877829730511, took: 100.93s (avg: 100.93s), ETA: 0d:8h:48m:20s [TRAIN] loss: 0.0831, iou: 0.8473, f1: 0.9169 [EVAL] loss: 0.1182, iou: 0.7898, f1: 0.8818
@20230716_2014 @20230716_2014 [EP 184/500] lr: 0.0070432452484965324, took: 100.94s (avg: 100.94s), ETA: 0d:8h:46m:40s [TRAIN] loss: 0.0840, iou: 0.8458, f1: 0.9160 [EVAL] loss: 0.1153, iou: 0.7946, f1: 0.8847
@20230716_2015 @20230716_2015 [EP 185/500] lr: 0.00701453210785985, took: 100.96s (avg: 100.96s), ETA: 0d:8h:45m:0s [TRAIN] loss: 0.0829, iou: 0.8476, f1: 0.9171 [EVAL] loss: 0.1148, iou: 0.7954, f1: 0.8852
@20230716_2017 @20230716_2017 [EP 186/500] lr: 0.006985739339143038, took: 100.82s (avg: 100.82s), ETA: 0d:8h:43m:20s [TRAIN] loss: 0.0854, iou: 0.8435, f1: 0.9146 [EVAL] loss: 0.1159, iou: 0.7935, f1: 0.8841
@20230716_2019 @20230716_2019 [EP 187/500] lr: 0.006956868339329958, took: 100.66s (avg: 100.66s), ETA: 0d:8h:41m:40s [TRAIN] loss: 0.0840, iou: 0.8458, f1: 0.9160 [EVAL] loss: 0.1150, iou: 0.7952, f1: 0.8850
@20230716_2020 @20230716_2020 [EP 188/500] lr: 0.006927920039743185, took: 100.83s (avg: 100.83s), ETA: 0d:8h:40m:0s [TRAIN] loss: 0.0827, iou: 0.8479, f1: 0.9173 [EVAL] loss: 0.1149, iou: 0.7950, f1: 0.8851
@20230716_2022 @20230716_2022 [EP 189/500] lr: 0.006898895371705294, took: 100.79s (avg: 100.79s), ETA: 0d:8h:38m:20s [TRAIN] loss: 0.0836, iou: 0.8464, f1: 0.9164 [EVAL] loss: 0.1196, iou: 0.7875, f1: 0.8804
@20230716_2024 @20230716_2024 [EP 190/500] lr: 0.006869796197861433, took: 100.76s (avg: 100.76s), ETA: 0d:8h:36m:40s [TRAIN] loss: 0.0827, iou: 0.8480, f1: 0.9173 [EVAL] loss: 0.1145, iou: 0.7959, f1: 0.8855
@20230716_2025 @20230716_2025 [EP 191/500] lr: 0.0068406229838728905, took: 101.06s (avg: 101.06s), ETA: 0d:8h:40m:9s [TRAIN] loss: 0.0829, iou: 0.8476, f1: 0.9171 [EVAL] loss: 0.1135, iou: 0.7972, f1: 0.8865
@20230716_2029 @20230716_2029 [EP 192/500] lr: 0.006811376661062241, took: 101.35s (avg: 101.35s), ETA: 0d:8h:38m:28s [TRAIN] loss: 0.0822, iou: 0.8488, f1: 0.9178 [EVAL] loss: 0.1135, iou: 0.7972, f1: 0.8865
@20230716_2032 @20230716_2032 [EP 193/500] lr: 0.00678205955773592, took: 101.31s (avg: 101.31s), ETA: 0d:8h:36m:47s [TRAIN] loss: 0.0833, iou: 0.8471, f1: 0.9167 [EVAL] loss: 0.1165, iou: 0.7927, f1: 0.8835
@20230716_2033 @20230716_2033 [EP 194/500] lr: 0.0067526716738939285, took: 101.35s (avg: 101.35s), ETA: 0d:8h:35m:6s [TRAIN] loss: 0.0824, iou: 0.8486, f1: 0.9176 [EVAL] loss: 0.1128, iou: 0.7984, f1: 0.8872
@20230716_2036 @20230716_2036 [EP 195/500] lr: 0.006723214406520128, took: 101.14s (avg: 101.14s), ETA: 0d:8h:33m:25s [TRAIN] loss: 0.0814, iou: 0.8503, f1: 0.9186 [EVAL] loss: 0.1156, iou: 0.7941, f1: 0.8844
@20230716_2038 @20230716_2038 [EP 196/500] lr: 0.006693689618259668, took: 101.32s (avg: 101.32s), ETA: 0d:8h:31m:44s [TRAIN] loss: 0.0831, iou: 0.8474, f1: 0.9169 [EVAL] loss: 0.1148, iou: 0.7951, f1: 0.8852
@20230716_2040 @20230716_2040 [EP 197/500] lr: 0.006664097774773836, took: 101.43s (avg: 101.43s), ETA: 0d:8h:30m:3s [TRAIN] loss: 0.0829, iou: 0.8476, f1: 0.9171 [EVAL] loss: 0.1157, iou: 0.7941, f1: 0.8843
@20230716_2042 @20230716_2042 [EP 198/500] lr: 0.0066344402730464935, took: 101.25s (avg: 101.25s), ETA: 0d:8h:28m:22s [TRAIN] loss: 0.0811, iou: 0.8508, f1: 0.9189 [EVAL] loss: 0.1153, iou: 0.7943, f1: 0.8847
@20230716_2043 @20230716_2043 [EP 199/500] lr: 0.006604718044400215, took: 101.35s (avg: 101.35s), ETA: 0d:8h:26m:41s [TRAIN] loss: 0.0831, iou: 0.8473, f1: 0.9169 [EVAL] loss: 0.1131, iou: 0.7980, f1: 0.8869
@20230716_2045 @20230716_2045 [EP 200/500] lr: 0.006574932485818863, took: 101.09s (avg: 101.09s), ETA: 0d:8h:25m:0s [TRAIN] loss: 0.0819, iou: 0.8493, f1: 0.9181 [EVAL] loss: 0.1209, iou: 0.7855, f1: 0.8791
@20230716_2047 @20230716_2047 [EP 201/500] lr: 0.006545084994286299, took: 101.19s (avg: 101.19s), ETA: 0d:8h:23m:19s [TRAIN] loss: 0.0833, iou: 0.8470, f1: 0.9167 [EVAL] loss: 0.1143, iou: 0.7960, f1: 0.8857
@20230716_2048 @20230716_2048 [EP 202/500] lr: 0.006515176501125097, took: 100.91s (avg: 100.91s), ETA: 0d:8h:16m:40s [TRAIN] loss: 0.0815, iou: 0.8500, f1: 0.9185 [EVAL] loss: 0.1142, iou: 0.7962, f1: 0.8858
@20230716_2050 @20230716_2050 [EP 203/500] lr: 0.006485207937657833, took: 100.99s (avg: 100.99s), ETA: 0d:8h:15m:0s [TRAIN] loss: 0.0814, iou: 0.8501, f1: 0.9186 [EVAL] loss: 0.1163, iou: 0.7928, f1: 0.8837
@20230716_2052 @20230716_2052 [EP 204/500] lr: 0.006455180700868368, took: 101.21s (avg: 101.21s), ETA: 0d:8h:18m:16s [TRAIN] loss: 0.0822, iou: 0.8488, f1: 0.9178 [EVAL] loss: 0.1162, iou: 0.7930, f1: 0.8838
@20230716_2053 @20230716_2053 [EP 205/500] lr: 0.006425096187740564, took: 100.80s (avg: 100.80s), ETA: 0d:8h:11m:40s [TRAIN] loss: 0.0815, iou: 0.8500, f1: 0.9185 [EVAL] loss: 0.1161, iou: 0.7931, f1: 0.8839
@20230716_2055 @20230716_2055 [EP 206/500] lr: 0.006394955329596996, took: 101.16s (avg: 101.16s), ETA: 0d:8h:14m:54s [TRAIN] loss: 0.0807, iou: 0.8513, f1: 0.9193 [EVAL] loss: 0.1139, iou: 0.7966, f1: 0.8861
@20230716_2057 @20230716_2057 [EP 207/500] lr: 0.006364759523421526, took: 100.74s (avg: 100.74s), ETA: 0d:8h:8m:20s [TRAIN] loss: 0.0805, iou: 0.8517, f1: 0.9195 [EVAL] loss: 0.1127, iou: 0.7985, f1: 0.8873
@20230716_2100 @20230716_2100 [EP 208/500] lr: 0.006334510166198015, took: 101.18s (avg: 101.18s), ETA: 0d:8h:11m:32s [TRAIN] loss: 0.0802, iou: 0.8522, f1: 0.9198 [EVAL] loss: 0.1133, iou: 0.7975, f1: 0.8867
@20230716_2102 @20230716_2102 [EP 209/500] lr: 0.006304207723587751, took: 101.54s (avg: 101.54s), ETA: 0d:8h:9m:51s [TRAIN] loss: 0.0806, iou: 0.8516, f1: 0.9194 [EVAL] loss: 0.1185, iou: 0.7893, f1: 0.8815
@20230716_2103 @20230716_2103 [EP 210/500] lr: 0.006273853592574596, took: 101.36s (avg: 101.36s), ETA: 0d:8h:8m:10s [TRAIN] loss: 0.0814, iou: 0.8503, f1: 0.9186 [EVAL] loss: 0.1189, iou: 0.7886, f1: 0.8811
@20230716_2105 @20230716_2105 [EP 211/500] lr: 0.0062434496358036995, took: 101.34s (avg: 101.34s), ETA: 0d:8h:6m:29s [TRAIN] loss: 0.0807, iou: 0.8514, f1: 0.9193 [EVAL] loss: 0.1127, iou: 0.7985, f1: 0.8873
@20230716_2108 @20230716_2108 [EP 212/500] lr: 0.006212996318936348, took: 101.34s (avg: 101.34s), ETA: 0d:8h:4m:48s [TRAIN] loss: 0.0802, iou: 0.8523, f1: 0.9198 [EVAL] loss: 0.1160, iou: 0.7932, f1: 0.8840
@20230716_2110 @20230716_2110 [EP 213/500] lr: 0.006182495038956404, took: 101.33s (avg: 101.33s), ETA: 0d:8h:3m:7s [TRAIN] loss: 0.0807, iou: 0.8514, f1: 0.9193 [EVAL] loss: 0.1128, iou: 0.7984, f1: 0.8872
@20230716_2112 @20230716_2112 [EP 214/500] lr: 0.006151947192847729, took: 101.92s (avg: 101.92s), ETA: 0d:8h:1m:26s [TRAIN] loss: 0.0803, iou: 0.8520, f1: 0.9197 [EVAL] loss: 0.1124, iou: 0.7991, f1: 0.8876
@20230716_2115 @20230716_2115 [EP 215/500] lr: 0.006121353711932898, took: 101.09s (avg: 101.09s), ETA: 0d:7h:59m:45s [TRAIN] loss: 0.0790, iou: 0.8542, f1: 0.9210 [EVAL] loss: 0.1148, iou: 0.7952, f1: 0.8852
@20230716_2116 @20230716_2116 [EP 216/500] lr: 0.006090715993195772, took: 101.39s (avg: 101.39s), ETA: 0d:7h:58m:4s [TRAIN] loss: 0.0805, iou: 0.8517, f1: 0.9195 [EVAL] loss: 0.1158, iou: 0.7935, f1: 0.8842
@20230716_2118 @20230716_2118 [EP 217/500] lr: 0.0060600354336202145, took: 101.36s (avg: 101.36s), ETA: 0d:7h:56m:23s [TRAIN] loss: 0.0801, iou: 0.8525, f1: 0.9199 [EVAL] loss: 0.1130, iou: 0.7980, f1: 0.8870
@20230716_2120 @20230716_2120 [EP 218/500] lr: 0.006029312964528799, took: 101.55s (avg: 101.55s), ETA: 0d:7h:54m:42s [TRAIN] loss: 0.0791, iou: 0.8541, f1: 0.9209 [EVAL] loss: 0.1142, iou: 0.7962, f1: 0.8858
@20230716_2121 @20230716_2121 [EP 219/500] lr: 0.005998549982905388, took: 101.23s (avg: 101.23s), ETA: 0d:7h:53m:1s [TRAIN] loss: 0.0801, iou: 0.8524, f1: 0.9199 [EVAL] loss: 0.1116, iou: 0.8003, f1: 0.8884
@20230716_2124 @20230716_2124 [EP 220/500] lr: 0.0059677474200725555, took: 101.48s (avg: 101.48s), ETA: 0d:7h:51m:20s [TRAIN] loss: 0.0790, iou: 0.8543, f1: 0.9210 [EVAL] loss: 0.1117, iou: 0.8001, f1: 0.8883
@20230716_2126 @20230716_2126 [EP 221/500] lr: 0.005936906673014164, took: 101.32s (avg: 101.32s), ETA: 0d:7h:49m:39s [TRAIN] loss: 0.0798, iou: 0.8530, f1: 0.9203 [EVAL] loss: 0.1117, iou: 0.8001, f1: 0.8883
@20230716_2128 @20230716_2128 [EP 222/500] lr: 0.005906028673052788, took: 101.58s (avg: 101.58s), ETA: 0d:7h:47m:58s [TRAIN] loss: 0.0804, iou: 0.8520, f1: 0.9196 [EVAL] loss: 0.1120, iou: 0.7997, f1: 0.8880
@20230716_2130 @20230716_2130 [EP 223/500] lr: 0.005875115282833576, took: 101.48s (avg: 101.48s), ETA: 0d:7h:46m:17s [TRAIN] loss: 0.0787, iou: 0.8547, f1: 0.9213 [EVAL] loss: 0.1117, iou: 0.8001, f1: 0.8883
@20230716_2131 @20230716_2131 [EP 224/500] lr: 0.005844167433679104, took: 101.39s (avg: 101.39s), ETA: 0d:7h:44m:36s [TRAIN] loss: 0.0796, iou: 0.8533, f1: 0.9204 [EVAL] loss: 0.1158, iou: 0.7937, f1: 0.8842
@20230716_2133 @20230716_2133 [EP 225/500] lr: 0.005813186056911945, took: 101.42s (avg: 101.42s), ETA: 0d:7h:42m:55s [TRAIN] loss: 0.0801, iou: 0.8524, f1: 0.9199 [EVAL] loss: 0.1134, iou: 0.7975, f1: 0.8866
@20230716_2135 @20230716_2135 [EP 226/500] lr: 0.005782172549515963, took: 101.43s (avg: 101.43s), ETA: 0d:7h:41m:14s [TRAIN] loss: 0.0796, iou: 0.8533, f1: 0.9204 [EVAL] loss: 0.1118, iou: 0.7999, f1: 0.8882
@20230716_2136 @20230716_2136 [EP 227/500] lr: 0.00575112784281373, took: 101.35s (avg: 101.35s), ETA: 0d:7h:39m:33s [TRAIN] loss: 0.0793, iou: 0.8537, f1: 0.9207 [EVAL] loss: 0.1148, iou: 0.7955, f1: 0.8852
@20230716_2138 @20230716_2138 [EP 228/500] lr: 0.0057200537994503975, took: 101.46s (avg: 101.46s), ETA: 0d:7h:37m:52s [TRAIN] loss: 0.0797, iou: 0.8531, f1: 0.9203 [EVAL] loss: 0.1123, iou: 0.7992, f1: 0.8877
@20230716_2140 @20230716_2140 [EP 229/500] lr: 0.005688951350748539, took: 100.95s (avg: 100.95s), ETA: 0d:7h:31m:40s [TRAIN] loss: 0.0771, iou: 0.8575, f1: 0.9229 [EVAL] loss: 0.1129, iou: 0.7985, f1: 0.8871
@20230716_2142 @20230716_2142 [EP 230/500] lr: 0.005657821893692017, took: 101.30s (avg: 101.30s), ETA: 0d:7h:34m:30s [TRAIN] loss: 0.0790, iou: 0.8542, f1: 0.9210 [EVAL] loss: 0.1117, iou: 0.8001, f1: 0.8883
@20230716_2143 @20230716_2143 [EP 231/500] lr: 0.005626666359603405, took: 101.09s (avg: 101.09s), ETA: 0d:7h:32m:49s [TRAIN] loss: 0.0788, iou: 0.8546, f1: 0.9212 [EVAL] loss: 0.1118, iou: 0.8001, f1: 0.8882
@20230716_2145 @20230716_2145 [EP 232/500] lr: 0.005595485679805279, took: 101.00s (avg: 101.00s), ETA: 0d:7h:26m:40s [TRAIN] loss: 0.0775, iou: 0.8569, f1: 0.9225 [EVAL] loss: 0.1130, iou: 0.7983, f1: 0.8870
@20230716_2147 @20230716_2147 [EP 233/500] lr: 0.005564281716942787, took: 101.15s (avg: 101.15s), ETA: 0d:7h:29m:27s [TRAIN] loss: 0.0787, iou: 0.8548, f1: 0.9213 [EVAL] loss: 0.1155, iou: 0.7949, f1: 0.8845
@20230716_2148 @20230716_2148 [EP 234/500] lr: 0.005533055867999792, took: 101.31s (avg: 101.31s), ETA: 0d:7h:27m:46s [TRAIN] loss: 0.0779, iou: 0.8561, f1: 0.9221 [EVAL] loss: 0.1128, iou: 0.7985, f1: 0.8872
@20230716_2150 @20230716_2150 [EP 235/500] lr: 0.005501808598637581, took: 100.85s (avg: 100.85s), ETA: 0d:7h:21m:40s [TRAIN] loss: 0.0776, iou: 0.8567, f1: 0.9224 [EVAL] loss: 0.1113, iou: 0.8007, f1: 0.8887
@20230716_2153 @20230716_2153 [EP 236/500] lr: 0.005470541771501303, took: 101.27s (avg: 101.27s), ETA: 0d:7h:24m:24s [TRAIN] loss: 0.0780, iou: 0.8560, f1: 0.9220 [EVAL] loss: 0.1105, iou: 0.8020, f1: 0.8895
@20230716_2156 @20230716_2156 [EP 237/500] lr: 0.005439255852252245, took: 101.04s (avg: 101.04s), ETA: 0d:7h:22m:43s [TRAIN] loss: 0.0764, iou: 0.8587, f1: 0.9236 [EVAL] loss: 0.1135, iou: 0.7972, f1: 0.8865
@20230716_2158 @20230716_2158 [EP 238/500] lr: 0.005407953169196844, took: 101.47s (avg: 101.47s), ETA: 0d:7h:21m:2s [TRAIN] loss: 0.0778, iou: 0.8564, f1: 0.9222 [EVAL] loss: 0.1112, iou: 0.8009, f1: 0.8888
@20230716_2200 @20230716_2200 [EP 239/500] lr: 0.0053766341879963875, took: 101.35s (avg: 101.35s), ETA: 0d:7h:19m:21s [TRAIN] loss: 0.0786, iou: 0.8549, f1: 0.9214 [EVAL] loss: 0.1123, iou: 0.7992, f1: 0.8877
@20230716_2201 @20230716_2201 [EP 240/500] lr: 0.005345300305634737, took: 101.23s (avg: 101.23s), ETA: 0d:7h:17m:40s [TRAIN] loss: 0.0770, iou: 0.8577, f1: 0.9230 [EVAL] loss: 0.1111, iou: 0.8011, f1: 0.8889
@20230716_2203 @20230716_2203 [EP 241/500] lr: 0.005313952453434467, took: 101.29s (avg: 101.29s), ETA: 0d:7h:15m:59s [TRAIN] loss: 0.0775, iou: 0.8568, f1: 0.9225 [EVAL] loss: 0.1105, iou: 0.8020, f1: 0.8895
@20230716_2206 @20230716_2206 [EP 242/500] lr: 0.005282592494040728, took: 101.44s (avg: 101.44s), ETA: 0d:7h:14m:18s [TRAIN] loss: 0.0772, iou: 0.8574, f1: 0.9228 [EVAL] loss: 0.1097, iou: 0.8034, f1: 0.8903
@20230716_2209 @20230716_2209 [EP 243/500] lr: 0.0052512213587760925, took: 101.23s (avg: 101.23s), ETA: 0d:7h:12m:37s [TRAIN] loss: 0.0785, iou: 0.8550, f1: 0.9215 [EVAL] loss: 0.1145, iou: 0.7959, f1: 0.8855
@20230716_2211 @20230716_2211 [EP 244/500] lr: 0.005219840444624424, took: 101.20s (avg: 101.20s), ETA: 0d:7h:10m:56s [TRAIN] loss: 0.0763, iou: 0.8590, f1: 0.9237 [EVAL] loss: 0.1118, iou: 0.7999, f1: 0.8882
@20230716_2213 @20230716_2213 [EP 245/500] lr: 0.005188450682908297, took: 101.34s (avg: 101.34s), ETA: 0d:7h:9m:15s [TRAIN] loss: 0.0769, iou: 0.8579, f1: 0.9231 [EVAL] loss: 0.1140, iou: 0.7964, f1: 0.8860
@20230716_2214 @20230716_2214 [EP 246/500] lr: 0.00515705393627286, took: 101.10s (avg: 101.10s), ETA: 0d:7h:7m:34s [TRAIN] loss: 0.0768, iou: 0.8581, f1: 0.9232 [EVAL] loss: 0.1105, iou: 0.8020, f1: 0.8895
@20230716_2216 @20230716_2216 [EP 247/500] lr: 0.0051256506703794, took: 101.23s (avg: 101.23s), ETA: 0d:7h:5m:53s [TRAIN] loss: 0.0772, iou: 0.8574, f1: 0.9228 [EVAL] loss: 0.1149, iou: 0.7949, f1: 0.8851
@20230716_2218 @20230716_2218 [EP 248/500] lr: 0.0050942422822117805, took: 100.94s (avg: 100.94s), ETA: 0d:7h:0m:0s [TRAIN] loss: 0.0769, iou: 0.8579, f1: 0.9231 [EVAL] loss: 0.1114, iou: 0.8007, f1: 0.8886
@20230716_2219 @20230716_2219 [EP 249/500] lr: 0.005062830168753862, took: 100.98s (avg: 100.98s), ETA: 0d:6h:58m:20s [TRAIN] loss: 0.0767, iou: 0.8583, f1: 0.9233 [EVAL] loss: 0.1108, iou: 0.8016, f1: 0.8892
@20230716_2221 @20230716_2221 [EP 250/500] lr: 0.005031415726989508, took: 100.80s (avg: 100.80s), ETA: 0d:6h:56m:40s [TRAIN] loss: 0.0764, iou: 0.8587, f1: 0.9236 [EVAL] loss: 0.1128, iou: 0.7983, f1: 0.8872
@20230716_2223 @20230716_2223 [EP 251/500] lr: 0.004999999888241291, took: 100.82s (avg: 100.82s), ETA: 0d:6h:55m:0s [TRAIN] loss: 0.0766, iou: 0.8583, f1: 0.9234 [EVAL] loss: 0.1103, iou: 0.8024, f1: 0.8897
@20230716_2224 @20230716_2224 [EP 252/500] lr: 0.004968584049493074, took: 100.95s (avg: 100.95s), ETA: 0d:6h:53m:20s [TRAIN] loss: 0.0764, iou: 0.8587, f1: 0.9236 [EVAL] loss: 0.1126, iou: 0.7986, f1: 0.8874
@20230716_2226 @20230716_2226 [EP 253/500] lr: 0.00493716960772872, took: 100.90s (avg: 100.90s), ETA: 0d:6h:51m:40s [TRAIN] loss: 0.0766, iou: 0.8584, f1: 0.9234 [EVAL] loss: 0.1120, iou: 0.7999, f1: 0.8880
@20230716_2228 @20230716_2228 [EP 254/500] lr: 0.004905757959932089, took: 100.97s (avg: 100.97s), ETA: 0d:6h:50m:0s [TRAIN] loss: 0.0767, iou: 0.8583, f1: 0.9233 [EVAL] loss: 0.1103, iou: 0.8025, f1: 0.8897
@20230716_2230 @20230716_2230 [EP 255/500] lr: 0.004874349571764469, took: 101.11s (avg: 101.11s), ETA: 0d:6h:52m:25s [TRAIN] loss: 0.0755, iou: 0.8603, f1: 0.9245 [EVAL] loss: 0.1104, iou: 0.8022, f1: 0.8896
@20230716_2231 @20230716_2231 [EP 256/500] lr: 0.00484294630587101, took: 101.10s (avg: 101.10s), ETA: 0d:6h:50m:44s [TRAIN] loss: 0.0764, iou: 0.8587, f1: 0.9236 [EVAL] loss: 0.1099, iou: 0.8030, f1: 0.8901
@20230716_2233 @20230716_2233 [EP 257/500] lr: 0.0048115490935742855, took: 100.67s (avg: 100.67s), ETA: 0d:6h:45m:0s [TRAIN] loss: 0.0761, iou: 0.8593, f1: 0.9239 [EVAL] loss: 0.1106, iou: 0.8018, f1: 0.8894
