

** [elctron] Launch Training on 20230607_2015
{
  "HOST": "elctron",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNet",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 300,
  "resumeWeight": "./model_weights/20230303_1849_NEW_DLV3PP_FINAL_EPOCH_300/variables/variables",
  "augmentation": true,
  "temperature_shift": 10,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 8,
  "lr_scheduling": true,
  "lr": 0.001,
  "decay_steps": 2.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* EffNet Base \n  - weight saved on eval f1 \n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3.yaml"
}
@20230607_2032 [EP 1/500] took: 0h:16m:49s, ETA: 5d:19h:51m:31s [TRAIN] loss: 0.2638, accu-50: 35.01%, iou: 59.73%, f1: 73.62% 444.99ms [EVAL] [518/518 step] loss: 0.9466, accu-50: 37.45%, iou: 2.86%, f1: 5.34%, 77.48ms
@20230608_1922 [EP 86/500] took: 0h:16m:6s, ETA: 4d:15h:5m:24s [TRAIN] loss: 0.0643, accu-50: 93.53%, iou: 87.95%, f1: 93.57% 435.43ms [EVAL] [518/518 step] loss: 0.8717, accu-50: 5.55%, iou: 7.11%, f1: 12.83%, 76.08ms
@20230608_1938 [EP 87/500] took: 0h:16m:6s, ETA: 4d:14h:49m:18s [TRAIN] loss: 0.0640, accu-50: 93.48%, iou: 88.00%, f1: 93.60% 437.56ms [EVAL] [518/518 step] loss: 0.9195, accu-50: 45.94%, iou: 4.61%, f1: 8.05%, 76.12ms
@20230608_1954 [EP 88/500] took: 0h:16m:6s, ETA: 4d:14h:33m:12s [TRAIN] loss: 0.0637, accu-50: 93.55%, iou: 88.05%, f1: 93.63% 436.63ms [EVAL] [518/518 step] loss: 0.7415, accu-50: 16.22%, iou: 15.34%, f1: 25.85%, 76.01ms
@20230608_2010 [EP 89/500] took: 0h:16m:6s, ETA: 4d:14h:17m:6s [TRAIN] loss: 0.0640, accu-50: 93.66%, iou: 88.02%, f1: 93.60% 439.73ms [EVAL] [518/518 step] loss: 0.2804, accu-50: 80.83%, iou: 56.99%, f1: 71.96%, 76.26ms
@20230608_2026 [EP 90/500] took: 0h:16m:6s, ETA: 4d:14h:1m:0s [TRAIN] loss: 0.0638, accu-50: 93.57%, iou: 88.05%, f1: 93.62% 436.25ms [EVAL] [518/518 step] loss: 0.9292, accu-50: 3.49%, iou: 3.70%, f1: 7.08%, 76.22ms
@20230608_2042 [EP 91/500] took: 0h:16m:6s, ETA: 4d:13h:44m:54s [TRAIN] loss: 0.0635, accu-50: 93.65%, iou: 88.10%, f1: 93.65% 437.17ms [EVAL] [518/518 step] loss: 0.8508, accu-50: 87.33%, iou: 8.85%, f1: 14.92%, 75.87ms
@20230608_2059 [EP 92/500] took: 0h:16m:6s, ETA: 4d:13h:28m:48s [TRAIN] loss: 0.0633, accu-50: 93.55%, iou: 88.13%, f1: 93.67% 436.70ms [EVAL] [518/518 step] loss: 0.8768, accu-50: 30.61%, iou: 7.26%, f1: 12.32%, 76.10ms
@20230608_2115 [EP 93/500] took: 0h:16m:6s, ETA: 4d:13h:12m:42s [TRAIN] loss: 0.0631, accu-50: 93.60%, iou: 88.16%, f1: 93.69% 435.79ms [EVAL] [518/518 step] loss: 0.6530, accu-50: 72.12%, iou: 22.45%, f1: 34.70%, 76.09ms
@20230608_2131 [EP 94/500] took: 0h:16m:6s, ETA: 4d:12h:56m:36s [TRAIN] loss: 0.0632, accu-50: 93.66%, iou: 88.15%, f1: 93.68% 435.07ms [EVAL] [518/518 step] loss: 0.5550, accu-50: 53.98%, iou: 29.57%, f1: 44.50%, 75.95ms
@20230608_2147 [EP 95/500] took: 0h:16m:6s, ETA: 4d:12h:40m:30s [TRAIN] loss: 0.0631, accu-50: 93.67%, iou: 88.17%, f1: 93.69% 435.41ms [EVAL] [518/518 step] loss: 0.9621, accu-50: 2.06%, iou: 1.96%, f1: 3.79%, 76.02ms
@20230608_2203 [EP 96/500] took: 0h:16m:6s, ETA: 4d:12h:24m:24s [TRAIN] loss: 0.0632, accu-50: 93.67%, iou: 88.15%, f1: 93.68% 437.06ms [EVAL] [518/518 step] loss: 0.2601, accu-50: 84.40%, iou: 59.24%, f1: 73.99%, 75.84ms
@20230608_2219 [EP 97/500] took: 0h:16m:6s, ETA: 4d:12h:8m:18s [TRAIN] loss: 0.0631, accu-50: 93.72%, iou: 88.18%, f1: 93.69% 437.67ms [EVAL] [518/518 step] loss: 0.8876, accu-50: 32.34%, iou: 6.49%, f1: 11.24%, 75.90ms
@20230608_2235 [EP 98/500] took: 0h:16m:6s, ETA: 4d:11h:52m:12s [TRAIN] loss: 0.0628, accu-50: 93.70%, iou: 88.21%, f1: 93.72% 437.61ms [EVAL] [518/518 step] loss: 0.9532, accu-50: 4.42%, iou: 2.49%, f1: 4.68%, 75.85ms
@20230608_2251 [EP 99/500] took: 0h:16m:6s, ETA: 4d:11h:36m:6s [TRAIN] loss: 0.0626, accu-50: 93.70%, iou: 88.26%, f1: 93.74% 438.50ms [EVAL] [518/518 step] loss: 0.8054, accu-50: 39.91%, iou: 11.62%, f1: 19.46%, 76.09ms
@20230608_2308 [EP 100/500] took: 0h:16m:6s, ETA: 4d:11h:20m:0s [TRAIN] loss: 0.0625, accu-50: 93.77%, iou: 88.28%, f1: 93.75% 437.45ms [EVAL] [518/518 step] loss: 0.9168, accu-50: 64.89%, iou: 4.95%, f1: 8.32%, 76.20ms
@20230608_2324 [EP 101/500] took: 0h:16m:6s, ETA: 4d:11h:3m:54s [TRAIN] loss: 0.0623, accu-50: 93.72%, iou: 88.30%, f1: 93.77% 437.72ms [EVAL] [518/518 step] loss: 0.9810, accu-50: 1.03%, iou: 0.97%, f1: 1.90%, 76.12ms
@20230608_2340 [EP 102/500] took: 0h:16m:6s, ETA: 4d:10h:47m:48s [TRAIN] loss: 0.0625, accu-50: 93.73%, iou: 88.27%, f1: 93.75% 438.08ms [EVAL] [518/518 step] loss: 0.9956, accu-50: 3.02%, iou: 0.25%, f1: 0.44%, 75.98ms
@20230608_2356 [EP 103/500] took: 0h:16m:6s, ETA: 4d:10h:31m:42s [TRAIN] loss: 0.0622, accu-50: 93.74%, iou: 88.33%, f1: 93.78% 436.38ms [EVAL] [518/518 step] loss: 0.9178, accu-50: 56.11%, iou: 5.22%, f1: 8.22%, 76.08ms
@20230609_0012 [EP 104/500] took: 0h:16m:6s, ETA: 4d:10h:15m:36s [TRAIN] loss: 0.0623, accu-50: 93.80%, iou: 88.31%, f1: 93.77% 437.10ms [EVAL] [518/518 step] loss: 0.9902, accu-50: 0.50%, iou: 0.49%, f1: 0.98%, 75.86ms
@20230609_0028 [EP 105/500] took: 0h:16m:6s, ETA: 4d:9h:59m:30s [TRAIN] loss: 0.0621, accu-50: 93.81%, iou: 88.34%, f1: 93.79% 437.54ms [EVAL] [518/518 step] loss: 0.9804, accu-50: 84.69%, iou: 1.07%, f1: 1.96%, 76.21ms
@20230609_0044 [EP 106/500] took: 0h:16m:6s, ETA: 4d:9h:43m:24s [TRAIN] loss: 0.0623, accu-50: 93.74%, iou: 88.31%, f1: 93.77% 435.64ms [EVAL] [518/518 step] loss: 0.6051, accu-50: 56.31%, iou: 25.62%, f1: 39.49%, 76.00ms
@20230609_0100 [EP 107/500] took: 0h:16m:6s, ETA: 4d:9h:27m:18s [TRAIN] loss: 0.0620, accu-50: 93.73%, iou: 88.36%, f1: 93.80% 434.90ms [EVAL] [518/518 step] loss: 0.2532, accu-50: 90.09%, iou: 60.11%, f1: 74.68%, 76.00ms
@20230609_0116 [EP 108/500] took: 0h:16m:6s, ETA: 4d:9h:11m:12s [TRAIN] loss: 0.0626, accu-50: 93.76%, iou: 88.26%, f1: 93.74% 436.28ms [EVAL] [518/518 step] loss: 0.5710, accu-50: 57.42%, iou: 28.29%, f1: 42.90%, 75.92ms
@20230609_0133 [EP 109/500] took: 0h:16m:6s, ETA: 4d:8h:55m:6s [TRAIN] loss: 0.0616, accu-50: 93.76%, iou: 88.44%, f1: 93.84% 438.67ms [EVAL] [518/518 step] loss: 0.9995, accu-50: 0.04%, iou: 0.03%, f1: 0.05%, 76.03ms
@20230609_0149 [EP 110/500] took: 0h:16m:6s, ETA: 4d:8h:39m:0s [TRAIN] loss: 0.0619, accu-50: 93.76%, iou: 88.38%, f1: 93.81% 437.47ms [EVAL] [518/518 step] loss: 0.9586, accu-50: 31.09%, iou: 2.36%, f1: 4.14%, 75.98ms
@20230609_0205 [EP 111/500] took: 0h:16m:6s, ETA: 4d:8h:22m:54s [TRAIN] loss: 0.0616, accu-50: 93.77%, iou: 88.44%, f1: 93.84% 437.17ms [EVAL] [518/518 step] loss: 0.2024, accu-50: 86.81%, iou: 66.70%, f1: 79.76%, 75.93ms
@20230609_0221 [EP 112/500] took: 0h:16m:6s, ETA: 4d:8h:6m:48s [TRAIN] loss: 0.0619, accu-50: 93.71%, iou: 88.38%, f1: 93.81% 436.75ms [EVAL] [518/518 step] loss: 0.9001, accu-50: 15.35%, iou: 5.69%, f1: 9.99%, 76.32ms
@20230609_0237 [EP 113/500] took: 0h:16m:6s, ETA: 4d:7h:50m:42s [TRAIN] loss: 0.0617, accu-50: 93.78%, iou: 88.41%, f1: 93.83% 436.85ms [EVAL] [518/518 step] loss: 0.8673, accu-50: 42.86%, iou: 7.52%, f1: 13.27%, 75.99ms
@20230609_0253 [EP 114/500] took: 0h:16m:6s, ETA: 4d:7h:34m:36s [TRAIN] loss: 0.0616, accu-50: 93.77%, iou: 88.42%, f1: 93.84% 435.83ms [EVAL] [518/518 step] loss: 0.1949, accu-50: 84.11%, iou: 67.99%, f1: 80.51%, 76.45ms
@20230609_0309 [EP 115/500] took: 0h:16m:6s, ETA: 4d:7h:18m:30s [TRAIN] loss: 0.0616, accu-50: 93.76%, iou: 88.43%, f1: 93.84% 435.88ms [EVAL] [518/518 step] loss: 0.6653, accu-50: 62.19%, iou: 21.29%, f1: 33.47%, 76.14ms
@20230609_0325 [EP 116/500] took: 0h:16m:6s, ETA: 4d:7h:2m:24s [TRAIN] loss: 0.0616, accu-50: 93.83%, iou: 88.43%, f1: 93.84% 437.09ms [EVAL] [518/518 step] loss: 0.7228, accu-50: 65.13%, iou: 17.45%, f1: 27.72%, 76.13ms
@20230609_0342 [EP 117/500] took: 0h:16m:6s, ETA: 4d:6h:46m:18s [TRAIN] loss: 0.0618, accu-50: 93.80%, iou: 88.39%, f1: 93.82% 435.23ms [EVAL] [518/518 step] loss: 0.1275, accu-50: 83.89%, iou: 77.91%, f1: 87.25%, 76.31ms
@20230609_0358 [EP 118/500] took: 0h:16m:6s, ETA: 4d:6h:30m:12s [TRAIN] loss: 0.0617, accu-50: 93.80%, iou: 88.42%, f1: 93.83% 436.35ms [EVAL] [518/518 step] loss: 0.4343, accu-50: 84.81%, iou: 40.45%, f1: 56.57%, 75.93ms
@20230609_0414 [EP 119/500] took: 0h:16m:6s, ETA: 4d:6h:14m:6s [TRAIN] loss: 0.0618, accu-50: 93.74%, iou: 88.40%, f1: 93.82% 436.30ms [EVAL] [518/518 step] loss: 0.9801, accu-50: 0.92%, iou: 1.01%, f1: 1.99%, 75.92ms
@20230609_0430 [EP 120/500] took: 0h:16m:6s, ETA: 4d:5h:58m:0s [TRAIN] loss: 0.0616, accu-50: 93.76%, iou: 88.43%, f1: 93.84% 436.26ms [EVAL] [518/518 step] loss: 0.7496, accu-50: 22.66%, iou: 15.02%, f1: 25.04%, 76.39ms
@20230609_0446 [EP 121/500] took: 0h:16m:6s, ETA: 4d:5h:41m:54s [TRAIN] loss: 0.0613, accu-50: 93.82%, iou: 88.48%, f1: 93.87% 435.80ms [EVAL] [518/518 step] loss: 0.9873, accu-50: 0.67%, iou: 0.64%, f1: 1.27%, 76.42ms
@20230609_0502 [EP 122/500] took: 0h:16m:6s, ETA: 4d:5h:25m:48s [TRAIN] loss: 0.0610, accu-50: 93.86%, iou: 88.54%, f1: 93.90% 438.87ms [EVAL] [518/518 step] loss: 0.5438, accu-50: 61.08%, iou: 31.09%, f1: 45.62%, 76.37ms
@20230609_0519 [EP 123/500] took: 0h:16m:6s, ETA: 4d:5h:9m:42s [TRAIN] loss: 0.0609, accu-50: 93.81%, iou: 88.56%, f1: 93.91% 437.58ms [EVAL] [518/518 step] loss: 0.5920, accu-50: 67.93%, iou: 26.34%, f1: 40.80%, 75.99ms
@20230609_0535 [EP 124/500] took: 0h:16m:6s, ETA: 4d:4h:53m:36s [TRAIN] loss: 0.0610, accu-50: 93.97%, iou: 88.53%, f1: 93.90% 439.13ms [EVAL] [518/518 step] loss: 0.9394, accu-50: 49.17%, iou: 3.46%, f1: 6.06%, 76.04ms
@20230609_0551 [EP 125/500] took: 0h:16m:6s, ETA: 4d:4h:37m:30s [TRAIN] loss: 0.0609, accu-50: 93.87%, iou: 88.56%, f1: 93.91% 439.75ms [EVAL] [518/518 step] loss: 0.9786, accu-50: 2.05%, iou: 1.15%, f1: 2.14%, 75.93ms
@20230609_0607 [EP 126/500] took: 0h:16m:6s, ETA: 4d:4h:21m:24s [TRAIN] loss: 0.0608, accu-50: 93.86%, iou: 88.57%, f1: 93.92% 438.91ms [EVAL] [518/518 step] loss: 0.3608, accu-50: 70.10%, iou: 48.06%, f1: 63.92%, 75.93ms
@20230609_0623 [EP 127/500] took: 0h:16m:6s, ETA: 4d:4h:5m:18s [TRAIN] loss: 0.0610, accu-50: 93.83%, iou: 88.54%, f1: 93.90% 438.08ms [EVAL] [518/518 step] loss: 0.9113, accu-50: 76.32%, iou: 5.32%, f1: 8.87%, 76.23ms
@20230609_0639 [EP 128/500] took: 0h:16m:6s, ETA: 4d:3h:49m:12s [TRAIN] loss: 0.0603, accu-50: 93.86%, iou: 88.65%, f1: 93.97% 436.88ms [EVAL] [518/518 step] loss: 0.3079, accu-50: 88.01%, iou: 54.09%, f1: 69.21%, 76.40ms
@20230609_0656 [EP 129/500] took: 0h:16m:6s, ETA: 4d:3h:33m:6s [TRAIN] loss: 0.0606, accu-50: 93.96%, iou: 88.61%, f1: 93.94% 434.75ms [EVAL] [518/518 step] loss: 0.9531, accu-50: 29.56%, iou: 2.65%, f1: 4.69%, 76.03ms
@20230609_0712 [EP 130/500] took: 0h:16m:6s, ETA: 4d:3h:17m:0s [TRAIN] loss: 0.0601, accu-50: 93.87%, iou: 88.69%, f1: 93.99% 437.09ms [EVAL] [518/518 step] loss: 0.9692, accu-50: 1.32%, iou: 1.61%, f1: 3.08%, 76.03ms
@20230609_0728 [EP 131/500] took: 0h:16m:6s, ETA: 4d:3h:0m:54s [TRAIN] loss: 0.0604, accu-50: 93.96%, iou: 88.64%, f1: 93.96% 437.46ms [EVAL] [518/518 step] loss: 0.9583, accu-50: 2.07%, iou: 2.14%, f1: 4.17%, 76.03ms
@20230609_0744 [EP 132/500] took: 0h:16m:6s, ETA: 4d:2h:44m:48s [TRAIN] loss: 0.0603, accu-50: 93.92%, iou: 88.66%, f1: 93.97% 434.01ms [EVAL] [518/518 step] loss: 0.9320, accu-50: 3.52%, iou: 3.57%, f1: 6.80%, 76.10ms
@20230609_0800 [EP 133/500] took: 0h:16m:6s, ETA: 4d:2h:28m:42s [TRAIN] loss: 0.0606, accu-50: 93.88%, iou: 88.61%, f1: 93.94% 437.55ms [EVAL] [518/518 step] loss: 0.9375, accu-50: 80.49%, iou: 3.51%, f1: 6.25%, 75.85ms
@20230609_0816 [EP 134/500] took: 0h:16m:6s, ETA: 4d:2h:12m:36s [TRAIN] loss: 0.0602, accu-50: 93.97%, iou: 88.68%, f1: 93.98% 436.86ms [EVAL] [518/518 step] loss: 0.2596, accu-50: 74.03%, iou: 59.69%, f1: 74.04%, 75.95ms
@20230609_0832 [EP 135/500] took: 0h:16m:6s, ETA: 4d:1h:56m:30s [TRAIN] loss: 0.0603, accu-50: 93.94%, iou: 88.67%, f1: 93.97% 436.30ms [EVAL] [518/518 step] loss: 0.8764, accu-50: 25.15%, iou: 6.93%, f1: 12.36%, 76.22ms
@20230609_0848 [EP 136/500] took: 0h:16m:6s, ETA: 4d:1h:40m:24s [TRAIN] loss: 0.0602, accu-50: 93.94%, iou: 88.67%, f1: 93.98% 433.59ms [EVAL] [518/518 step] loss: 0.4294, accu-50: 55.83%, iou: 41.42%, f1: 57.06%, 76.28ms
@20230609_0904 [EP 137/500] took: 0h:16m:6s, ETA: 4d:1h:24m:18s [TRAIN] loss: 0.0601, accu-50: 94.00%, iou: 88.70%, f1: 93.99% 436.43ms [EVAL] [518/518 step] loss: 0.9459, accu-50: 2.04%, iou: 2.88%, f1: 5.41%, 76.01ms
@20230609_0920 [EP 138/500] took: 0h:16m:6s, ETA: 4d:1h:8m:12s [TRAIN] loss: 0.0598, accu-50: 93.98%, iou: 88.74%, f1: 94.02% 437.74ms [EVAL] [518/518 step] loss: 0.9915, accu-50: 0.42%, iou: 0.43%, f1: 0.85%, 75.59ms
@20230609_0937 [EP 139/500] took: 0h:16m:6s, ETA: 4d:0h:52m:6s [TRAIN] loss: 0.0599, accu-50: 93.99%, iou: 88.73%, f1: 94.01% 437.46ms [EVAL] [518/518 step] loss: 0.8879, accu-50: 5.56%, iou: 6.14%, f1: 11.21%, 75.63ms
@20230609_0953 [EP 140/500] took: 0h:16m:6s, ETA: 4d:0h:36m:0s [TRAIN] loss: 0.0600, accu-50: 93.94%, iou: 88.72%, f1: 94.00% 436.67ms [EVAL] [518/518 step] loss: 0.9894, accu-50: 0.51%, iou: 0.53%, f1: 1.06%, 75.96ms
@20230609_1009 [EP 141/500] took: 0h:16m:6s, ETA: 4d:0h:19m:54s [TRAIN] loss: 0.0597, accu-50: 93.99%, iou: 88.77%, f1: 94.03% 435.33ms [EVAL] [518/518 step] loss: 0.9123, accu-50: 15.97%, iou: 4.99%, f1: 8.77%, 75.68ms
@20230609_1025 [EP 142/500] took: 0h:16m:6s, ETA: 4d:0h:3m:48s [TRAIN] loss: 0.0597, accu-50: 93.89%, iou: 88.76%, f1: 94.03% 430.01ms [EVAL] [518/518 step] loss: 0.8055, accu-50: 27.67%, iou: 11.36%, f1: 19.45%, 75.81ms
@20230609_1041 [EP 143/500] took: 0h:16m:6s, ETA: 3d:23h:47m:42s [TRAIN] loss: 0.0597, accu-50: 94.02%, iou: 88.77%, f1: 94.03% 436.50ms [EVAL] [518/518 step] loss: 0.6009, accu-50: 17.96%, iou: 26.86%, f1: 39.91%, 75.82ms
@20230609_1057 [EP 144/500] took: 0h:16m:6s, ETA: 3d:23h:31m:36s [TRAIN] loss: 0.0594, accu-50: 94.02%, iou: 88.82%, f1: 94.06% 436.03ms [EVAL] [518/518 step] loss: 0.5608, accu-50: 66.56%, iou: 29.37%, f1: 43.92%, 75.75ms
@20230609_1113 [EP 145/500] took: 0h:16m:6s, ETA: 3d:23h:15m:30s [TRAIN] loss: 0.0597, accu-50: 94.02%, iou: 88.77%, f1: 94.03% 436.53ms [EVAL] [518/518 step] loss: 0.9504, accu-50: 3.78%, iou: 2.65%, f1: 4.96%, 75.73ms
@20230609_1129 [EP 146/500] took: 0h:16m:6s, ETA: 3d:22h:59m:24s [TRAIN] loss: 0.0595, accu-50: 93.96%, iou: 88.79%, f1: 94.05% 436.34ms [EVAL] [518/518 step] loss: 0.8312, accu-50: 23.53%, iou: 9.82%, f1: 16.88%, 75.65ms
@20230609_1145 [EP 147/500] took: 0h:16m:6s, ETA: 3d:22h:43m:18s [TRAIN] loss: 0.0594, accu-50: 94.11%, iou: 88.82%, f1: 94.06% 432.23ms [EVAL] [518/518 step] loss: 0.2795, accu-50: 76.39%, iou: 57.06%, f1: 72.05%, 75.63ms
@20230609_1201 [EP 148/500] took: 0h:16m:6s, ETA: 3d:22h:27m:12s [TRAIN] loss: 0.0593, accu-50: 94.03%, iou: 88.84%, f1: 94.07% 437.57ms [EVAL] [518/518 step] loss: 0.9844, accu-50: 0.74%, iou: 0.79%, f1: 1.56%, 75.70ms
@20230609_1217 [EP 149/500] took: 0h:16m:6s, ETA: 3d:22h:11m:6s [TRAIN] loss: 0.0593, accu-50: 94.03%, iou: 88.83%, f1: 94.07% 436.84ms [EVAL] [518/518 step] loss: 0.9138, accu-50: 6.95%, iou: 4.84%, f1: 8.62%, 75.57ms
@20230609_1233 [EP 150/500] took: 0h:16m:6s, ETA: 3d:21h:55m:0s [TRAIN] loss: 0.0594, accu-50: 94.06%, iou: 88.81%, f1: 94.06% 435.64ms [EVAL] [518/518 step] loss: 0.9607, accu-50: 3.73%, iou: 2.18%, f1: 3.93%, 75.75ms
@20230609_1249 [EP 151/500] took: 0h:16m:6s, ETA: 3d:21h:38m:54s [TRAIN] loss: 0.0591, accu-50: 94.05%, iou: 88.87%, f1: 94.09% 437.21ms [EVAL] [518/518 step] loss: 0.9715, accu-50: 2.96%, iou: 1.54%, f1: 2.85%, 75.77ms
@20230609_1305 [EP 152/500] took: 0h:16m:6s, ETA: 3d:21h:22m:48s [TRAIN] loss: 0.0593, accu-50: 94.04%, iou: 88.84%, f1: 94.07% 436.65ms [EVAL] [518/518 step] loss: 0.7635, accu-50: 79.24%, iou: 14.51%, f1: 23.65%, 75.43ms
@20230609_1322 [EP 153/500] took: 0h:16m:6s, ETA: 3d:21h:6m:42s [TRAIN] loss: 0.0590, accu-50: 94.10%, iou: 88.89%, f1: 94.10% 436.98ms [EVAL] [518/518 step] loss: 0.3373, accu-50: 71.61%, iou: 50.36%, f1: 66.27%, 75.79ms
@20230609_1338 [EP 154/500] took: 0h:16m:6s, ETA: 3d:20h:50m:36s [TRAIN] loss: 0.0592, accu-50: 94.04%, iou: 88.86%, f1: 94.08% 435.93ms [EVAL] [518/518 step] loss: 0.9696, accu-50: 1.91%, iou: 1.60%, f1: 3.04%, 75.62ms
