

** [alpha] Launch Training on 20230626_1405
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNetV2",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 99,
  "resumeWeight": "./model_weights/EffNet/20230613_1524_DLV3PP_EffNet_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n* New Exp on Cos Lr\n  - Due to frequent network error, there was unexpected termination over the last two exp. \n  - This makes hard to observe the behavior of cos annealing lr scheduling.\n  - So, this time, we decided to start it over gain, \n  -  Also, we change the n_cycles from num_epochs/100 to 2.5 (hard coded value).\n  - n_cycles changed from 2.5 to 2\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_EffNetV2.yaml"
}
@20230626_1413 [EP 1/500] lr: 0.009999999776482582, took: 0h:7m:36s, ETA: 2d:15h:12m:24s [TRAIN] loss: 0.4726, accu-50: 9.80%, iou: 39.45%, f1: 52.74% 252.94ms [EVAL] [414/414 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 60.20ms
@20230626_2255 [EP 77/500] lr: 0.00783634465187788, took: 0h:6m:52s, ETA: 2d:0h:24m:36s [TRAIN] loss: 0.0873, accu-50: 91.33%, iou: 84.01%, f1: 91.27% 214.32ms [EVAL] [414/414 step] loss: 0.1087, accu-50: 87.78%, iou: 80.56%, f1: 89.13%, 56.50ms
@20230626_2302 [EP 78/500] lr: 0.007784378249198198, took: 0h:6m:51s, ETA: 2d:0h:10m:42s [TRAIN] loss: 0.0857, accu-50: 91.47%, iou: 84.28%, f1: 91.43% 214.34ms [EVAL] [414/414 step] loss: 0.1091, accu-50: 90.58%, iou: 80.52%, f1: 89.09%, 55.74ms
@20230626_2308 [EP 79/500] lr: 0.007731971796602011, took: 0h:6m:51s, ETA: 2d:0h:3m:51s [TRAIN] loss: 0.0868, accu-50: 91.38%, iou: 84.10%, f1: 91.32% 214.33ms [EVAL] [414/414 step] loss: 0.1094, accu-50: 89.38%, iou: 80.45%, f1: 89.06%, 55.77ms
@20230626_2315 [EP 80/500] lr: 0.007679134141653776, took: 0h:6m:51s, ETA: 1d:23h:57m:0s [TRAIN] loss: 0.0854, accu-50: 91.48%, iou: 84.34%, f1: 91.46% 214.33ms [EVAL] [414/414 step] loss: 0.1146, accu-50: 88.07%, iou: 79.66%, f1: 88.54%, 56.27ms
@20230626_2321 [EP 81/500] lr: 0.007625873200595379, took: 0h:6m:51s, ETA: 1d:23h:50m:9s [TRAIN] loss: 0.0855, accu-50: 91.52%, iou: 84.32%, f1: 91.45% 214.35ms [EVAL] [414/414 step] loss: 0.1094, accu-50: 90.23%, iou: 80.48%, f1: 89.06%, 55.81ms
@20230626_2328 [EP 82/500] lr: 0.007572197820991278, took: 0h:6m:50s, ETA: 1d:23h:36m:20s [TRAIN] loss: 0.0856, accu-50: 91.46%, iou: 84.31%, f1: 91.44% 214.30ms [EVAL] [414/414 step] loss: 0.1077, accu-50: 89.74%, iou: 80.75%, f1: 89.23%, 56.03ms
@20230626_2334 [EP 83/500] lr: 0.007518115919083357, took: 0h:6m:50s, ETA: 1d:23h:29m:30s [TRAIN] loss: 0.0845, accu-50: 91.56%, iou: 84.48%, f1: 91.55% 214.42ms [EVAL] [414/414 step] loss: 0.1093, accu-50: 90.93%, iou: 80.51%, f1: 89.07%, 55.89ms
@20230626_2342 [EP 84/500] lr: 0.0074636368080973625, took: 0h:6m:51s, ETA: 1d:23h:29m:36s [TRAIN] loss: 0.0849, accu-50: 91.46%, iou: 84.43%, f1: 91.51% 214.28ms [EVAL] [414/414 step] loss: 0.1055, accu-50: 90.27%, iou: 81.08%, f1: 89.45%, 55.83ms
@20230626_2348 [EP 85/500] lr: 0.007408768404275179, took: 0h:6m:50s, ETA: 1d:23h:15m:50s [TRAIN] loss: 0.0842, accu-50: 91.70%, iou: 84.54%, f1: 91.58% 214.36ms [EVAL] [414/414 step] loss: 0.1087, accu-50: 88.93%, iou: 80.59%, f1: 89.13%, 55.89ms
@20230626_2355 [EP 86/500] lr: 0.007353519555181265, took: 0h:6m:50s, ETA: 1d:23h:9m:0s [TRAIN] loss: 0.0850, accu-50: 91.54%, iou: 84.41%, f1: 91.50% 214.36ms [EVAL] [414/414 step] loss: 0.1081, accu-50: 90.04%, iou: 80.70%, f1: 89.19%, 55.74ms
@20230627_0001 [EP 87/500] lr: 0.007297899108380079, took: 0h:6m:50s, ETA: 1d:23h:2m:10s [TRAIN] loss: 0.0836, accu-50: 91.63%, iou: 84.64%, f1: 91.64% 214.42ms [EVAL] [414/414 step] loss: 0.1074, accu-50: 90.39%, iou: 80.81%, f1: 89.26%, 55.76ms
@20230627_0008 [EP 88/500] lr: 0.007241915911436081, took: 0h:6m:50s, ETA: 1d:22h:55m:20s [TRAIN] loss: 0.0834, accu-50: 91.73%, iou: 84.68%, f1: 91.66% 214.38ms [EVAL] [414/414 step] loss: 0.1473, accu-50: 82.87%, iou: 75.73%, f1: 85.27%, 55.94ms
@20230627_0014 [EP 89/500] lr: 0.007185578811913729, took: 0h:6m:49s, ETA: 1d:22h:41m:39s [TRAIN] loss: 0.0835, accu-50: 91.68%, iou: 84.66%, f1: 91.65% 214.38ms [EVAL] [414/414 step] loss: 0.1076, accu-50: 91.28%, iou: 80.75%, f1: 89.24%, 56.26ms
@20230627_0021 [EP 90/500] lr: 0.0071288966573774815, took: 0h:6m:49s, ETA: 1d:22h:34m:50s [TRAIN] loss: 0.0828, accu-50: 91.63%, iou: 84.78%, f1: 91.72% 214.36ms [EVAL] [414/414 step] loss: 0.1057, accu-50: 89.88%, iou: 81.06%, f1: 89.43%, 56.09ms
@20230627_0027 [EP 91/500] lr: 0.007071877829730511, took: 0h:6m:49s, ETA: 1d:22h:28m:1s [TRAIN] loss: 0.0827, accu-50: 91.73%, iou: 84.79%, f1: 91.73% 214.42ms [EVAL] [414/414 step] loss: 0.1063, accu-50: 90.65%, iou: 80.96%, f1: 89.37%, 55.97ms
@20230627_0035 [EP 92/500] lr: 0.00701453210785985, took: 0h:6m:49s, ETA: 1d:22h:21m:12s [TRAIN] loss: 0.0824, accu-50: 91.76%, iou: 84.85%, f1: 91.76% 214.47ms [EVAL] [414/414 step] loss: 0.1045, accu-50: 89.69%, iou: 81.27%, f1: 89.55%, 55.70ms
@20230627_0042 [EP 93/500] lr: 0.006956868339329958, took: 0h:6m:49s, ETA: 1d:22h:14m:23s [TRAIN] loss: 0.0828, accu-50: 91.68%, iou: 84.77%, f1: 91.72% 214.50ms [EVAL] [414/414 step] loss: 0.1082, accu-50: 90.01%, iou: 80.68%, f1: 89.18%, 55.84ms
@20230627_0048 [EP 94/500] lr: 0.006898895371705294, took: 0h:6m:49s, ETA: 1d:22h:7m:34s [TRAIN] loss: 0.0818, accu-50: 91.83%, iou: 84.94%, f1: 91.82% 214.54ms [EVAL] [414/414 step] loss: 0.1076, accu-50: 88.52%, iou: 80.76%, f1: 89.24%, 55.95ms
@20230627_0055 [EP 95/500] lr: 0.0068406229838728905, took: 0h:6m:49s, ETA: 1d:22h:0m:45s [TRAIN] loss: 0.0818, accu-50: 91.86%, iou: 84.94%, f1: 91.82% 214.56ms [EVAL] [414/414 step] loss: 0.1053, accu-50: 89.26%, iou: 81.13%, f1: 89.47%, 56.16ms
@20230627_0101 [EP 96/500] lr: 0.00678205955773592, took: 0h:6m:49s, ETA: 1d:21h:53m:56s [TRAIN] loss: 0.0815, accu-50: 91.82%, iou: 84.99%, f1: 91.85% 214.58ms [EVAL] [414/414 step] loss: 0.1047, accu-50: 89.81%, iou: 81.21%, f1: 89.53%, 55.89ms
@20230627_0108 [EP 97/500] lr: 0.006723214406520128, took: 0h:6m:48s, ETA: 1d:21h:40m:24s [TRAIN] loss: 0.0818, accu-50: 91.90%, iou: 84.94%, f1: 91.82% 214.51ms [EVAL] [414/414 step] loss: 0.1051, accu-50: 89.94%, iou: 81.16%, f1: 89.49%, 56.04ms
@20230627_0115 [EP 98/500] lr: 0.006664097774773836, took: 0h:6m:49s, ETA: 1d:21h:40m:18s [TRAIN] loss: 0.0813, accu-50: 91.80%, iou: 85.02%, f1: 91.87% 214.56ms [EVAL] [414/414 step] loss: 0.1022, accu-50: 89.54%, iou: 81.62%, f1: 89.78%, 56.02ms
@20230627_0122 [EP 99/500] lr: 0.006604718044400215, took: 0h:6m:49s, ETA: 1d:21h:33m:29s [TRAIN] loss: 0.0814, accu-50: 91.91%, iou: 85.02%, f1: 91.86% 214.18ms [EVAL] [414/414 step] loss: 0.1063, accu-50: 87.98%, iou: 80.95%, f1: 89.37%, 55.88ms
@20230627_0128 [EP 100/500] lr: 0.006545084994286299, took: 0h:6m:48s, ETA: 1d:21h:20m:0s [TRAIN] loss: 0.0808, accu-50: 91.99%, iou: 85.11%, f1: 91.92% 214.20ms [EVAL] [414/414 step] loss: 0.1038, accu-50: 89.70%, iou: 81.38%, f1: 89.62%, 55.76ms
@20230627_0135 [EP 101/500] lr: 0.006485207937657833, took: 0h:6m:48s, ETA: 1d:21h:13m:12s [TRAIN] loss: 0.0807, accu-50: 91.94%, iou: 85.13%, f1: 91.93% 214.32ms [EVAL] [414/414 step] loss: 0.1040, accu-50: 91.61%, iou: 81.33%, f1: 89.60%, 55.69ms
@20230627_0141 [EP 102/500] lr: 0.006425096187740564, took: 0h:6m:48s, ETA: 1d:21h:6m:24s [TRAIN] loss: 0.0809, accu-50: 91.92%, iou: 85.10%, f1: 91.91% 214.30ms [EVAL] [414/414 step] loss: 0.1028, accu-50: 90.88%, iou: 81.54%, f1: 89.72%, 55.91ms
@20230627_0148 [EP 103/500] lr: 0.006364759523421526, took: 0h:6m:48s, ETA: 1d:20h:59m:36s [TRAIN] loss: 0.0799, accu-50: 92.07%, iou: 85.27%, f1: 92.01% 214.37ms [EVAL] [414/414 step] loss: 0.1229, accu-50: 87.39%, iou: 78.70%, f1: 87.71%, 55.75ms
@20230627_0154 [EP 104/500] lr: 0.006304207723587751, took: 0h:6m:48s, ETA: 1d:20h:52m:48s [TRAIN] loss: 0.0802, accu-50: 91.99%, iou: 85.21%, f1: 91.98% 214.20ms [EVAL] [414/414 step] loss: 0.1079, accu-50: 90.48%, iou: 80.75%, f1: 89.21%, 56.48ms
@20230627_0207 [EP 106/500] lr: 0.006182495038956404, took: 0h:6m:47s, ETA: 1d:20h:32m:38s [TRAIN] loss: 0.0801, accu-50: 92.11%, iou: 85.23%, f1: 91.99% 214.40ms [EVAL] [414/414 step] loss: 0.1035, accu-50: 90.37%, iou: 81.42%, f1: 89.65%, 55.48ms
@20230627_0214 [EP 107/500] lr: 0.006121353711932898, took: 0h:6m:47s, ETA: 1d:20h:25m:51s [TRAIN] loss: 0.0794, accu-50: 92.01%, iou: 85.36%, f1: 92.06% 214.29ms [EVAL] [414/414 step] loss: 0.1024, accu-50: 89.26%, iou: 81.58%, f1: 89.76%, 55.95ms
@20230627_0220 [EP 108/500] lr: 0.0060600354336202145, took: 0h:6m:47s, ETA: 1d:20h:19m:4s [TRAIN] loss: 0.0795, accu-50: 92.07%, iou: 85.33%, f1: 92.05% 214.30ms [EVAL] [414/414 step] loss: 0.1104, accu-50: 89.29%, iou: 80.38%, f1: 88.96%, 55.78ms
@20230627_0227 [EP 109/500] lr: 0.005998549982905388, took: 0h:6m:47s, ETA: 1d:20h:12m:17s [TRAIN] loss: 0.0794, accu-50: 92.01%, iou: 85.35%, f1: 92.06% 214.32ms [EVAL] [414/414 step] loss: 0.1019, accu-50: 90.15%, iou: 81.70%, f1: 89.81%, 55.69ms
@20230627_0233 [EP 110/500] lr: 0.005936906673014164, took: 0h:6m:47s, ETA: 1d:20h:5m:30s [TRAIN] loss: 0.0792, accu-50: 92.11%, iou: 85.39%, f1: 92.08% 214.32ms [EVAL] [414/414 step] loss: 0.1014, accu-50: 90.86%, iou: 81.76%, f1: 89.86%, 55.87ms
@20230627_0240 [EP 111/500] lr: 0.005875115282833576, took: 0h:6m:46s, ETA: 1d:19h:52m:14s [TRAIN] loss: 0.0782, accu-50: 92.17%, iou: 85.55%, f1: 92.18% 214.28ms [EVAL] [414/414 step] loss: 0.1031, accu-50: 90.02%, iou: 81.48%, f1: 89.69%, 55.81ms
@20230627_0246 [EP 112/500] lr: 0.005813186056911945, took: 0h:6m:46s, ETA: 1d:19h:45m:28s [TRAIN] loss: 0.0790, accu-50: 92.13%, iou: 85.41%, f1: 92.10% 214.32ms [EVAL] [414/414 step] loss: 0.1024, accu-50: 89.68%, iou: 81.59%, f1: 89.76%, 55.86ms
@20230627_0254 [EP 113/500] lr: 0.00575112784281373, took: 0h:6m:47s, ETA: 1d:19h:45m:9s [TRAIN] loss: 0.0780, accu-50: 92.21%, iou: 85.60%, f1: 92.20% 214.37ms [EVAL] [414/414 step] loss: 0.1009, accu-50: 90.36%, iou: 81.84%, f1: 89.91%, 55.81ms
@20230627_0301 [EP 114/500] lr: 0.005688951350748539, took: 0h:6m:47s, ETA: 1d:19h:38m:22s [TRAIN] loss: 0.0783, accu-50: 92.21%, iou: 85.54%, f1: 92.17% 214.42ms [EVAL] [414/414 step] loss: 0.1041, accu-50: 88.57%, iou: 81.33%, f1: 89.59%, 56.46ms
@20230627_0307 [EP 115/500] lr: 0.005626666359603405, took: 0h:6m:46s, ETA: 1d:19h:25m:10s [TRAIN] loss: 0.0784, accu-50: 92.08%, iou: 85.52%, f1: 92.16% 214.43ms [EVAL] [414/414 step] loss: 0.1018, accu-50: 90.60%, iou: 81.70%, f1: 89.82%, 55.83ms
@20230627_0314 [EP 116/500] lr: 0.005564281716942787, took: 0h:6m:46s, ETA: 1d:19h:18m:24s [TRAIN] loss: 0.0774, accu-50: 92.19%, iou: 85.69%, f1: 92.26% 214.47ms [EVAL] [414/414 step] loss: 0.1032, accu-50: 89.61%, iou: 81.47%, f1: 89.68%, 55.74ms
@20230627_0320 [EP 117/500] lr: 0.005501808598637581, took: 0h:6m:46s, ETA: 1d:19h:11m:38s [TRAIN] loss: 0.0771, accu-50: 92.25%, iou: 85.75%, f1: 92.29% 214.38ms [EVAL] [414/414 step] loss: 0.1034, accu-50: 90.44%, iou: 81.45%, f1: 89.66%, 56.35ms
@20230627_0327 [EP 118/500] lr: 0.005439255852252245, took: 0h:6m:46s, ETA: 1d:19h:4m:52s [TRAIN] loss: 0.0773, accu-50: 92.20%, iou: 85.71%, f1: 92.27% 214.40ms [EVAL] [414/414 step] loss: 0.1004, accu-50: 89.83%, iou: 81.91%, f1: 89.96%, 55.91ms
@20230627_0333 [EP 119/500] lr: 0.0053766341879963875, took: 0h:6m:46s, ETA: 1d:18h:58m:6s [TRAIN] loss: 0.0774, accu-50: 92.22%, iou: 85.70%, f1: 92.26% 214.53ms [EVAL] [414/414 step] loss: 0.1016, accu-50: 89.96%, iou: 81.72%, f1: 89.84%, 56.26ms
@20230627_0340 [EP 120/500] lr: 0.005313952453434467, took: 0h:6m:46s, ETA: 1d:18h:51m:20s [TRAIN] loss: 0.0771, accu-50: 92.30%, iou: 85.74%, f1: 92.29% 214.31ms [EVAL] [414/414 step] loss: 0.1019, accu-50: 91.92%, iou: 81.68%, f1: 89.81%, 56.08ms
@20230627_0346 [EP 121/500] lr: 0.0052512213587760925, took: 0h:6m:46s, ETA: 1d:18h:44m:34s [TRAIN] loss: 0.0770, accu-50: 92.30%, iou: 85.77%, f1: 92.30% 214.11ms [EVAL] [414/414 step] loss: 0.1006, accu-50: 91.19%, iou: 81.91%, f1: 89.94%, 56.16ms
@20230627_0354 [EP 122/500] lr: 0.005188450682908297, took: 0h:6m:46s, ETA: 1d:18h:37m:48s [TRAIN] loss: 0.0774, accu-50: 92.23%, iou: 85.70%, f1: 92.26% 214.25ms [EVAL] [414/414 step] loss: 0.0995, accu-50: 90.50%, iou: 82.08%, f1: 90.05%, 56.14ms
@20230627_0400 [EP 123/500] lr: 0.0051256506703794, took: 0h:6m:46s, ETA: 1d:18h:31m:2s [TRAIN] loss: 0.0765, accu-50: 92.33%, iou: 85.85%, f1: 92.35% 214.36ms [EVAL] [414/414 step] loss: 0.0997, accu-50: 89.65%, iou: 82.02%, f1: 90.03%, 56.46ms
@20230627_0407 [EP 124/500] lr: 0.005062830168753862, took: 0h:6m:46s, ETA: 1d:18h:24m:16s [TRAIN] loss: 0.0769, accu-50: 92.32%, iou: 85.78%, f1: 92.31% 214.26ms [EVAL] [414/414 step] loss: 0.1010, accu-50: 89.34%, iou: 81.82%, f1: 89.90%, 56.15ms
@20230627_0413 [EP 125/500] lr: 0.004999999888241291, took: 0h:6m:46s, ETA: 1d:18h:17m:30s [TRAIN] loss: 0.0765, accu-50: 92.32%, iou: 85.84%, f1: 92.35% 214.30ms [EVAL] [414/414 step] loss: 0.1012, accu-50: 90.66%, iou: 81.79%, f1: 89.88%, 56.48ms
@20230627_0420 [EP 126/500] lr: 0.00493716960772872, took: 0h:6m:45s, ETA: 1d:18h:4m:30s [TRAIN] loss: 0.0761, accu-50: 92.43%, iou: 85.91%, f1: 92.39% 214.38ms [EVAL] [414/414 step] loss: 0.0989, accu-50: 90.06%, iou: 82.17%, f1: 90.11%, 56.13ms
@20230627_0426 [EP 127/500] lr: 0.004874349571764469, took: 0h:6m:45s, ETA: 1d:17h:57m:45s [TRAIN] loss: 0.0757, accu-50: 92.46%, iou: 85.98%, f1: 92.43% 214.21ms [EVAL] [414/414 step] loss: 0.1009, accu-50: 91.14%, iou: 81.85%, f1: 89.91%, 56.39ms
@20230627_0433 [EP 128/500] lr: 0.0048115490935742855, took: 0h:6m:45s, ETA: 1d:17h:51m:0s [TRAIN] loss: 0.0766, accu-50: 92.24%, iou: 85.83%, f1: 92.34% 214.23ms [EVAL] [414/414 step] loss: 0.1011, accu-50: 90.85%, iou: 81.82%, f1: 89.89%, 56.97ms
@20230627_0439 [EP 129/500] lr: 0.0047487784177064896, took: 0h:6m:45s, ETA: 1d:17h:44m:15s [TRAIN] loss: 0.0757, accu-50: 92.45%, iou: 85.98%, f1: 92.43% 214.20ms [EVAL] [414/414 step] loss: 0.0990, accu-50: 90.12%, iou: 82.13%, f1: 90.10%, 56.35ms
@20230627_0446 [EP 130/500] lr: 0.004686047323048115, took: 0h:6m:45s, ETA: 1d:17h:37m:30s [TRAIN] loss: 0.0756, accu-50: 92.37%, iou: 86.00%, f1: 92.44% 214.26ms [EVAL] [414/414 step] loss: 0.0985, accu-50: 90.53%, iou: 82.23%, f1: 90.15%, 55.93ms
@20230627_0452 [EP 131/500] lr: 0.004623366054147482, took: 0h:6m:45s, ETA: 1d:17h:30m:45s [TRAIN] loss: 0.0756, accu-50: 92.41%, iou: 86.00%, f1: 92.44% 214.25ms [EVAL] [414/414 step] loss: 0.1037, accu-50: 92.21%, iou: 81.41%, f1: 89.63%, 56.03ms
@20230627_0500 [EP 132/500] lr: 0.004560743924230337, took: 0h:6m:45s, ETA: 1d:17h:24m:0s [TRAIN] loss: 0.0754, accu-50: 92.41%, iou: 86.04%, f1: 92.46% 214.23ms [EVAL] [414/414 step] loss: 0.0984, accu-50: 90.60%, iou: 82.25%, f1: 90.16%, 56.35ms
@20230627_0506 [EP 133/500] lr: 0.0044981916435062885, took: 0h:6m:45s, ETA: 1d:17h:17m:15s [TRAIN] loss: 0.0748, accu-50: 92.49%, iou: 86.15%, f1: 92.52% 213.92ms [EVAL] [414/414 step] loss: 0.1000, accu-50: 90.64%, iou: 81.99%, f1: 90.00%, 55.96ms
@20230627_0513 [EP 134/500] lr: 0.004435718059539795, took: 0h:6m:45s, ETA: 1d:17h:10m:30s [TRAIN] loss: 0.0751, accu-50: 92.46%, iou: 86.08%, f1: 92.49% 213.86ms [EVAL] [414/414 step] loss: 0.1008, accu-50: 90.90%, iou: 81.86%, f1: 89.92%, 55.94ms
@20230627_0519 [EP 135/500] lr: 0.004373333882540464, took: 0h:6m:45s, ETA: 1d:17h:3m:45s [TRAIN] loss: 0.0747, accu-50: 92.50%, iou: 86.16%, f1: 92.53% 213.90ms [EVAL] [414/414 step] loss: 0.0982, accu-50: 90.75%, iou: 82.28%, f1: 90.18%, 55.99ms
@20230627_0526 [EP 136/500] lr: 0.004311048425734043, took: 0h:6m:45s, ETA: 1d:16h:57m:0s [TRAIN] loss: 0.0748, accu-50: 92.50%, iou: 86.14%, f1: 92.52% 213.90ms [EVAL] [414/414 step] loss: 0.0986, accu-50: 90.47%, iou: 82.22%, f1: 90.14%, 55.88ms
@20230627_0532 [EP 137/500] lr: 0.004248871933668852, took: 0h:6m:45s, ETA: 1d:16h:50m:15s [TRAIN] loss: 0.0744, accu-50: 92.52%, iou: 86.19%, f1: 92.56% 213.82ms [EVAL] [414/414 step] loss: 0.0980, accu-50: 90.64%, iou: 82.31%, f1: 90.20%, 56.10ms
@20230627_0539 [EP 138/500] lr: 0.004186814185231924, took: 0h:6m:44s, ETA: 1d:16h:37m:28s [TRAIN] loss: 0.0743, accu-50: 92.52%, iou: 86.22%, f1: 92.57% 213.85ms [EVAL] [414/414 step] loss: 0.0997, accu-50: 91.26%, iou: 82.04%, f1: 90.03%, 55.68ms
@20230627_0545 [EP 139/500] lr: 0.004124884493649006, took: 0h:6m:44s, ETA: 1d:16h:30m:44s [TRAIN] loss: 0.0738, accu-50: 92.56%, iou: 86.31%, f1: 92.62% 213.83ms [EVAL] [414/414 step] loss: 0.0990, accu-50: 90.53%, iou: 82.16%, f1: 90.10%, 56.05ms
@20230627_0552 [EP 140/500] lr: 0.004063093569129705, took: 0h:6m:44s, ETA: 1d:16h:24m:0s [TRAIN] loss: 0.0738, accu-50: 92.58%, iou: 86.30%, f1: 92.62% 213.89ms [EVAL] [414/414 step] loss: 0.0994, accu-50: 90.64%, iou: 82.08%, f1: 90.06%, 55.95ms
@20230627_0558 [EP 141/500] lr: 0.0040014502592384815, took: 0h:6m:44s, ETA: 1d:16h:17m:16s [TRAIN] loss: 0.0735, accu-50: 92.61%, iou: 86.35%, f1: 92.65% 213.94ms [EVAL] [414/414 step] loss: 0.0990, accu-50: 90.74%, iou: 82.15%, f1: 90.10%, 56.07ms
@20230627_0605 [EP 142/500] lr: 0.003939964342862368, took: 0h:6m:44s, ETA: 1d:16h:10m:32s [TRAIN] loss: 0.0734, accu-50: 92.64%, iou: 86.38%, f1: 92.66% 213.82ms [EVAL] [414/414 step] loss: 0.1012, accu-50: 91.50%, iou: 81.80%, f1: 89.88%, 56.32ms
@20230627_0611 [EP 143/500] lr: 0.003878646297380328, took: 0h:6m:44s, ETA: 1d:16h:3m:48s [TRAIN] loss: 0.0738, accu-50: 92.60%, iou: 86.31%, f1: 92.62% 213.87ms [EVAL] [414/414 step] loss: 0.0993, accu-50: 90.87%, iou: 82.11%, f1: 90.07%, 55.91ms
@20230627_0618 [EP 144/500] lr: 0.003817504970356822, took: 0h:6m:44s, ETA: 1d:15h:57m:4s [TRAIN] loss: 0.0729, accu-50: 92.60%, iou: 86.46%, f1: 92.71% 213.92ms [EVAL] [414/414 step] loss: 0.1053, accu-50: 90.36%, iou: 81.22%, f1: 89.47%, 55.85ms
@20230627_0624 [EP 145/500] lr: 0.00375655060634017, took: 0h:6m:44s, ETA: 1d:15h:50m:20s [TRAIN] loss: 0.0731, accu-50: 92.61%, iou: 86.43%, f1: 92.69% 213.84ms [EVAL] [414/414 step] loss: 0.1003, accu-50: 91.62%, iou: 81.95%, f1: 89.97%, 55.71ms
@20230627_0632 [EP 146/500] lr: 0.003695792518556118, took: 0h:6m:44s, ETA: 1d:15h:43m:36s [TRAIN] loss: 0.0727, accu-50: 92.70%, iou: 86.49%, f1: 92.73% 213.92ms [EVAL] [414/414 step] loss: 0.0971, accu-50: 91.32%, iou: 82.46%, f1: 90.29%, 55.99ms
@20230627_0639 [EP 147/500] lr: 0.003635240253061056, took: 0h:6m:44s, ETA: 1d:15h:36m:52s [TRAIN] loss: 0.0728, accu-50: 92.68%, iou: 86.48%, f1: 92.72% 214.07ms [EVAL] [414/414 step] loss: 0.0992, accu-50: 91.19%, iou: 82.14%, f1: 90.08%, 55.94ms
@20230627_0645 [EP 148/500] lr: 0.0035749035887420177, took: 0h:6m:44s, ETA: 1d:15h:30m:8s [TRAIN] loss: 0.0728, accu-50: 92.75%, iou: 86.48%, f1: 92.72% 213.98ms [EVAL] [414/414 step] loss: 0.0980, accu-50: 91.34%, iou: 82.32%, f1: 90.20%, 55.98ms
@20230627_0651 [EP 149/500] lr: 0.0035147920716553926, took: 0h:6m:44s, ETA: 1d:15h:23m:24s [TRAIN] loss: 0.0724, accu-50: 92.63%, iou: 86.55%, f1: 92.76% 214.10ms [EVAL] [414/414 step] loss: 0.0985, accu-50: 91.89%, iou: 82.23%, f1: 90.15%, 56.39ms
@20230627_0658 [EP 150/500] lr: 0.003454915015026927, took: 0h:6m:44s, ETA: 1d:15h:16m:40s [TRAIN] loss: 0.0722, accu-50: 92.72%, iou: 86.59%, f1: 92.78% 214.08ms [EVAL] [414/414 step] loss: 0.0974, accu-50: 91.50%, iou: 82.41%, f1: 90.26%, 56.06ms
@20230627_0704 [EP 151/500] lr: 0.0033952819649130106, took: 0h:6m:44s, ETA: 1d:15h:9m:56s [TRAIN] loss: 0.0724, accu-50: 92.65%, iou: 86.55%, f1: 92.76% 214.03ms [EVAL] [414/414 step] loss: 0.0978, accu-50: 90.75%, iou: 82.35%, f1: 90.22%, 56.14ms
@20230627_0711 [EP 152/500] lr: 0.0033359022345393896, took: 0h:6m:43s, ETA: 1d:14h:57m:24s [TRAIN] loss: 0.0718, accu-50: 92.80%, iou: 86.64%, f1: 92.82% 214.04ms [EVAL] [414/414 step] loss: 0.0977, accu-50: 91.09%, iou: 82.38%, f1: 90.23%, 56.03ms
@20230627_0717 [EP 153/500] lr: 0.003276785369962454, took: 0h:6m:43s, ETA: 1d:14h:50m:41s [TRAIN] loss: 0.0719, accu-50: 92.79%, iou: 86.63%, f1: 92.81% 214.18ms [EVAL] [414/414 step] loss: 0.0977, accu-50: 91.24%, iou: 82.37%, f1: 90.23%, 55.78ms
@20230627_0724 [EP 154/500] lr: 0.0032179406844079494, took: 0h:6m:43s, ETA: 1d:14h:43m:58s [TRAIN] loss: 0.0713, accu-50: 92.78%, iou: 86.74%, f1: 92.87% 214.17ms [EVAL] [414/414 step] loss: 0.1099, accu-50: 89.43%, iou: 80.51%, f1: 89.01%, 56.50ms
@20230627_0730 [EP 155/500] lr: 0.003159377258270979, took: 0h:6m:43s, ETA: 1d:14h:37m:15s [TRAIN] loss: 0.0712, accu-50: 92.82%, iou: 86.75%, f1: 92.88% 214.16ms [EVAL] [414/414 step] loss: 0.0979, accu-50: 90.70%, iou: 82.34%, f1: 90.21%, 56.18ms
@20230627_0737 [EP 156/500] lr: 0.003101104637607932, took: 0h:6m:43s, ETA: 1d:14h:30m:32s [TRAIN] loss: 0.0710, accu-50: 92.85%, iou: 86.79%, f1: 92.90% 214.03ms [EVAL] [414/414 step] loss: 0.1018, accu-50: 90.68%, iou: 81.74%, f1: 89.82%, 56.31ms
@20230627_0743 [EP 157/500] lr: 0.003043131669983268, took: 0h:6m:43s, ETA: 1d:14h:23m:49s [TRAIN] loss: 0.0716, accu-50: 92.77%, iou: 86.69%, f1: 92.84% 214.10ms [EVAL] [414/414 step] loss: 0.0976, accu-50: 91.07%, iou: 82.39%, f1: 90.24%, 56.52ms
