

** [alpha] Launch Training on 20230831_0528
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "weight_dice": 0.202208082367688,
  "alpha": 0.687479739608844,
  "gamma": 3.462163271866709,
  "early_stop": {
    "enabled": true,
    "patience": 30
  },
  "plateau": {
    "factor": 0.5,
    "patience": 10,
    "min_lr": 5e-06
  },
  "warmup_epochs": 15,
  "lr_scheduling": "exp",
  "lr": 8.67276e-05,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (20230808_1942 version) - Updated DB \n* 4 GPUs are used to train models\n* It's observed that initLr = 0.008 (stepwise) doesn't show good convergence. \n* So, new experiments on LR have been initiated. \n*   1st (0809_1052):    lr  0.004 : Doesn't seem to work\n*   2nd (0809_1202):    lr  0.001 \n* To improve the accuracy, we perform experiments on loss functions:\n*    We compare: dice loss only vs combined_loss (dice_loss (.7) + focal loss (.3) )\n*                For focal loss alpha of 0.25 and gamma of 2.0, lambda_weight of .3 are used \n*      lr (0810_1613) : 0.001\n*      lr (0810_1711): 0.0008\n*\n*      0811_1027: lambda_weight = .7\n*\n*      0811_16xx: equal loss dice_loss + focal_loss + mse\n",
  "numGPUs": 4,
  "finalEPOCH": 0,
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3_ResNet50_NEWDB_20230808.yaml",
  "decay_per_step_factor": 3,
  "numTrainDB": 11830,
  "numEvalDB": 3600
}
@20230831_0530 @20230831_0530 [EP 1/500] lr: 8.223444456234574e-05, took: 115.63s (avg: 115.63s), ETA: 0d:15h:56m:25s [TRAIN] loss: 0.1474, iou: 0.1772, f1: 0.2761 [EVAL] loss: 0.2088, iou: 0.0019, f1: 0.0039
@20230831_0657 @20230831_0657 [EP 84/500] lr: 1.545610575703904e-05, took: 61.32s (avg: 61.32s), ETA: 0d:7h:2m:56s [TRAIN] loss: 0.0085, iou: 0.9228, f1: 0.9598 [EVAL] loss: 0.0233, iou: 0.8092, f1: 0.8941
@20230831_0658 @20230831_0658 [EP 85/500] lr: 1.5306351997423917e-05, took: 61.35s (avg: 61.35s), ETA: 0d:7h:1m:55s [TRAIN] loss: 0.0084, iou: 0.9234, f1: 0.9601 [EVAL] loss: 0.0275, iou: 0.7798, f1: 0.8757
@20230831_0659 @20230831_0659 [EP 86/500] lr: 1.5159473150561098e-05, took: 60.97s (avg: 60.97s), ETA: 0d:6h:54m:0s [TRAIN] loss: 0.0083, iou: 0.9244, f1: 0.9606 [EVAL] loss: 0.0280, iou: 0.7764, f1: 0.8735
@20230831_0700 @20230831_0700 [EP 87/500] lr: 1.5015386452432722e-05, took: 61.47s (avg: 61.47s), ETA: 0d:6h:59m:53s [TRAIN] loss: 0.0082, iou: 0.9254, f1: 0.9612 [EVAL] loss: 0.0259, iou: 0.7908, f1: 0.8826
@20230831_0701 @20230831_0701 [EP 88/500] lr: 1.4874013686494436e-05, took: 61.30s (avg: 61.30s), ETA: 0d:6h:58m:52s [TRAIN] loss: 0.0082, iou: 0.9259, f1: 0.9614 [EVAL] loss: 0.0245, iou: 0.8009, f1: 0.8889
@20230831_0702 @20230831_0702 [EP 89/500] lr: 1.4735276636201888e-05, took: 61.03s (avg: 61.03s), ETA: 0d:6h:57m:51s [TRAIN] loss: 0.0081, iou: 0.9260, f1: 0.9615 [EVAL] loss: 0.0234, iou: 0.8083, f1: 0.8935
@20230831_0703 @20230831_0703 [EP 90/500] lr: 1.459910436096834e-05, took: 61.05s (avg: 61.05s), ETA: 0d:6h:56m:50s [TRAIN] loss: 0.0082, iou: 0.9258, f1: 0.9614 [EVAL] loss: 0.0245, iou: 0.8006, f1: 0.8887
@20230831_0704 @20230831_0704 [EP 91/500] lr: 1.4465425920207053e-05, took: 61.16s (avg: 61.16s), ETA: 0d:6h:55m:49s [TRAIN] loss: 0.0083, iou: 0.9251, f1: 0.9610 [EVAL] loss: 0.0284, iou: 0.7737, f1: 0.8717
@20230831_0705 @20230831_0705 [EP 92/500] lr: 1.4334173101815395e-05, took: 61.20s (avg: 61.20s), ETA: 0d:6h:54m:48s [TRAIN] loss: 0.0084, iou: 0.9236, f1: 0.9602 [EVAL] loss: 0.0324, iou: 0.7467, f1: 0.8542
@20230831_0706 @20230831_0706 [EP 93/500] lr: 1.420528133166954e-05, took: 61.01s (avg: 61.01s), ETA: 0d:6h:53m:47s [TRAIN] loss: 0.0085, iou: 0.9232, f1: 0.9600 [EVAL] loss: 0.0301, iou: 0.7619, f1: 0.8642
@20230831_0707 @20230831_0707 [EP 94/500] lr: 1.4078686945140362e-05, took: 61.42s (avg: 61.42s), ETA: 0d:6h:52m:46s [TRAIN] loss: 0.0084, iou: 0.9238, f1: 0.9603 [EVAL] loss: 0.0261, iou: 0.7898, f1: 0.8820
@20230831_0708 @20230831_0708 [EP 95/500] lr: 1.3954328096588142e-05, took: 61.04s (avg: 61.04s), ETA: 0d:6h:51m:45s [TRAIN] loss: 0.0083, iou: 0.9250, f1: 0.9610 [EVAL] loss: 0.0259, iou: 0.7913, f1: 0.8829
@20230831_0709 @20230831_0709 [EP 96/500] lr: 1.3832147487846669e-05, took: 62.03s (avg: 62.03s), ETA: 0d:6h:57m:28s [TRAIN] loss: 0.0081, iou: 0.9262, f1: 0.9616 [EVAL] loss: 0.0238, iou: 0.8056, f1: 0.8918
@20230831_0710 @20230831_0710 [EP 97/500] lr: 1.3712088730244432e-05, took: 61.78s (avg: 61.78s), ETA: 0d:6h:49m:43s [TRAIN] loss: 0.0081, iou: 0.9265, f1: 0.9618 [EVAL] loss: 0.0233, iou: 0.8088, f1: 0.8938
@20230831_0711 @20230831_0711 [EP 98/500] lr: 1.3594094525615219e-05, took: 61.15s (avg: 61.15s), ETA: 0d:6h:48m:42s [TRAIN] loss: 0.0081, iou: 0.9264, f1: 0.9617 [EVAL] loss: 0.0248, iou: 0.7987, f1: 0.8875
@20230831_0712 @20230831_0712 [EP 99/500] lr: 1.3478113942255732e-05, took: 61.19s (avg: 61.19s), ETA: 0d:6h:47m:41s [TRAIN] loss: 0.0081, iou: 0.9264, f1: 0.9617 [EVAL] loss: 0.0235, iou: 0.8076, f1: 0.8930
@20230831_0713 @20230831_0713 [EP 100/500] lr: 1.3364096957957372e-05, took: 61.37s (avg: 61.37s), ETA: 0d:6h:46m:40s [TRAIN] loss: 0.0082, iou: 0.9258, f1: 0.9614 [EVAL] loss: 0.0217, iou: 0.8201, f1: 0.9006
@20230831_0715 @20230831_0715 [EP 101/500] lr: 1.325199173152214e-05, took: 61.13s (avg: 61.13s), ETA: 0d:6h:45m:39s [TRAIN] loss: 0.0082, iou: 0.9253, f1: 0.9611 [EVAL] loss: 0.0200, iou: 0.8329, f1: 0.9084
@20230831_0716 @20230831_0716 [EP 102/500] lr: 1.3141752788214944e-05, took: 61.14s (avg: 61.14s), ETA: 0d:6h:44m:38s [TRAIN] loss: 0.0083, iou: 0.9247, f1: 0.9608 [EVAL] loss: 0.0209, iou: 0.8264, f1: 0.9045
@20230831_0717 @20230831_0717 [EP 103/500] lr: 1.3033331924816594e-05, took: 61.15s (avg: 61.15s), ETA: 0d:6h:43m:37s [TRAIN] loss: 0.0083, iou: 0.9249, f1: 0.9610 [EVAL] loss: 0.0214, iou: 0.8235, f1: 0.9027
@20230831_0718 @20230831_0718 [EP 104/500] lr: 1.2926685485581402e-05, took: 61.14s (avg: 61.14s), ETA: 0d:6h:42m:36s [TRAIN] loss: 0.0082, iou: 0.9259, f1: 0.9615 [EVAL] loss: 0.0236, iou: 0.8078, f1: 0.8932
@20230831_0719 @20230831_0719 [EP 105/500] lr: 1.2821770724258386e-05, took: 61.12s (avg: 61.12s), ETA: 0d:6h:41m:35s [TRAIN] loss: 0.0080, iou: 0.9274, f1: 0.9623 [EVAL] loss: 0.0239, iou: 0.8055, f1: 0.8917
@20230831_0720 @20230831_0720 [EP 106/500] lr: 1.271854398510186e-05, took: 61.02s (avg: 61.02s), ETA: 0d:6h:40m:34s [TRAIN] loss: 0.0079, iou: 0.9286, f1: 0.9629 [EVAL] loss: 0.0228, iou: 0.8134, f1: 0.8966
@20230831_0721 @20230831_0721 [EP 107/500] lr: 1.2616966159839649e-05, took: 61.11s (avg: 61.11s), ETA: 0d:6h:39m:33s [TRAIN] loss: 0.0077, iou: 0.9296, f1: 0.9635 [EVAL] loss: 0.0234, iou: 0.8087, f1: 0.8937
@20230831_0722 @20230831_0722 [EP 108/500] lr: 1.2516999959188979e-05, took: 61.02s (avg: 61.02s), ETA: 0d:6h:38m:32s [TRAIN] loss: 0.0077, iou: 0.9303, f1: 0.9638 [EVAL] loss: 0.0244, iou: 0.8019, f1: 0.8895
@20230831_0723 @20230831_0723 [EP 109/500] lr: 1.241860354639357e-05, took: 61.37s (avg: 61.37s), ETA: 0d:6h:37m:31s [TRAIN] loss: 0.0076, iou: 0.9307, f1: 0.9640 [EVAL] loss: 0.0244, iou: 0.8018, f1: 0.8894
@20230831_0724 @20230831_0724 [EP 110/500] lr: 1.2321742360654753e-05, took: 61.15s (avg: 61.15s), ETA: 0d:6h:36m:30s [TRAIN] loss: 0.0076, iou: 0.9309, f1: 0.9641 [EVAL] loss: 0.0243, iou: 0.8026, f1: 0.8900
@20230831_0725 @20230831_0725 [EP 111/500] lr: 1.222638093167916e-05, took: 61.16s (avg: 61.16s), ETA: 0d:6h:35m:29s [TRAIN] loss: 0.0076, iou: 0.9310, f1: 0.9642 [EVAL] loss: 0.0244, iou: 0.8017, f1: 0.8894
@20230831_0726 @20230831_0726 [EP 112/500] lr: 1.213248378917342e-05, took: 61.33s (avg: 61.33s), ETA: 0d:6h:34m:28s [TRAIN] loss: 0.0076, iou: 0.9309, f1: 0.9642 [EVAL] loss: 0.0239, iou: 0.8056, f1: 0.8918
@20230831_0727 @20230831_0727 [EP 113/500] lr: 1.2040018191328272e-05, took: 61.05s (avg: 61.05s), ETA: 0d:6h:33m:27s [TRAIN] loss: 0.0076, iou: 0.9306, f1: 0.9640 [EVAL] loss: 0.0248, iou: 0.7987, f1: 0.8876
@20230831_0728 @20230831_0728 [EP 114/500] lr: 1.194895139633445e-05, took: 61.14s (avg: 61.14s), ETA: 0d:6h:32m:26s [TRAIN] loss: 0.0077, iou: 0.9301, f1: 0.9637 [EVAL] loss: 0.0258, iou: 0.7917, f1: 0.8831
@20230831_0729 @20230831_0729 [EP 115/500] lr: 1.1859251571877394e-05, took: 61.30s (avg: 61.30s), ETA: 0d:6h:31m:25s [TRAIN] loss: 0.0077, iou: 0.9299, f1: 0.9636 [EVAL] loss: 0.0273, iou: 0.7818, f1: 0.8769
@20230831_0730 @20230831_0730 [EP 116/500] lr: 1.1770888704631943e-05, took: 61.27s (avg: 61.27s), ETA: 0d:6h:30m:24s [TRAIN] loss: 0.0077, iou: 0.9304, f1: 0.9639 [EVAL] loss: 0.0253, iou: 0.7955, f1: 0.8855
@20230831_0731 @20230831_0731 [EP 117/500] lr: 1.168383278127294e-05, took: 61.23s (avg: 61.23s), ETA: 0d:6h:29m:23s [TRAIN] loss: 0.0076, iou: 0.9310, f1: 0.9642 [EVAL] loss: 0.0256, iou: 0.7929, f1: 0.8839
@20230831_0732 @20230831_0732 [EP 118/500] lr: 1.1598054697969928e-05, took: 61.46s (avg: 61.46s), ETA: 0d:6h:28m:22s [TRAIN] loss: 0.0076, iou: 0.9310, f1: 0.9642 [EVAL] loss: 0.0238, iou: 0.8058, f1: 0.8919
@20230831_0733 @20230831_0733 [EP 119/500] lr: 1.1513527169881854e-05, took: 61.08s (avg: 61.08s), ETA: 0d:6h:27m:21s [TRAIN] loss: 0.0076, iou: 0.9308, f1: 0.9641 [EVAL] loss: 0.0229, iou: 0.8124, f1: 0.8959
@20230831_0734 @20230831_0734 [EP 120/500] lr: 1.1430223821662366e-05, took: 61.10s (avg: 61.10s), ETA: 0d:6h:26m:20s [TRAIN] loss: 0.0076, iou: 0.9305, f1: 0.9640 [EVAL] loss: 0.0232, iou: 0.8105, f1: 0.8948
@20230831_0735 @20230831_0735 [EP 121/500] lr: 1.134811645897571e-05, took: 61.27s (avg: 61.27s), ETA: 0d:6h:25m:19s [TRAIN] loss: 0.0077, iou: 0.9302, f1: 0.9638 [EVAL] loss: 0.0220, iou: 0.8191, f1: 0.9000
@20230831_0736 @20230831_0736 [EP 122/500] lr: 1.1267180525464937e-05, took: 61.14s (avg: 61.14s), ETA: 0d:6h:24m:18s [TRAIN] loss: 0.0077, iou: 0.9300, f1: 0.9637 [EVAL] loss: 0.0235, iou: 0.8085, f1: 0.8936
@20230831_0738 @20230831_0738 [EP 123/500] lr: 1.1187390555278398e-05, took: 61.03s (avg: 61.03s), ETA: 0d:6h:23m:17s [TRAIN] loss: 0.0077, iou: 0.9304, f1: 0.9639 [EVAL] loss: 0.0260, iou: 0.7911, f1: 0.8827
@20230831_0739 @20230831_0739 [EP 124/500] lr: 1.1108721992059145e-05, took: 61.15s (avg: 61.15s), ETA: 0d:6h:22m:16s [TRAIN] loss: 0.0076, iou: 0.9310, f1: 0.9642 [EVAL] loss: 0.0252, iou: 0.7964, f1: 0.8861
@20230831_0740 @20230831_0740 [EP 125/500] lr: 1.1031153917429037e-05, took: 61.06s (avg: 61.06s), ETA: 0d:6h:21m:15s [TRAIN] loss: 0.0075, iou: 0.9316, f1: 0.9646 [EVAL] loss: 0.0248, iou: 0.7996, f1: 0.8881
@20230831_0741 @20230831_0741 [EP 126/500] lr: 1.0954659956041723e-05, took: 60.99s (avg: 60.99s), ETA: 0d:6h:14m:0s [TRAIN] loss: 0.0075, iou: 0.9321, f1: 0.9648 [EVAL] loss: 0.0243, iou: 0.8027, f1: 0.8900
@20230831_0742 @20230831_0742 [EP 127/500] lr: 1.0879220099013764e-05, took: 61.36s (avg: 61.36s), ETA: 0d:6h:19m:13s [TRAIN] loss: 0.0074, iou: 0.9326, f1: 0.9651 [EVAL] loss: 0.0263, iou: 0.7890, f1: 0.8814
@20230831_0743 @20230831_0743 [EP 128/500] lr: 1.080481342796702e-05, took: 61.15s (avg: 61.15s), ETA: 0d:6h:18m:12s [TRAIN] loss: 0.0074, iou: 0.9330, f1: 0.9653 [EVAL] loss: 0.0272, iou: 0.7825, f1: 0.8773
@20230831_0744 @20230831_0744 [EP 129/500] lr: 1.073141538654454e-05, took: 61.13s (avg: 61.13s), ETA: 0d:6h:17m:11s [TRAIN] loss: 0.0073, iou: 0.9336, f1: 0.9656 [EVAL] loss: 0.0267, iou: 0.7858, f1: 0.8794
@20230831_0745 @20230831_0745 [EP 130/500] lr: 1.0659007784852292e-05, took: 61.39s (avg: 61.39s), ETA: 0d:6h:16m:10s [TRAIN] loss: 0.0073, iou: 0.9340, f1: 0.9658 [EVAL] loss: 0.0272, iou: 0.7827, f1: 0.8774
@20230831_0746 @20230831_0746 [EP 131/500] lr: 1.0587574251985643e-05, took: 61.07s (avg: 61.07s), ETA: 0d:6h:15m:9s [TRAIN] loss: 0.0072, iou: 0.9343, f1: 0.9660 [EVAL] loss: 0.0253, iou: 0.7953, f1: 0.8854
@20230831_0747 @20230831_0747 [EP 132/500] lr: 1.0517088412598241e-05, took: 61.77s (avg: 61.77s), ETA: 0d:6h:14m:8s [TRAIN] loss: 0.0072, iou: 0.9344, f1: 0.9661 [EVAL] loss: 0.0253, iou: 0.7955, f1: 0.8855
@20230831_0748 @20230831_0748 [EP 133/500] lr: 1.0447534805280156e-05, took: 61.14s (avg: 61.14s), ETA: 0d:6h:13m:7s [TRAIN] loss: 0.0072, iou: 0.9344, f1: 0.9660 [EVAL] loss: 0.0253, iou: 0.7955, f1: 0.8855
@20230831_0749 @20230831_0749 [EP 134/500] lr: 1.0378897968621459e-05, took: 61.33s (avg: 61.33s), ETA: 0d:6h:12m:6s [TRAIN] loss: 0.0072, iou: 0.9345, f1: 0.9661 [EVAL] loss: 0.0230, iou: 0.8122, f1: 0.8958
@20230831_0750 @20230831_0750 [EP 135/500] lr: 1.0311154255759902e-05, took: 61.01s (avg: 61.01s), ETA: 0d:6h:11m:5s [TRAIN] loss: 0.0072, iou: 0.9342, f1: 0.9659 [EVAL] loss: 0.0214, iou: 0.8233, f1: 0.9026
@20230831_0751 @20230831_0751 [EP 136/500] lr: 1.0244289114780258e-05, took: 61.15s (avg: 61.15s), ETA: 0d:6h:10m:4s [TRAIN] loss: 0.0073, iou: 0.9337, f1: 0.9657 [EVAL] loss: 0.0211, iou: 0.8256, f1: 0.9040
@20230831_0752 @20230831_0752 [EP 137/500] lr: 1.0178288903262e-05, took: 61.17s (avg: 61.17s), ETA: 0d:6h:9m:3s [TRAIN] loss: 0.0073, iou: 0.9334, f1: 0.9655 [EVAL] loss: 0.0220, iou: 0.8199, f1: 0.9005
@20230831_0753 @20230831_0753 [EP 138/500] lr: 1.0113129974342883e-05, took: 61.12s (avg: 61.12s), ETA: 0d:6h:8m:2s [TRAIN] loss: 0.0073, iou: 0.9336, f1: 0.9656 [EVAL] loss: 0.0225, iou: 0.8155, f1: 0.8979
@20230831_0754 @20230831_0754 [EP 139/500] lr: 1.0048802323581185e-05, took: 61.20s (avg: 61.20s), ETA: 0d:6h:7m:1s [TRAIN] loss: 0.0072, iou: 0.9343, f1: 0.9660 [EVAL] loss: 0.0244, iou: 0.8021, f1: 0.8897
@20230831_0755 @20230831_0755 [EP 140/500] lr: 9.985286851588171e-06, took: 61.25s (avg: 61.25s), ETA: 0d:6h:6m:0s [TRAIN] loss: 0.0071, iou: 0.9353, f1: 0.9665 [EVAL] loss: 0.0260, iou: 0.7908, f1: 0.8826
@20230831_0756 @20230831_0756 [EP 141/500] lr: 9.922569006448612e-06, took: 61.12s (avg: 61.12s), ETA: 0d:6h:4m:59s [TRAIN] loss: 0.0070, iou: 0.9361, f1: 0.9669 [EVAL] loss: 0.0271, iou: 0.7834, f1: 0.8779
@20230831_0757 @20230831_0757 [EP 142/500] lr: 9.86063514574198e-06, took: 60.98s (avg: 60.98s), ETA: 0d:5h:58m:0s [TRAIN] loss: 0.0069, iou: 0.9368, f1: 0.9673 [EVAL] loss: 0.0261, iou: 0.7903, f1: 0.8823
@20230831_0758 @20230831_0758 [EP 143/500] lr: 9.799468898563646e-06, took: 61.00s (avg: 61.00s), ETA: 0d:6h:2m:57s [TRAIN] loss: 0.0069, iou: 0.9374, f1: 0.9676 [EVAL] loss: 0.0251, iou: 0.7975, f1: 0.8868
@20230831_0759 @20230831_0759 [EP 144/500] lr: 9.73905662249308e-06, took: 61.06s (avg: 61.06s), ETA: 0d:6h:1m:56s [TRAIN] loss: 0.0069, iou: 0.9376, f1: 0.9677 [EVAL] loss: 0.0253, iou: 0.7960, f1: 0.8858
@20230831_0801 @20230831_0800 [EP 145/500] lr: 9.679384675109759e-06, took: 61.15s (avg: 61.15s), ETA: 0d:6h:0m:55s [TRAIN] loss: 0.0069, iou: 0.9375, f1: 0.9677 [EVAL] loss: 0.0250, iou: 0.7980, f1: 0.8870
@20230831_0802 @20230831_0802 [EP 146/500] lr: 9.620439413993154e-06, took: 61.06s (avg: 61.06s), ETA: 0d:5h:59m:54s [TRAIN] loss: 0.0069, iou: 0.9374, f1: 0.9676 [EVAL] loss: 0.0242, iou: 0.8039, f1: 0.8907
@20230831_0803 @20230831_0803 [EP 147/500] lr: 9.56220810621744e-06, took: 61.08s (avg: 61.08s), ETA: 0d:5h:58m:53s [TRAIN] loss: 0.0070, iou: 0.9366, f1: 0.9672 [EVAL] loss: 0.0242, iou: 0.8038, f1: 0.8906
@20230831_0804 @20230831_0804 [EP 148/500] lr: 9.504678018856794e-06, took: 61.08s (avg: 61.08s), ETA: 0d:5h:57m:52s [TRAIN] loss: 0.0070, iou: 0.9361, f1: 0.9669 [EVAL] loss: 0.0270, iou: 0.7844, f1: 0.8785
@20230831_0805 @20230831_0805 [EP 149/500] lr: 9.447835509490687e-06, took: 61.15s (avg: 61.15s), ETA: 0d:5h:56m:51s [TRAIN] loss: 0.0070, iou: 0.9360, f1: 0.9669 [EVAL] loss: 0.0263, iou: 0.7896, f1: 0.8818
@20230831_0806 @20230831_0806 [EP 150/500] lr: 9.391668754687998e-06, took: 61.10s (avg: 61.10s), ETA: 0d:5h:55m:50s [TRAIN] loss: 0.0070, iou: 0.9361, f1: 0.9670 [EVAL] loss: 0.0233, iou: 0.8103, f1: 0.8947
@20230831_0807 @20230831_0807 [EP 151/500] lr: 9.336165931017604e-06, took: 61.19s (avg: 61.19s), ETA: 0d:5h:54m:49s [TRAIN] loss: 0.0070, iou: 0.9367, f1: 0.9673 [EVAL] loss: 0.0221, iou: 0.8185, f1: 0.8997
@20230831_0808 @20230831_0808 [EP 152/500] lr: 9.28131521504838e-06, took: 61.35s (avg: 61.35s), ETA: 0d:5h:53m:48s [TRAIN] loss: 0.0069, iou: 0.9373, f1: 0.9676 [EVAL] loss: 0.0214, iou: 0.8239, f1: 0.9030
@20230831_0809 @20230831_0809 [EP 153/500] lr: 9.227104783349205e-06, took: 61.26s (avg: 61.26s), ETA: 0d:5h:52m:47s [TRAIN] loss: 0.0069, iou: 0.9377, f1: 0.9678 [EVAL] loss: 0.0218, iou: 0.8209, f1: 0.9011
@20230831_0810 @20230831_0810 [EP 154/500] lr: 9.173524631478358e-06, took: 61.08s (avg: 61.08s), ETA: 0d:5h:51m:46s [TRAIN] loss: 0.0068, iou: 0.9381, f1: 0.9680 [EVAL] loss: 0.0223, iou: 0.8172, f1: 0.8989
@20230831_0811 @20230831_0811 [EP 155/500] lr: 9.120563845499419e-06, took: 61.11s (avg: 61.11s), ETA: 0d:5h:50m:45s [TRAIN] loss: 0.0068, iou: 0.9381, f1: 0.9680 [EVAL] loss: 0.0228, iou: 0.8141, f1: 0.8970
@20230831_0812 @20230831_0812 [EP 156/500] lr: 9.068209692486562e-06, took: 61.24s (avg: 61.24s), ETA: 0d:5h:49m:44s [TRAIN] loss: 0.0068, iou: 0.9380, f1: 0.9680 [EVAL] loss: 0.0247, iou: 0.8003, f1: 0.8885
@20230831_0813 @20230831_0813 [EP 157/500] lr: 9.016453986987472e-06, took: 61.01s (avg: 61.01s), ETA: 0d:5h:48m:43s [TRAIN] loss: 0.0069, iou: 0.9376, f1: 0.9678 [EVAL] loss: 0.0232, iou: 0.8111, f1: 0.8952
@20230831_0814 @20230831_0814 [EP 158/500] lr: 8.965284905571025e-06, took: 61.22s (avg: 61.22s), ETA: 0d:5h:47m:42s [TRAIN] loss: 0.0069, iou: 0.9372, f1: 0.9676 [EVAL] loss: 0.0259, iou: 0.7919, f1: 0.8832
@20230831_0815 @20230831_0815 [EP 159/500] lr: 8.914693353290204e-06, took: 61.09s (avg: 61.09s), ETA: 0d:5h:46m:41s [TRAIN] loss: 0.0069, iou: 0.9373, f1: 0.9676 [EVAL] loss: 0.0287, iou: 0.7731, f1: 0.8713
@20230831_0816 @20230831_0816 [EP 160/500] lr: 8.864670235197991e-06, took: 61.15s (avg: 61.15s), ETA: 0d:5h:45m:40s [TRAIN] loss: 0.0068, iou: 0.9379, f1: 0.9679 [EVAL] loss: 0.0278, iou: 0.7789, f1: 0.8750
@20230831_0817 @20230831_0817 [EP 161/500] lr: 8.815205546852667e-06, took: 61.11s (avg: 61.11s), ETA: 0d:5h:44m:39s [TRAIN] loss: 0.0068, iou: 0.9386, f1: 0.9683 [EVAL] loss: 0.0253, iou: 0.7965, f1: 0.8861
@20230831_0818 @20230831_0818 [EP 162/500] lr: 8.766289283812512e-06, took: 61.11s (avg: 61.11s), ETA: 0d:5h:43m:38s [TRAIN] loss: 0.0067, iou: 0.9392, f1: 0.9686 [EVAL] loss: 0.0250, iou: 0.7984, f1: 0.8873
@20230831_0819 @20230831_0819 [EP 163/500] lr: 8.71791326062521e-06, took: 61.10s (avg: 61.10s), ETA: 0d:5h:42m:37s [TRAIN] loss: 0.0066, iou: 0.9398, f1: 0.9689 [EVAL] loss: 0.0236, iou: 0.8086, f1: 0.8936
@20230831_0820 @20230831_0820 [EP 164/500] lr: 8.670068382343743e-06, took: 61.19s (avg: 61.19s), ETA: 0d:5h:41m:36s [TRAIN] loss: 0.0066, iou: 0.9402, f1: 0.9692 [EVAL] loss: 0.0235, iou: 0.8091, f1: 0.8939
@20230831_0821 @20230831_0821 [EP 165/500] lr: 8.622744644526392e-06, took: 61.05s (avg: 61.05s), ETA: 0d:5h:40m:35s [TRAIN] loss: 0.0065, iou: 0.9406, f1: 0.9693 [EVAL] loss: 0.0239, iou: 0.8060, f1: 0.8920
@20230831_0822 @20230831_0822 [EP 166/500] lr: 8.575935680710245e-06, took: 61.15s (avg: 61.15s), ETA: 0d:5h:39m:34s [TRAIN] loss: 0.0065, iou: 0.9409, f1: 0.9695 [EVAL] loss: 0.0233, iou: 0.8108, f1: 0.8950
@20230831_0824 @20230831_0823 [EP 167/500] lr: 8.529632395948283e-06, took: 61.13s (avg: 61.13s), ETA: 0d:5h:38m:33s [TRAIN] loss: 0.0065, iou: 0.9409, f1: 0.9695 [EVAL] loss: 0.0255, iou: 0.7951, f1: 0.8852
@20230831_0825 @20230831_0825 [EP 168/500] lr: 8.48382569529349e-06, took: 61.25s (avg: 61.25s), ETA: 0d:5h:37m:32s [TRAIN] loss: 0.0065, iou: 0.9407, f1: 0.9694 [EVAL] loss: 0.0261, iou: 0.7912, f1: 0.8828
@20230831_0826 @20230831_0826 [EP 169/500] lr: 8.43850830278825e-06, took: 61.09s (avg: 61.09s), ETA: 0d:5h:36m:31s [TRAIN] loss: 0.0066, iou: 0.9405, f1: 0.9693 [EVAL] loss: 0.0266, iou: 0.7877, f1: 0.8806
@20230831_0827 @20230831_0827 [EP 170/500] lr: 8.393673851969652e-06, took: 61.14s (avg: 61.14s), ETA: 0d:5h:35m:30s [TRAIN] loss: 0.0066, iou: 0.9401, f1: 0.9691 [EVAL] loss: 0.0258, iou: 0.7929, f1: 0.8839
@20230831_0828 @20230831_0828 [EP 171/500] lr: 8.349311428901274e-06, took: 61.09s (avg: 61.09s), ETA: 0d:5h:34m:29s [TRAIN] loss: 0.0066, iou: 0.9397, f1: 0.9689 [EVAL] loss: 0.0247, iou: 0.8006, f1: 0.8887
@20230831_0829 @20230831_0829 [EP 172/500] lr: 8.305416486109607e-06, took: 61.40s (avg: 61.40s), ETA: 0d:5h:33m:28s [TRAIN] loss: 0.0067, iou: 0.9395, f1: 0.9688 [EVAL] loss: 0.0259, iou: 0.7928, f1: 0.8838
@20230831_0830 @20230831_0830 [EP 173/500] lr: 8.261980838142335e-06, took: 61.13s (avg: 61.13s), ETA: 0d:5h:32m:27s [TRAIN] loss: 0.0067, iou: 0.9395, f1: 0.9688 [EVAL] loss: 0.0273, iou: 0.7823, f1: 0.8772
@20230831_0831 @20230831_0831 [EP 174/500] lr: 8.218996299547143e-06, took: 61.36s (avg: 61.36s), ETA: 0d:5h:31m:26s [TRAIN] loss: 0.0066, iou: 0.9397, f1: 0.9689 [EVAL] loss: 0.0290, iou: 0.7710, f1: 0.8700
