

** [alpha] Launch Training on 20230724_2130
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "SEGFORMER",
  "baseModel": "MITB0",
  "numGPUs": 4,
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "exp",
  "lr": 0.001,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n* SEGFORMER Model W/ MIT B0 Pretrained Wegiths\n",
  "isCompleted": false,
  "config": "Config/TRAIN_SEGFORMER_MITB0_NEWDB_20230711.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230724_2132 @20230724_2132 [EP 1/500] lr: 0.0010000000474974513, took: 111.48s (avg: 111.48s), ETA: 0d:15h:23m:9s [TRAIN] loss: 0.9905, iou: 0.0048, f1: 0.0095 [EVAL] loss: 0.9904, iou: 0.0050, f1: 0.0096
@20230724_2231 @20230724_2231 [EP 92/500] lr: 0.0004334210534580052, took: 36.87s (avg: 36.87s), ETA: 0d:4h:4m:48s [TRAIN] loss: 0.8076, iou: 0.1109, f1: 0.1924 [EVAL] loss: 0.8162, iou: 0.1041, f1: 0.1838
@20230724_2232 @20230724_2232 [EP 93/500] lr: 0.00042945731547661126, took: 37.28s (avg: 37.28s), ETA: 0d:4h:10m:59s [TRAIN] loss: 0.8066, iou: 0.1118, f1: 0.1934 [EVAL] loss: 0.7960, iou: 0.1177, f1: 0.2040
@20230724_2232 @20230724_2232 [EP 94/500] lr: 0.00042552981176413596, took: 37.21s (avg: 37.21s), ETA: 0d:4h:10m:22s [TRAIN] loss: 0.8089, iou: 0.1103, f1: 0.1911 [EVAL] loss: 0.7958, iou: 0.1178, f1: 0.2042
@20230724_2233 @20230724_2233 [EP 95/500] lr: 0.0004216382512822747, took: 37.06s (avg: 37.06s), ETA: 0d:4h:9m:45s [TRAIN] loss: 0.7973, iou: 0.1176, f1: 0.2027 [EVAL] loss: 0.7999, iou: 0.1148, f1: 0.2001
@20230724_2234 @20230724_2234 [EP 96/500] lr: 0.0004177822556812316, took: 37.24s (avg: 37.24s), ETA: 0d:4h:9m:8s [TRAIN] loss: 0.8032, iou: 0.1139, f1: 0.1968 [EVAL] loss: 0.7969, iou: 0.1167, f1: 0.2031
@20230724_2234 @20230724_2234 [EP 97/500] lr: 0.0004139615339227021, took: 36.97s (avg: 36.97s), ETA: 0d:4h:1m:48s [TRAIN] loss: 0.8223, iou: 0.1022, f1: 0.1777 [EVAL] loss: 0.8063, iou: 0.1115, f1: 0.1937
@20230724_2235 @20230724_2235 [EP 98/500] lr: 0.00041017576586455107, took: 37.27s (avg: 37.27s), ETA: 0d:4h:7m:54s [TRAIN] loss: 0.8035, iou: 0.1137, f1: 0.1965 [EVAL] loss: 0.7975, iou: 0.1168, f1: 0.2025
@20230724_2235 @20230724_2235 [EP 99/500] lr: 0.0004064246022608131, took: 37.96s (avg: 37.96s), ETA: 0d:4h:7m:17s [TRAIN] loss: 0.8090, iou: 0.1103, f1: 0.1910 [EVAL] loss: 0.8124, iou: 0.1067, f1: 0.1876
@20230724_2236 @20230724_2236 [EP 100/500] lr: 0.00040270775207318366, took: 37.51s (avg: 37.51s), ETA: 0d:4h:6m:40s [TRAIN] loss: 0.8063, iou: 0.1118, f1: 0.1937 [EVAL] loss: 0.7933, iou: 0.1192, f1: 0.2067
@20230724_2237 @20230724_2237 [EP 101/500] lr: 0.00039902489515952766, took: 37.04s (avg: 37.04s), ETA: 0d:4h:6m:3s [TRAIN] loss: 0.8138, iou: 0.1072, f1: 0.1862 [EVAL] loss: 0.8055, iou: 0.1111, f1: 0.1945
@20230724_2237 @20230724_2237 [EP 102/500] lr: 0.0003953757113777101, took: 36.94s (avg: 36.94s), ETA: 0d:3h:58m:48s [TRAIN] loss: 0.8001, iou: 0.1160, f1: 0.1999 [EVAL] loss: 0.7938, iou: 0.1191, f1: 0.2062
@20230724_2238 @20230724_2238 [EP 103/500] lr: 0.0003917599096894264, took: 37.37s (avg: 37.37s), ETA: 0d:4h:4m:49s [TRAIN] loss: 0.7922, iou: 0.1212, f1: 0.2078 [EVAL] loss: 0.7901, iou: 0.1216, f1: 0.2099
@20230724_2239 @20230724_2239 [EP 104/500] lr: 0.0003881771699525416, took: 37.03s (avg: 37.03s), ETA: 0d:4h:4m:12s [TRAIN] loss: 0.7957, iou: 0.1190, f1: 0.2043 [EVAL] loss: 0.7906, iou: 0.1212, f1: 0.2094
@20230724_2239 @20230724_2239 [EP 105/500] lr: 0.00038462720112875104, took: 36.87s (avg: 36.87s), ETA: 0d:3h:57m:0s [TRAIN] loss: 0.7891, iou: 0.1232, f1: 0.2109 [EVAL] loss: 0.7920, iou: 0.1203, f1: 0.2080
@20230724_2240 @20230724_2240 [EP 106/500] lr: 0.0003811097121797502, took: 37.13s (avg: 37.13s), ETA: 0d:4h:2m:58s [TRAIN] loss: 0.8059, iou: 0.1120, f1: 0.1941 [EVAL] loss: 0.7970, iou: 0.1164, f1: 0.2030
@20230724_2241 @20230724_2241 [EP 107/500] lr: 0.0003776243538595736, took: 37.04s (avg: 37.04s), ETA: 0d:4h:2m:21s [TRAIN] loss: 0.7959, iou: 0.1186, f1: 0.2041 [EVAL] loss: 0.7893, iou: 0.1218, f1: 0.2107
@20230724_2241 @20230724_2241 [EP 108/500] lr: 0.0003741708933375776, took: 37.06s (avg: 37.06s), ETA: 0d:4h:1m:44s [TRAIN] loss: 0.7893, iou: 0.1229, f1: 0.2107 [EVAL] loss: 0.7854, iou: 0.1244, f1: 0.2146
@20230724_2242 @20230724_2242 [EP 109/500] lr: 0.0003707490104716271, took: 37.34s (avg: 37.34s), ETA: 0d:4h:1m:7s [TRAIN] loss: 0.7881, iou: 0.1238, f1: 0.2119 [EVAL] loss: 0.8056, iou: 0.1116, f1: 0.1944
@20230724_2242 @20230724_2242 [EP 110/500] lr: 0.00036735841422341764, took: 37.28s (avg: 37.28s), ETA: 0d:4h:0m:30s [TRAIN] loss: 0.7862, iou: 0.1252, f1: 0.2138 [EVAL] loss: 0.7812, iou: 0.1274, f1: 0.2188
@20230724_2243 @20230724_2243 [EP 111/500] lr: 0.00036399884265847504, took: 37.40s (avg: 37.40s), ETA: 0d:3h:59m:53s [TRAIN] loss: 0.7908, iou: 0.1221, f1: 0.2092 [EVAL] loss: 0.8036, iou: 0.1124, f1: 0.1964
@20230724_2244 @20230724_2244 [EP 112/500] lr: 0.0003606699756346643, took: 37.03s (avg: 37.03s), ETA: 0d:3h:59m:16s [TRAIN] loss: 0.8060, iou: 0.1122, f1: 0.1940 [EVAL] loss: 0.8325, iou: 0.0939, f1: 0.1675
@20230724_2244 @20230724_2244 [EP 113/500] lr: 0.00035737158032134175, took: 37.08s (avg: 37.08s), ETA: 0d:3h:58m:39s [TRAIN] loss: 0.8591, iou: 0.0794, f1: 0.1409 [EVAL] loss: 0.8683, iou: 0.0738, f1: 0.1317
@20230724_2245 @20230724_2245 [EP 114/500] lr: 0.00035410330747254193, took: 37.25s (avg: 37.25s), ETA: 0d:3h:58m:2s [TRAIN] loss: 0.8545, iou: 0.0823, f1: 0.1455 [EVAL] loss: 0.8663, iou: 0.0749, f1: 0.1337
@20230724_2246 @20230724_2246 [EP 115/500] lr: 0.0003508649533614516, took: 37.09s (avg: 37.09s), ETA: 0d:3h:57m:25s [TRAIN] loss: 0.8320, iou: 0.0958, f1: 0.1680 [EVAL] loss: 0.8113, iou: 0.1075, f1: 0.1887
@20230724_2246 @20230724_2246 [EP 116/500] lr: 0.0003476562269497663, took: 37.12s (avg: 37.12s), ETA: 0d:3h:56m:48s [TRAIN] loss: 0.8113, iou: 0.1085, f1: 0.1887 [EVAL] loss: 0.8088, iou: 0.1090, f1: 0.1912
@20230724_2247 @20230724_2247 [EP 117/500] lr: 0.00034447680809535086, took: 37.09s (avg: 37.09s), ETA: 0d:3h:56m:11s [TRAIN] loss: 0.8108, iou: 0.1090, f1: 0.1892 [EVAL] loss: 0.8089, iou: 0.1091, f1: 0.1911
@20230724_2248 @20230724_2248 [EP 118/500] lr: 0.0003413264930713922, took: 37.33s (avg: 37.33s), ETA: 0d:3h:55m:34s [TRAIN] loss: 0.8103, iou: 0.1093, f1: 0.1897 [EVAL] loss: 0.8425, iou: 0.0879, f1: 0.1575
@20230724_2248 @20230724_2248 [EP 119/500] lr: 0.00033820499083958566, took: 37.17s (avg: 37.17s), ETA: 0d:3h:54m:57s [TRAIN] loss: 0.7982, iou: 0.1172, f1: 0.2018 [EVAL] loss: 0.7934, iou: 0.1191, f1: 0.2066
@20230724_2249 @20230724_2249 [EP 120/500] lr: 0.00033511201036162674, took: 36.90s (avg: 36.90s), ETA: 0d:3h:48m:0s [TRAIN] loss: 0.7890, iou: 0.1234, f1: 0.2110 [EVAL] loss: 0.7882, iou: 0.1226, f1: 0.2118
@20230724_2249 @20230724_2249 [EP 121/500] lr: 0.00033204734791070223, took: 37.10s (avg: 37.10s), ETA: 0d:3h:53m:43s [TRAIN] loss: 0.8721, iou: 0.0720, f1: 0.1279 [EVAL] loss: 0.8049, iou: 0.1118, f1: 0.1951
@20230724_2250 @20230724_2250 [EP 122/500] lr: 0.0003290106833446771, took: 37.00s (avg: 37.00s), ETA: 0d:3h:53m:6s [TRAIN] loss: 0.8036, iou: 0.1135, f1: 0.1964 [EVAL] loss: 0.7930, iou: 0.1193, f1: 0.2070
@20230724_2251 @20230724_2251 [EP 123/500] lr: 0.00032600181293673813, took: 37.14s (avg: 37.14s), ETA: 0d:3h:52m:29s [TRAIN] loss: 0.8037, iou: 0.1138, f1: 0.1963 [EVAL] loss: 0.7907, iou: 0.1213, f1: 0.2093
@20230724_2251 @20230724_2251 [EP 124/500] lr: 0.0003230204456485808, took: 37.28s (avg: 37.28s), ETA: 0d:3h:51m:52s [TRAIN] loss: 0.7968, iou: 0.1182, f1: 0.2032 [EVAL] loss: 0.7880, iou: 0.1230, f1: 0.2120
@20230724_2252 @20230724_2252 [EP 125/500] lr: 0.0003200663486495614, took: 37.04s (avg: 37.04s), ETA: 0d:3h:51m:15s [TRAIN] loss: 0.7904, iou: 0.1224, f1: 0.2096 [EVAL] loss: 0.7865, iou: 0.1240, f1: 0.2135
@20230724_2253 @20230724_2253 [EP 126/500] lr: 0.00031713926000520587, took: 37.06s (avg: 37.06s), ETA: 0d:3h:50m:38s [TRAIN] loss: 0.7885, iou: 0.1237, f1: 0.2115 [EVAL] loss: 0.7850, iou: 0.1247, f1: 0.2150
@20230724_2253 @20230724_2253 [EP 127/500] lr: 0.00031423894688487053, took: 37.17s (avg: 37.17s), ETA: 0d:3h:50m:1s [TRAIN] loss: 0.7866, iou: 0.1251, f1: 0.2134 [EVAL] loss: 0.7838, iou: 0.1257, f1: 0.2162
@20230724_2254 @20230724_2254 [EP 128/500] lr: 0.0003113651473540813, took: 37.40s (avg: 37.40s), ETA: 0d:3h:49m:24s [TRAIN] loss: 0.7847, iou: 0.1264, f1: 0.2153 [EVAL] loss: 0.7826, iou: 0.1262, f1: 0.2174
@20230724_2255 @20230724_2255 [EP 129/500] lr: 0.00030851762858219445, took: 37.08s (avg: 37.08s), ETA: 0d:3h:48m:47s [TRAIN] loss: 0.7844, iou: 0.1263, f1: 0.2156 [EVAL] loss: 0.7862, iou: 0.1241, f1: 0.2138
@20230724_2255 @20230724_2255 [EP 130/500] lr: 0.0003056961577385664, took: 37.11s (avg: 37.11s), ETA: 0d:3h:48m:10s [TRAIN] loss: 0.7780, iou: 0.1307, f1: 0.2220 [EVAL] loss: 0.7791, iou: 0.1287, f1: 0.2209
@20230724_2256 @20230724_2256 [EP 131/500] lr: 0.00030290050199255347, took: 36.95s (avg: 36.95s), ETA: 0d:3h:41m:24s [TRAIN] loss: 0.7739, iou: 0.1334, f1: 0.2261 [EVAL] loss: 0.7843, iou: 0.1254, f1: 0.2157
@20230724_2256 @20230724_2256 [EP 132/500] lr: 0.00030013039940968156, took: 37.29s (avg: 37.29s), ETA: 0d:3h:46m:56s [TRAIN] loss: 0.7784, iou: 0.1303, f1: 0.2216 [EVAL] loss: 0.7767, iou: 0.1304, f1: 0.2233
@20230724_2257 @20230724_2257 [EP 133/500] lr: 0.00029738564626313746, took: 37.10s (avg: 37.10s), ETA: 0d:3h:46m:19s [TRAIN] loss: 0.7750, iou: 0.1327, f1: 0.2250 [EVAL] loss: 0.7832, iou: 0.1260, f1: 0.2168
@20230724_2258 @20230724_2258 [EP 134/500] lr: 0.00029466598061844707, took: 37.17s (avg: 37.17s), ETA: 0d:3h:45m:42s [TRAIN] loss: 0.7733, iou: 0.1338, f1: 0.2267 [EVAL] loss: 0.7672, iou: 0.1368, f1: 0.2328
@20230724_2258 @20230724_2258 [EP 135/500] lr: 0.0002919711987487972, took: 36.95s (avg: 36.95s), ETA: 0d:3h:39m:0s [TRAIN] loss: 0.7730, iou: 0.1343, f1: 0.2270 [EVAL] loss: 0.7687, iou: 0.1360, f1: 0.2313
@20230724_2259 @20230724_2259 [EP 136/500] lr: 0.0002893010387197137, took: 37.04s (avg: 37.04s), ETA: 0d:3h:44m:28s [TRAIN] loss: 0.7788, iou: 0.1304, f1: 0.2212 [EVAL] loss: 0.7683, iou: 0.1362, f1: 0.2317
@20230724_2300 @20230724_2300 [EP 137/500] lr: 0.00028665532590821385, took: 37.15s (avg: 37.15s), ETA: 0d:3h:43m:51s [TRAIN] loss: 0.7718, iou: 0.1351, f1: 0.2282 [EVAL] loss: 0.7685, iou: 0.1357, f1: 0.2315
@20230724_2300 @20230724_2300 [EP 138/500] lr: 0.00028403379837982357, took: 37.16s (avg: 37.16s), ETA: 0d:3h:43m:14s [TRAIN] loss: 0.7676, iou: 0.1379, f1: 0.2324 [EVAL] loss: 0.7733, iou: 0.1322, f1: 0.2267
@20230724_2301 @20230724_2301 [EP 139/500] lr: 0.00028143622330389917, took: 37.22s (avg: 37.22s), ETA: 0d:3h:42m:37s [TRAIN] loss: 0.7661, iou: 0.1389, f1: 0.2339 [EVAL] loss: 0.7624, iou: 0.1402, f1: 0.2376
@20230724_2302 @20230724_2302 [EP 140/500] lr: 0.0002788624260574579, took: 37.03s (avg: 37.03s), ETA: 0d:3h:42m:0s [TRAIN] loss: 0.7598, iou: 0.1434, f1: 0.2402 [EVAL] loss: 0.7619, iou: 0.1406, f1: 0.2381
@20230724_2302 @20230724_2302 [EP 141/500] lr: 0.0002763121738098562, took: 37.06s (avg: 37.06s), ETA: 0d:3h:41m:23s [TRAIN] loss: 0.7643, iou: 0.1403, f1: 0.2357 [EVAL] loss: 0.7635, iou: 0.1395, f1: 0.2365
@20230724_2303 @20230724_2303 [EP 142/500] lr: 0.00027378523373045027, took: 37.27s (avg: 37.27s), ETA: 0d:3h:40m:46s [TRAIN] loss: 0.7605, iou: 0.1429, f1: 0.2395 [EVAL] loss: 0.7586, iou: 0.1426, f1: 0.2414
@20230724_2304 @20230724_2304 [EP 143/500] lr: 0.000271281402092427, took: 37.21s (avg: 37.21s), ETA: 0d:3h:40m:9s [TRAIN] loss: 0.7647, iou: 0.1398, f1: 0.2353 [EVAL] loss: 0.7571, iou: 0.1439, f1: 0.2429
@20230724_2304 @20230724_2304 [EP 144/500] lr: 0.00026880044606514275, took: 37.03s (avg: 37.03s), ETA: 0d:3h:39m:32s [TRAIN] loss: 0.7592, iou: 0.1436, f1: 0.2408 [EVAL] loss: 0.7606, iou: 0.1413, f1: 0.2394
@20230724_2305 @20230724_2305 [EP 145/500] lr: 0.0002663422201294452, took: 37.43s (avg: 37.43s), ETA: 0d:3h:38m:55s [TRAIN] loss: 0.7557, iou: 0.1461, f1: 0.2443 [EVAL] loss: 0.7564, iou: 0.1443, f1: 0.2436
@20230724_2305 @20230724_2305 [EP 146/500] lr: 0.0002639064332470298, took: 37.45s (avg: 37.45s), ETA: 0d:3h:38m:18s [TRAIN] loss: 0.7584, iou: 0.1444, f1: 0.2416 [EVAL] loss: 0.7568, iou: 0.1440, f1: 0.2432
@20230724_2306 @20230724_2306 [EP 147/500] lr: 0.0002614929690025747, took: 37.06s (avg: 37.06s), ETA: 0d:3h:37m:41s [TRAIN] loss: 0.7544, iou: 0.1470, f1: 0.2456 [EVAL] loss: 0.7536, iou: 0.1462, f1: 0.2464
@20230724_2307 @20230724_2307 [EP 148/500] lr: 0.00025910153635777533, took: 37.14s (avg: 37.14s), ETA: 0d:3h:37m:4s [TRAIN] loss: 0.7513, iou: 0.1492, f1: 0.2487 [EVAL] loss: 0.7527, iou: 0.1469, f1: 0.2473
@20230724_2307 @20230724_2307 [EP 149/500] lr: 0.00025673198979347944, took: 36.93s (avg: 36.93s), ETA: 0d:3h:30m:36s [TRAIN] loss: 0.7531, iou: 0.1479, f1: 0.2469 [EVAL] loss: 0.7570, iou: 0.1435, f1: 0.2430
@20230724_2308 @20230724_2308 [EP 150/500] lr: 0.0002543841255828738, took: 36.98s (avg: 36.98s), ETA: 0d:3h:30m:0s [TRAIN] loss: 0.7502, iou: 0.1499, f1: 0.2498 [EVAL] loss: 0.7526, iou: 0.1472, f1: 0.2474
@20230724_2309 @20230724_2309 [EP 151/500] lr: 0.0002520577108953148, took: 37.20s (avg: 37.20s), ETA: 0d:3h:35m:13s [TRAIN] loss: 0.7495, iou: 0.1503, f1: 0.2505 [EVAL] loss: 0.7528, iou: 0.1467, f1: 0.2472
@20230724_2309 @20230724_2309 [EP 152/500] lr: 0.00024975260021165013, took: 37.09s (avg: 37.09s), ETA: 0d:3h:34m:36s [TRAIN] loss: 0.7512, iou: 0.1493, f1: 0.2488 [EVAL] loss: 0.7812, iou: 0.1279, f1: 0.2188
@20230724_2310 @20230724_2310 [EP 153/500] lr: 0.00024746853159740567, took: 36.93s (avg: 36.93s), ETA: 0d:3h:28m:12s [TRAIN] loss: 0.7539, iou: 0.1470, f1: 0.2461 [EVAL] loss: 0.7664, iou: 0.1373, f1: 0.2336
@20230724_2311 @20230724_2311 [EP 154/500] lr: 0.0002452053886372596, took: 37.43s (avg: 37.43s), ETA: 0d:3h:33m:22s [TRAIN] loss: 0.7488, iou: 0.1505, f1: 0.2512 [EVAL] loss: 0.7494, iou: 0.1492, f1: 0.2506
@20230724_2311 @20230724_2311 [EP 155/500] lr: 0.00024296292394865304, took: 37.37s (avg: 37.37s), ETA: 0d:3h:32m:45s [TRAIN] loss: 0.7491, iou: 0.1506, f1: 0.2509 [EVAL] loss: 0.8104, iou: 0.1089, f1: 0.1896
@20230724_2312 @20230724_2312 [EP 156/500] lr: 0.00024074096290860325, took: 37.27s (avg: 37.27s), ETA: 0d:3h:32m:8s [TRAIN] loss: 0.7512, iou: 0.1489, f1: 0.2488 [EVAL] loss: 0.7508, iou: 0.1481, f1: 0.2492
@20230724_2312 @20230724_2312 [EP 157/500] lr: 0.0002385393308941275, took: 36.97s (avg: 36.97s), ETA: 0d:3h:25m:48s [TRAIN] loss: 0.7429, iou: 0.1549, f1: 0.2571 [EVAL] loss: 0.7446, iou: 0.1527, f1: 0.2554
@20230724_2313 @20230724_2313 [EP 158/500] lr: 0.00023635783873032779, took: 37.12s (avg: 37.12s), ETA: 0d:3h:30m:54s [TRAIN] loss: 0.7435, iou: 0.1544, f1: 0.2565 [EVAL] loss: 0.7460, iou: 0.1516, f1: 0.2540
@20230724_2314 @20230724_2314 [EP 159/500] lr: 0.00023419628269039094, took: 37.34s (avg: 37.34s), ETA: 0d:3h:30m:17s [TRAIN] loss: 0.7407, iou: 0.1563, f1: 0.2593 [EVAL] loss: 0.7472, iou: 0.1506, f1: 0.2528
@20230724_2314 @20230724_2314 [EP 160/500] lr: 0.00023205450270324945, took: 37.40s (avg: 37.40s), ETA: 0d:3h:29m:40s [TRAIN] loss: 0.7396, iou: 0.1571, f1: 0.2604 [EVAL] loss: 0.7450, iou: 0.1525, f1: 0.2550
@20230724_2315 @20230724_2315 [EP 161/500] lr: 0.00022993230959400535, took: 37.13s (avg: 37.13s), ETA: 0d:3h:29m:3s [TRAIN] loss: 0.7383, iou: 0.1580, f1: 0.2617 [EVAL] loss: 0.7472, iou: 0.1509, f1: 0.2528
@20230724_2316 @20230724_2316 [EP 162/500] lr: 0.00022782952873967588, took: 37.30s (avg: 37.30s), ETA: 0d:3h:28m:26s [TRAIN] loss: 0.7389, iou: 0.1576, f1: 0.2611 [EVAL] loss: 0.7420, iou: 0.1545, f1: 0.2580
@20230724_2316 @20230724_2316 [EP 163/500] lr: 0.00022574597096536309, took: 37.19s (avg: 37.19s), ETA: 0d:3h:27m:49s [TRAIN] loss: 0.7377, iou: 0.1585, f1: 0.2623 [EVAL] loss: 0.7480, iou: 0.1505, f1: 0.2520
@20230724_2317 @20230724_2317 [EP 164/500] lr: 0.00022368146164808422, took: 37.00s (avg: 37.00s), ETA: 0d:3h:21m:36s [TRAIN] loss: 0.7435, iou: 0.1545, f1: 0.2565 [EVAL] loss: 0.7467, iou: 0.1509, f1: 0.2533
@20230724_2318 @20230724_2318 [EP 165/500] lr: 0.00022163584071677178, took: 36.97s (avg: 36.97s), ETA: 0d:3h:21m:0s [TRAIN] loss: 0.7349, iou: 0.1605, f1: 0.2651 [EVAL] loss: 0.7407, iou: 0.1551, f1: 0.2593
@20230724_2318 @20230724_2318 [EP 166/500] lr: 0.00021960893354844302, took: 37.23s (avg: 37.23s), ETA: 0d:3h:25m:58s [TRAIN] loss: 0.7339, iou: 0.1612, f1: 0.2661 [EVAL] loss: 0.7419, iou: 0.1542, f1: 0.2581
@20230724_2319 @20230724_2319 [EP 167/500] lr: 0.00021760055096819997, took: 37.13s (avg: 37.13s), ETA: 0d:3h:25m:21s [TRAIN] loss: 0.7330, iou: 0.1618, f1: 0.2670 [EVAL] loss: 0.7375, iou: 0.1574, f1: 0.2625
@20230724_2320 @20230724_2320 [EP 168/500] lr: 0.00021561054745689034, took: 37.33s (avg: 37.33s), ETA: 0d:3h:24m:44s [TRAIN] loss: 0.7329, iou: 0.1617, f1: 0.2671 [EVAL] loss: 0.7380, iou: 0.1567, f1: 0.2620
@20230724_2320 @20230724_2320 [EP 169/500] lr: 0.00021363873383961618, took: 37.35s (avg: 37.35s), ETA: 0d:3h:24m:7s [TRAIN] loss: 0.7345, iou: 0.1607, f1: 0.2655 [EVAL] loss: 0.7481, iou: 0.1502, f1: 0.2519
@20230724_2321 @20230724_2321 [EP 170/500] lr: 0.0002116849645972252, took: 36.86s (avg: 36.86s), ETA: 0d:3h:18m:0s [TRAIN] loss: 0.7294, iou: 0.1642, f1: 0.2706 [EVAL] loss: 0.7354, iou: 0.1585, f1: 0.2646
@20230724_2321 @20230724_2321 [EP 171/500] lr: 0.0002097490505548194, took: 36.99s (avg: 36.99s), ETA: 0d:3h:17m:24s [TRAIN] loss: 0.7254, iou: 0.1670, f1: 0.2746 [EVAL] loss: 0.7307, iou: 0.1622, f1: 0.2693
@20230724_2322 @20230724_2322 [EP 172/500] lr: 0.00020783084619324654, took: 37.21s (avg: 37.21s), ETA: 0d:3h:22m:16s [TRAIN] loss: 0.7248, iou: 0.1674, f1: 0.2752 [EVAL] loss: 0.7358, iou: 0.1582, f1: 0.2642
@20230724_2323 @20230724_2323 [EP 173/500] lr: 0.00020593017688952386, took: 37.39s (avg: 37.39s), ETA: 0d:3h:21m:39s [TRAIN] loss: 0.7263, iou: 0.1665, f1: 0.2737 [EVAL] loss: 0.7397, iou: 0.1560, f1: 0.2603
@20230724_2323 @20230724_2323 [EP 174/500] lr: 0.00020404689712449908, took: 37.06s (avg: 37.06s), ETA: 0d:3h:21m:2s [TRAIN] loss: 0.7221, iou: 0.1696, f1: 0.2779 [EVAL] loss: 0.7369, iou: 0.1578, f1: 0.2631
@20230724_2324 @20230724_2324 [EP 175/500] lr: 0.0002021808468271047, took: 36.91s (avg: 36.91s), ETA: 0d:3h:15m:0s [TRAIN] loss: 0.7205, iou: 0.1707, f1: 0.2795 [EVAL] loss: 0.7315, iou: 0.1617, f1: 0.2685
@20230724_2325 @20230724_2325 [EP 176/500] lr: 0.00020033185137435794, took: 37.06s (avg: 37.06s), ETA: 0d:3h:19m:48s [TRAIN] loss: 0.7170, iou: 0.1735, f1: 0.2830 [EVAL] loss: 0.7294, iou: 0.1633, f1: 0.2706
@20230724_2325 @20230724_2325 [EP 177/500] lr: 0.00019849976524710655, took: 37.27s (avg: 37.27s), ETA: 0d:3h:19m:11s [TRAIN] loss: 0.7244, iou: 0.1680, f1: 0.2756 [EVAL] loss: 0.7378, iou: 0.1571, f1: 0.2622
@20230724_2326 @20230724_2326 [EP 178/500] lr: 0.00019668444292619824, took: 38.01s (avg: 38.01s), ETA: 0d:3h:23m:56s [TRAIN] loss: 0.7176, iou: 0.1731, f1: 0.2824 [EVAL] loss: 0.7272, iou: 0.1646, f1: 0.2728
@20230724_2327 @20230724_2327 [EP 179/500] lr: 0.00019488570978865027, took: 37.55s (avg: 37.55s), ETA: 0d:3h:17m:57s [TRAIN] loss: 0.7155, iou: 0.1749, f1: 0.2845 [EVAL] loss: 0.7260, iou: 0.1655, f1: 0.2740
@20230724_2327 @20230724_2327 [EP 180/500] lr: 0.0001931034348672256, took: 37.35s (avg: 37.35s), ETA: 0d:3h:17m:20s [TRAIN] loss: 0.7174, iou: 0.1734, f1: 0.2826 [EVAL] loss: 0.7262, iou: 0.1653, f1: 0.2738
@20230724_2328 @20230724_2328 [EP 181/500] lr: 0.00019133745809085667, took: 36.99s (avg: 36.99s), ETA: 0d:3h:11m:24s [TRAIN] loss: 0.7150, iou: 0.1753, f1: 0.2850 [EVAL] loss: 0.7251, iou: 0.1662, f1: 0.2749
@20230724_2329 @20230724_2328 [EP 182/500] lr: 0.00018958763394039124, took: 37.10s (avg: 37.10s), ETA: 0d:3h:16m:6s [TRAIN] loss: 0.7133, iou: 0.1764, f1: 0.2867 [EVAL] loss: 0.7257, iou: 0.1661, f1: 0.2743
@20230724_2329 @20230724_2329 [EP 183/500] lr: 0.0001878538023447618, took: 37.22s (avg: 37.22s), ETA: 0d:3h:15m:29s [TRAIN] loss: 0.7126, iou: 0.1770, f1: 0.2874 [EVAL] loss: 0.7226, iou: 0.1681, f1: 0.2774
@20230724_2330 @20230724_2330 [EP 184/500] lr: 0.00018613583233673126, took: 37.06s (avg: 37.06s), ETA: 0d:3h:14m:52s [TRAIN] loss: 0.7112, iou: 0.1780, f1: 0.2888 [EVAL] loss: 0.7235, iou: 0.1677, f1: 0.2765
@20230724_2330 @20230724_2330 [EP 185/500] lr: 0.00018443357839714736, took: 37.12s (avg: 37.12s), ETA: 0d:3h:14m:15s [TRAIN] loss: 0.7084, iou: 0.1805, f1: 0.2916 [EVAL] loss: 0.7183, iou: 0.1714, f1: 0.2817
@20230724_2331 @20230724_2331 [EP 186/500] lr: 0.0001827468950068578, took: 37.14s (avg: 37.14s), ETA: 0d:3h:13m:38s [TRAIN] loss: 0.7078, iou: 0.1811, f1: 0.2922 [EVAL] loss: 0.7204, iou: 0.1698, f1: 0.2796
@20230724_2332 @20230724_2332 [EP 187/500] lr: 0.0001810756220947951, took: 37.09s (avg: 37.09s), ETA: 0d:3h:13m:1s [TRAIN] loss: 0.7048, iou: 0.1833, f1: 0.2952 [EVAL] loss: 0.7215, iou: 0.1690, f1: 0.2785
