

** [alpha] Launch Training on 20230811_1027
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0008,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (20230808_1942 version) - Updated DB \n* 4 GPUs are used to train models\n* It's observed that initLr = 0.008 (stepwise) doesn't show good convergence. \n* So, new experiments on LR have been initiated. \n*   1st (0809_1052):    lr  0.004 : Doesn't seem to work\n*   2nd (0809_1202):    lr  0.001 \n* To improve the accuracy, we perform experiments on loss functions:\n*    We compare: dice loss only vs combined_loss (dice_loss (.7) + focal loss (.3) )\n*                For focal loss alpha of 0.25 and gamma of 2.0, lambda_weight of .3 are used \n*      lr (0810_1613) : 0.001\n*      lr (0810_1711): 0.0008\n*\n*      0811_1027: lambda_weight = .7\n",
  "numGPUs": 4,
  "finalEPOCH": 0,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB_20230808.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600
}
@20230811_1029 @20230811_1029 [EP 1/500] lr: 0.0007867820095270872, took: 114.80s (avg: 114.80s), ETA: 0d:15h:48m:6s [TRAIN] loss: 0.1518, iou: 0.4487, f1: 0.5650 [EVAL] loss: 0.3218, iou: 0.0001, f1: 0.0002
@20230811_1204 @20230811_1204 [EP 88/500] lr: 0.00032188493059948087, took: 61.57s (avg: 61.57s), ETA: 0d:6h:58m:52s [TRAIN] loss: 0.0291, iou: 0.9305, f1: 0.9640 [EVAL] loss: 0.0587, iou: 0.7646, f1: 0.8656
@20230811_1205 @20230811_1205 [EP 89/500] lr: 0.00031971349380910397, took: 61.63s (avg: 61.63s), ETA: 0d:6h:57m:51s [TRAIN] loss: 0.0292, iou: 0.9297, f1: 0.9635 [EVAL] loss: 0.0451, iou: 0.8363, f1: 0.9104
@20230811_1206 @20230811_1206 [EP 90/500] lr: 0.00031757118995301425, took: 61.53s (avg: 61.53s), ETA: 0d:6h:56m:50s [TRAIN] loss: 0.0292, iou: 0.9299, f1: 0.9636 [EVAL] loss: 0.0537, iou: 0.7904, f1: 0.8822
@20230811_1207 @20230811_1207 [EP 91/500] lr: 0.0003154573787469417, took: 61.69s (avg: 61.69s), ETA: 0d:6h:55m:49s [TRAIN] loss: 0.0288, iou: 0.9323, f1: 0.9649 [EVAL] loss: 0.0628, iou: 0.7458, f1: 0.8533
@20230811_1208 @20230811_1208 [EP 92/500] lr: 0.00031337153632193804, took: 61.60s (avg: 61.60s), ETA: 0d:6h:54m:48s [TRAIN] loss: 0.0284, iou: 0.9344, f1: 0.9661 [EVAL] loss: 0.0494, iou: 0.8135, f1: 0.8966
@20230811_1209 @20230811_1209 [EP 93/500] lr: 0.00031131310970522463, took: 61.63s (avg: 61.63s), ETA: 0d:6h:53m:47s [TRAIN] loss: 0.0282, iou: 0.9356, f1: 0.9667 [EVAL] loss: 0.0480, iou: 0.8203, f1: 0.9009
@20230811_1210 @20230811_1210 [EP 94/500] lr: 0.00030928151682019234, took: 61.55s (avg: 61.55s), ETA: 0d:6h:52m:46s [TRAIN] loss: 0.0283, iou: 0.9353, f1: 0.9665 [EVAL] loss: 0.0722, iou: 0.7040, f1: 0.8238
@20230811_1211 @20230811_1211 [EP 95/500] lr: 0.0003072762629017234, took: 61.56s (avg: 61.56s), ETA: 0d:6h:51m:45s [TRAIN] loss: 0.0285, iou: 0.9343, f1: 0.9660 [EVAL] loss: 0.0450, iou: 0.8371, f1: 0.9109
@20230811_1212 @20230811_1212 [EP 96/500] lr: 0.0003052969113923609, took: 61.59s (avg: 61.59s), ETA: 0d:6h:50m:44s [TRAIN] loss: 0.0285, iou: 0.9337, f1: 0.9657 [EVAL] loss: 0.0434, iou: 0.8470, f1: 0.9168
@20230811_1213 @20230811_1213 [EP 97/500] lr: 0.0003033428220078349, took: 61.63s (avg: 61.63s), ETA: 0d:6h:49m:43s [TRAIN] loss: 0.0286, iou: 0.9337, f1: 0.9657 [EVAL] loss: 0.0511, iou: 0.8047, f1: 0.8910
@20230811_1214 @20230811_1214 [EP 98/500] lr: 0.0003014136163983494, took: 61.56s (avg: 61.56s), ETA: 0d:6h:48m:42s [TRAIN] loss: 0.0283, iou: 0.9351, f1: 0.9664 [EVAL] loss: 0.0582, iou: 0.7673, f1: 0.8673
@20230811_1215 @20230811_1215 [EP 99/500] lr: 0.00029950879979878664, took: 61.58s (avg: 61.58s), ETA: 0d:6h:47m:41s [TRAIN] loss: 0.0281, iou: 0.9365, f1: 0.9672 [EVAL] loss: 0.0795, iou: 0.6666, f1: 0.7980
@20230811_1216 @20230811_1216 [EP 100/500] lr: 0.00029762787744402885, took: 61.72s (avg: 61.72s), ETA: 0d:6h:46m:40s [TRAIN] loss: 0.0280, iou: 0.9373, f1: 0.9676 [EVAL] loss: 0.0535, iou: 0.7911, f1: 0.8826
@20230811_1217 @20230811_1217 [EP 101/500] lr: 0.0002957704709842801, took: 61.63s (avg: 61.63s), ETA: 0d:6h:45m:39s [TRAIN] loss: 0.0279, iou: 0.9379, f1: 0.9679 [EVAL] loss: 0.0502, iou: 0.8085, f1: 0.8936
@20230811_1218 @20230811_1218 [EP 102/500] lr: 0.00029393608565442264, took: 61.53s (avg: 61.53s), ETA: 0d:6h:44m:38s [TRAIN] loss: 0.0278, iou: 0.9381, f1: 0.9680 [EVAL] loss: 0.0464, iou: 0.8293, f1: 0.9062
@20230811_1219 @20230811_1219 [EP 103/500] lr: 0.0002921242848969996, took: 61.60s (avg: 61.60s), ETA: 0d:6h:43m:37s [TRAIN] loss: 0.0279, iou: 0.9376, f1: 0.9678 [EVAL] loss: 0.0433, iou: 0.8466, f1: 0.9165
@20230811_1220 @20230811_1220 [EP 104/500] lr: 0.0002903347194660455, took: 61.59s (avg: 61.59s), ETA: 0d:6h:42m:36s [TRAIN] loss: 0.0280, iou: 0.9368, f1: 0.9673 [EVAL] loss: 0.0456, iou: 0.8339, f1: 0.9089
@20230811_1221 @20230811_1221 [EP 105/500] lr: 0.0002885669528041035, took: 61.56s (avg: 61.56s), ETA: 0d:6h:41m:35s [TRAIN] loss: 0.0283, iou: 0.9356, f1: 0.9667 [EVAL] loss: 0.0418, iou: 0.8547, f1: 0.9213
@20230811_1223 @20230811_1223 [EP 106/500] lr: 0.0002868205774575472, took: 61.50s (avg: 61.50s), ETA: 0d:6h:40m:34s [TRAIN] loss: 0.0284, iou: 0.9345, f1: 0.9661 [EVAL] loss: 0.0496, iou: 0.8120, f1: 0.8956
@20230811_1224 @20230811_1224 [EP 107/500] lr: 0.00028509521507658064, took: 62.44s (avg: 62.44s), ETA: 0d:6h:46m:6s [TRAIN] loss: 0.0285, iou: 0.9343, f1: 0.9660 [EVAL] loss: 0.0770, iou: 0.6784, f1: 0.8061
@20230811_1225 @20230811_1225 [EP 108/500] lr: 0.00028339045820757747, took: 61.63s (avg: 61.63s), ETA: 0d:6h:38m:32s [TRAIN] loss: 0.0282, iou: 0.9361, f1: 0.9669 [EVAL] loss: 0.0510, iou: 0.8046, f1: 0.8911
@20230811_1226 @20230811_1226 [EP 109/500] lr: 0.00028170598670840263, took: 61.71s (avg: 61.71s), ETA: 0d:6h:37m:31s [TRAIN] loss: 0.0277, iou: 0.9390, f1: 0.9685 [EVAL] loss: 0.0459, iou: 0.8321, f1: 0.9078
@20230811_1227 @20230811_1227 [EP 110/500] lr: 0.00028004145133309066, took: 61.49s (avg: 61.49s), ETA: 0d:6h:36m:30s [TRAIN] loss: 0.0273, iou: 0.9412, f1: 0.9697 [EVAL] loss: 0.0445, iou: 0.8396, f1: 0.9123
@20230811_1228 @20230811_1228 [EP 111/500] lr: 0.0002783964155241847, took: 61.69s (avg: 61.69s), ETA: 0d:6h:35m:29s [TRAIN] loss: 0.0272, iou: 0.9421, f1: 0.9702 [EVAL] loss: 0.0433, iou: 0.8462, f1: 0.9163
@20230811_1229 @20230811_1229 [EP 112/500] lr: 0.00027677061734721065, took: 61.69s (avg: 61.69s), ETA: 0d:6h:34m:28s [TRAIN] loss: 0.0272, iou: 0.9418, f1: 0.9700 [EVAL] loss: 0.0548, iou: 0.7865, f1: 0.8797
@20230811_1230 @20230811_1230 [EP 113/500] lr: 0.000275163707556203, took: 61.72s (avg: 61.72s), ETA: 0d:6h:33m:27s [TRAIN] loss: 0.0274, iou: 0.9410, f1: 0.9696 [EVAL] loss: 0.0487, iou: 0.8172, f1: 0.8988
@20230811_1231 @20230811_1231 [EP 114/500] lr: 0.0002735753369051963, took: 61.63s (avg: 61.63s), ETA: 0d:6h:32m:26s [TRAIN] loss: 0.0274, iou: 0.9406, f1: 0.9693 [EVAL] loss: 0.0474, iou: 0.8233, f1: 0.9026
@20230811_1232 @20230811_1232 [EP 115/500] lr: 0.000272005214355886, took: 61.59s (avg: 61.59s), ETA: 0d:6h:31m:25s [TRAIN] loss: 0.0275, iou: 0.9403, f1: 0.9692 [EVAL] loss: 0.0461, iou: 0.8304, f1: 0.9069
@20230811_1233 @20230811_1233 [EP 116/500] lr: 0.00027045299066230655, took: 61.65s (avg: 61.65s), ETA: 0d:6h:30m:24s [TRAIN] loss: 0.0274, iou: 0.9408, f1: 0.9694 [EVAL] loss: 0.0444, iou: 0.8405, f1: 0.9130
@20230811_1234 @20230811_1234 [EP 117/500] lr: 0.00026891837478615344, took: 61.66s (avg: 61.66s), ETA: 0d:6h:29m:23s [TRAIN] loss: 0.0274, iou: 0.9408, f1: 0.9695 [EVAL] loss: 0.0463, iou: 0.8306, f1: 0.9070
@20230811_1235 @20230811_1235 [EP 118/500] lr: 0.00026740110479295254, took: 61.76s (avg: 61.76s), ETA: 0d:6h:28m:22s [TRAIN] loss: 0.0275, iou: 0.9403, f1: 0.9692 [EVAL] loss: 0.0423, iou: 0.8519, f1: 0.9197
@20230811_1236 @20230811_1236 [EP 119/500] lr: 0.00026590086054056883, took: 61.60s (avg: 61.60s), ETA: 0d:6h:27m:21s [TRAIN] loss: 0.0277, iou: 0.9387, f1: 0.9684 [EVAL] loss: 0.0430, iou: 0.8486, f1: 0.9177
@20230811_1237 @20230811_1237 [EP 120/500] lr: 0.00026441735099069774, took: 61.55s (avg: 61.55s), ETA: 0d:6h:26m:20s [TRAIN] loss: 0.0277, iou: 0.9387, f1: 0.9684 [EVAL] loss: 0.0443, iou: 0.8399, f1: 0.9126
@20230811_1239 @20230811_1239 [EP 121/500] lr: 0.0002629502851050347, took: 61.50s (avg: 61.50s), ETA: 0d:6h:25m:19s [TRAIN] loss: 0.0275, iou: 0.9402, f1: 0.9692 [EVAL] loss: 0.0540, iou: 0.7880, f1: 0.8809
@20230811_1240 @20230811_1240 [EP 122/500] lr: 0.0002614994300529361, took: 61.54s (avg: 61.54s), ETA: 0d:6h:24m:18s [TRAIN] loss: 0.0272, iou: 0.9422, f1: 0.9702 [EVAL] loss: 0.0567, iou: 0.7750, f1: 0.8725
@20230811_1241 @20230811_1241 [EP 123/500] lr: 0.0002600644656922668, took: 61.61s (avg: 61.61s), ETA: 0d:6h:23m:17s [TRAIN] loss: 0.0270, iou: 0.9434, f1: 0.9709 [EVAL] loss: 0.0530, iou: 0.7945, f1: 0.8849
@20230811_1242 @20230811_1242 [EP 124/500] lr: 0.00025864518829621375, took: 61.67s (avg: 61.67s), ETA: 0d:6h:22m:16s [TRAIN] loss: 0.0270, iou: 0.9434, f1: 0.9708 [EVAL] loss: 0.0469, iou: 0.8265, f1: 0.9046
@20230811_1243 @20230811_1243 [EP 125/500] lr: 0.00025724133593030274, took: 61.53s (avg: 61.53s), ETA: 0d:6h:21m:15s [TRAIN] loss: 0.0270, iou: 0.9430, f1: 0.9706 [EVAL] loss: 0.0451, iou: 0.8366, f1: 0.9106
@20230811_1244 @20230811_1244 [EP 126/500] lr: 0.00025585261755622923, took: 62.28s (avg: 62.28s), ETA: 0d:6h:26m:28s [TRAIN] loss: 0.0270, iou: 0.9429, f1: 0.9706 [EVAL] loss: 0.0500, iou: 0.8095, f1: 0.8941
@20230811_1245 @20230811_1245 [EP 127/500] lr: 0.0002544788003433496, took: 61.63s (avg: 61.63s), ETA: 0d:6h:19m:13s [TRAIN] loss: 0.0270, iou: 0.9431, f1: 0.9707 [EVAL] loss: 0.0503, iou: 0.8076, f1: 0.8930
@20230811_1246 @20230811_1246 [EP 128/500] lr: 0.00025311968056485057, took: 61.62s (avg: 61.62s), ETA: 0d:6h:18m:12s [TRAIN] loss: 0.0270, iou: 0.9434, f1: 0.9709 [EVAL] loss: 0.0437, iou: 0.8440, f1: 0.9150
@20230811_1247 @20230811_1247 [EP 129/500] lr: 0.0002517749962862581, took: 61.63s (avg: 61.63s), ETA: 0d:6h:17m:11s [TRAIN] loss: 0.0269, iou: 0.9437, f1: 0.9710 [EVAL] loss: 0.0458, iou: 0.8322, f1: 0.9080
@20230811_1248 @20230811_1248 [EP 130/500] lr: 0.0002504445146769285, took: 61.66s (avg: 61.66s), ETA: 0d:6h:16m:10s [TRAIN] loss: 0.0269, iou: 0.9436, f1: 0.9709 [EVAL] loss: 0.0538, iou: 0.7898, f1: 0.8820
@20230811_1249 @20230811_1249 [EP 131/500] lr: 0.00024912803201004863, took: 61.63s (avg: 61.63s), ETA: 0d:6h:15m:9s [TRAIN] loss: 0.0269, iou: 0.9436, f1: 0.9709 [EVAL] loss: 0.0551, iou: 0.7825, f1: 0.8773
@20230811_1250 @20230811_1250 [EP 132/500] lr: 0.00024782531545497477, took: 61.62s (avg: 61.62s), ETA: 0d:6h:14m:8s [TRAIN] loss: 0.0271, iou: 0.9426, f1: 0.9704 [EVAL] loss: 0.0556, iou: 0.7814, f1: 0.8765
@20230811_1251 @20230811_1251 [EP 133/500] lr: 0.00024653616128489375, took: 61.60s (avg: 61.60s), ETA: 0d:6h:13m:7s [TRAIN] loss: 0.0271, iou: 0.9428, f1: 0.9705 [EVAL] loss: 0.0418, iou: 0.8545, f1: 0.9212
@20230811_1252 @20230811_1252 [EP 134/500] lr: 0.0002452603366691619, took: 61.54s (avg: 61.54s), ETA: 0d:6h:12m:6s [TRAIN] loss: 0.0269, iou: 0.9440, f1: 0.9712 [EVAL] loss: 0.0412, iou: 0.8578, f1: 0.9231
@20230811_1253 @20230811_1253 [EP 135/500] lr: 0.00024399763788096607, took: 61.51s (avg: 61.51s), ETA: 0d:6h:11m:5s [TRAIN] loss: 0.0266, iou: 0.9456, f1: 0.9720 [EVAL] loss: 0.0489, iou: 0.8156, f1: 0.8979
@20230811_1255 @20230811_1254 [EP 136/500] lr: 0.00024274789029732347, took: 61.45s (avg: 61.45s), ETA: 0d:6h:10m:4s [TRAIN] loss: 0.0264, iou: 0.9465, f1: 0.9725 [EVAL] loss: 0.0550, iou: 0.7834, f1: 0.8778
@20230811_1256 @20230811_1256 [EP 137/500] lr: 0.00024151087563950568, took: 61.54s (avg: 61.54s), ETA: 0d:6h:9m:3s [TRAIN] loss: 0.0264, iou: 0.9468, f1: 0.9726 [EVAL] loss: 0.0477, iou: 0.8213, f1: 0.9014
@20230811_1257 @20230811_1257 [EP 138/500] lr: 0.00024028640473261476, took: 61.48s (avg: 61.48s), ETA: 0d:6h:8m:2s [TRAIN] loss: 0.0264, iou: 0.9468, f1: 0.9726 [EVAL] loss: 0.0560, iou: 0.7782, f1: 0.8746
@20230811_1258 @20230811_1258 [EP 139/500] lr: 0.0002390742884017527, took: 61.50s (avg: 61.50s), ETA: 0d:6h:7m:1s [TRAIN] loss: 0.0264, iou: 0.9469, f1: 0.9727 [EVAL] loss: 0.0534, iou: 0.7923, f1: 0.8834
@20230811_1259 @20230811_1259 [EP 140/500] lr: 0.00023787433747202158, took: 61.39s (avg: 61.39s), ETA: 0d:6h:6m:0s [TRAIN] loss: 0.0264, iou: 0.9469, f1: 0.9727 [EVAL] loss: 0.0452, iou: 0.8354, f1: 0.9099
@20230811_1300 @20230811_1300 [EP 141/500] lr: 0.00023668637732043862, took: 61.52s (avg: 61.52s), ETA: 0d:6h:4m:59s [TRAIN] loss: 0.0264, iou: 0.9468, f1: 0.9726 [EVAL] loss: 0.0454, iou: 0.8348, f1: 0.9094
@20230811_1301 @20230811_1301 [EP 142/500] lr: 0.00023551021877210587, took: 61.50s (avg: 61.50s), ETA: 0d:6h:3m:58s [TRAIN] loss: 0.0264, iou: 0.9466, f1: 0.9725 [EVAL] loss: 0.0399, iou: 0.8661, f1: 0.9280
@20230811_1302 @20230811_1302 [EP 143/500] lr: 0.0002343456872040406, took: 61.46s (avg: 61.46s), ETA: 0d:6h:2m:57s [TRAIN] loss: 0.0265, iou: 0.9465, f1: 0.9725 [EVAL] loss: 0.0448, iou: 0.8390, f1: 0.9120
@20230811_1303 @20230811_1303 [EP 144/500] lr: 0.00023319262254517525, took: 61.50s (avg: 61.50s), ETA: 0d:6h:1m:56s [TRAIN] loss: 0.0265, iou: 0.9465, f1: 0.9725 [EVAL] loss: 0.0690, iou: 0.7160, f1: 0.8326
@20230811_1304 @20230811_1304 [EP 145/500] lr: 0.0002320508356206119, took: 61.41s (avg: 61.41s), ETA: 0d:6h:0m:55s [TRAIN] loss: 0.0264, iou: 0.9469, f1: 0.9727 [EVAL] loss: 0.0746, iou: 0.6890, f1: 0.8140
@20230811_1305 @20230811_1305 [EP 146/500] lr: 0.00023092021001502872, took: 61.49s (avg: 61.49s), ETA: 0d:5h:59m:54s [TRAIN] loss: 0.0263, iou: 0.9473, f1: 0.9729 [EVAL] loss: 0.0539, iou: 0.7896, f1: 0.8816
@20230811_1306 @20230811_1306 [EP 147/500] lr: 0.00022980052744969726, took: 61.63s (avg: 61.63s), ETA: 0d:5h:58m:53s [TRAIN] loss: 0.0262, iou: 0.9478, f1: 0.9732 [EVAL] loss: 0.0461, iou: 0.8307, f1: 0.9071
@20230811_1307 @20230811_1307 [EP 148/500] lr: 0.00022869164240546525, took: 61.47s (avg: 61.47s), ETA: 0d:5h:57m:52s [TRAIN] loss: 0.0262, iou: 0.9481, f1: 0.9733 [EVAL] loss: 0.0420, iou: 0.8535, f1: 0.9206
@20230811_1308 @20230811_1308 [EP 149/500] lr: 0.0002275934093631804, took: 61.42s (avg: 61.42s), ETA: 0d:5h:56m:51s [TRAIN] loss: 0.0262, iou: 0.9481, f1: 0.9733 [EVAL] loss: 0.0468, iou: 0.8267, f1: 0.9047
@20230811_1309 @20230811_1309 [EP 150/500] lr: 0.00022650568280369043, took: 61.50s (avg: 61.50s), ETA: 0d:5h:55m:50s [TRAIN] loss: 0.0262, iou: 0.9479, f1: 0.9732 [EVAL] loss: 0.0504, iou: 0.8076, f1: 0.8930
@20230811_1310 @20230811_1310 [EP 151/500] lr: 0.0002254282881040126, took: 61.81s (avg: 61.81s), ETA: 0d:5h:54m:49s [TRAIN] loss: 0.0263, iou: 0.9475, f1: 0.9730 [EVAL] loss: 0.0555, iou: 0.7812, f1: 0.8764
@20230811_1312 @20230811_1312 [EP 152/500] lr: 0.0002243611088488251, took: 61.65s (avg: 61.65s), ETA: 0d:5h:53m:48s [TRAIN] loss: 0.0263, iou: 0.9475, f1: 0.9730 [EVAL] loss: 0.0474, iou: 0.8240, f1: 0.9030
@20230811_1313 @20230811_1313 [EP 153/500] lr: 0.00022330399951897562, took: 61.65s (avg: 61.65s), ETA: 0d:5h:52m:47s [TRAIN] loss: 0.0262, iou: 0.9479, f1: 0.9732 [EVAL] loss: 0.0415, iou: 0.8569, f1: 0.9225
@20230811_1314 @20230811_1314 [EP 154/500] lr: 0.00022225678549148142, took: 61.52s (avg: 61.52s), ETA: 0d:5h:51m:46s [TRAIN] loss: 0.0262, iou: 0.9483, f1: 0.9734 [EVAL] loss: 0.0443, iou: 0.8413, f1: 0.9133
@20230811_1315 @20230811_1315 [EP 155/500] lr: 0.0002212193503510207, took: 62.76s (avg: 62.76s), ETA: 0d:5h:56m:30s [TRAIN] loss: 0.0261, iou: 0.9490, f1: 0.9738 [EVAL] loss: 0.0439, iou: 0.8438, f1: 0.9149
@20230811_1316 @20230811_1316 [EP 156/500] lr: 0.00022019154857844114, took: 61.88s (avg: 61.88s), ETA: 0d:5h:49m:44s [TRAIN] loss: 0.0260, iou: 0.9493, f1: 0.9739 [EVAL] loss: 0.0498, iou: 0.8120, f1: 0.8956
@20230811_1317 @20230811_1317 [EP 157/500] lr: 0.00021917326375842094, took: 61.79s (avg: 61.79s), ETA: 0d:5h:48m:43s [TRAIN] loss: 0.0260, iou: 0.9493, f1: 0.9740 [EVAL] loss: 0.0448, iou: 0.8393, f1: 0.9122
@20230811_1318 @20230811_1318 [EP 158/500] lr: 0.00021816435037180781, took: 61.75s (avg: 61.75s), ETA: 0d:5h:47m:42s [TRAIN] loss: 0.0260, iou: 0.9492, f1: 0.9739 [EVAL] loss: 0.0438, iou: 0.8458, f1: 0.9161
@20230811_1319 @20230811_1319 [EP 159/500] lr: 0.0002171646774513647, took: 61.85s (avg: 61.85s), ETA: 0d:5h:46m:41s [TRAIN] loss: 0.0260, iou: 0.9492, f1: 0.9739 [EVAL] loss: 0.0433, iou: 0.8472, f1: 0.9169
@20230811_1320 @20230811_1320 [EP 160/500] lr: 0.000216174143133685, took: 61.63s (avg: 61.63s), ETA: 0d:5h:45m:40s [TRAIN] loss: 0.0261, iou: 0.9487, f1: 0.9736 [EVAL] loss: 0.0407, iou: 0.8612, f1: 0.9251
@20230811_1321 @20230811_1321 [EP 161/500] lr: 0.0002151925873477012, took: 61.77s (avg: 61.77s), ETA: 0d:5h:44m:39s [TRAIN] loss: 0.0263, iou: 0.9476, f1: 0.9730 [EVAL] loss: 0.0427, iou: 0.8495, f1: 0.9182
@20230811_1322 @20230811_1322 [EP 162/500] lr: 0.0002142199082300067, took: 61.91s (avg: 61.91s), ETA: 0d:5h:43m:38s [TRAIN] loss: 0.0263, iou: 0.9476, f1: 0.9730 [EVAL] loss: 0.0412, iou: 0.8585, f1: 0.9236
@20230811_1323 @20230811_1323 [EP 163/500] lr: 0.00021325597481336445, took: 61.72s (avg: 61.72s), ETA: 0d:5h:42m:37s [TRAIN] loss: 0.0262, iou: 0.9481, f1: 0.9733 [EVAL] loss: 0.0516, iou: 0.8013, f1: 0.8892
@20230811_1324 @20230811_1324 [EP 164/500] lr: 0.00021230068523436785, took: 61.72s (avg: 61.72s), ETA: 0d:5h:41m:36s [TRAIN] loss: 0.0262, iou: 0.9483, f1: 0.9734 [EVAL] loss: 0.0502, iou: 0.8079, f1: 0.8932
@20230811_1325 @20230811_1325 [EP 165/500] lr: 0.00021135390852577984, took: 61.77s (avg: 61.77s), ETA: 0d:5h:40m:35s [TRAIN] loss: 0.0262, iou: 0.9482, f1: 0.9734 [EVAL] loss: 0.0455, iou: 0.8334, f1: 0.9087
@20230811_1326 @20230811_1326 [EP 166/500] lr: 0.00021041554282419384, took: 61.81s (avg: 61.81s), ETA: 0d:5h:39m:34s [TRAIN] loss: 0.0263, iou: 0.9478, f1: 0.9732 [EVAL] loss: 0.0474, iou: 0.8238, f1: 0.9029
@20230811_1327 @20230811_1327 [EP 167/500] lr: 0.00020948550081811845, took: 61.84s (avg: 61.84s), ETA: 0d:5h:38m:33s [TRAIN] loss: 0.0262, iou: 0.9482, f1: 0.9734 [EVAL] loss: 0.0420, iou: 0.8542, f1: 0.9210
@20230811_1328 @20230811_1328 [EP 168/500] lr: 0.00020856360788457096, took: 61.75s (avg: 61.75s), ETA: 0d:5h:37m:32s [TRAIN] loss: 0.0261, iou: 0.9486, f1: 0.9736 [EVAL] loss: 0.0421, iou: 0.8529, f1: 0.9202
@20230811_1329 @20230811_1329 [EP 169/500] lr: 0.00020764980581589043, took: 61.68s (avg: 61.68s), ETA: 0d:5h:36m:31s [TRAIN] loss: 0.0260, iou: 0.9492, f1: 0.9739 [EVAL] loss: 0.0534, iou: 0.7921, f1: 0.8833
@20230811_1331 @20230811_1331 [EP 170/500] lr: 0.00020674397819675505, took: 61.60s (avg: 61.60s), ETA: 0d:5h:35m:30s [TRAIN] loss: 0.0259, iou: 0.9502, f1: 0.9744 [EVAL] loss: 0.0492, iou: 0.8140, f1: 0.8970
@20230811_1332 @20230811_1332 [EP 171/500] lr: 0.000205846008611843, took: 61.80s (avg: 61.80s), ETA: 0d:5h:34m:29s [TRAIN] loss: 0.0257, iou: 0.9509, f1: 0.9748 [EVAL] loss: 0.0484, iou: 0.8182, f1: 0.8995
@20230811_1333 @20230811_1333 [EP 172/500] lr: 0.00020495580974966288, took: 61.99s (avg: 61.99s), ETA: 0d:5h:33m:28s [TRAIN] loss: 0.0257, iou: 0.9512, f1: 0.9750 [EVAL] loss: 0.0482, iou: 0.8196, f1: 0.9003
@20230811_1334 @20230811_1334 [EP 173/500] lr: 0.0002040732797468081, took: 61.77s (avg: 61.77s), ETA: 0d:5h:32m:27s [TRAIN] loss: 0.0257, iou: 0.9510, f1: 0.9749 [EVAL] loss: 0.0466, iou: 0.8279, f1: 0.9053
@20230811_1335 @20230811_1335 [EP 174/500] lr: 0.00020319833129178733, took: 62.39s (avg: 62.39s), ETA: 0d:5h:36m:52s [TRAIN] loss: 0.0258, iou: 0.9508, f1: 0.9748 [EVAL] loss: 0.0416, iou: 0.8563, f1: 0.9222
@20230811_1336 @20230811_1336 [EP 175/500] lr: 0.00020233083341736346, took: 61.75s (avg: 61.75s), ETA: 0d:5h:30m:25s [TRAIN] loss: 0.0257, iou: 0.9509, f1: 0.9748 [EVAL] loss: 0.0457, iou: 0.8337, f1: 0.9088
@20230811_1337 @20230811_1337 [EP 176/500] lr: 0.00020147072791587561, took: 61.79s (avg: 61.79s), ETA: 0d:5h:29m:24s [TRAIN] loss: 0.0257, iou: 0.9515, f1: 0.9751 [EVAL] loss: 0.0451, iou: 0.8371, f1: 0.9109
@20230811_1338 @20230811_1338 [EP 177/500] lr: 0.00020061788382008672, took: 61.75s (avg: 61.75s), ETA: 0d:5h:28m:23s [TRAIN] loss: 0.0256, iou: 0.9520, f1: 0.9754 [EVAL] loss: 0.0437, iou: 0.8440, f1: 0.9150
@20230811_1339 @20230811_1339 [EP 178/500] lr: 0.00019977222837042063, took: 61.92s (avg: 61.92s), ETA: 0d:5h:27m:22s [TRAIN] loss: 0.0254, iou: 0.9528, f1: 0.9758 [EVAL] loss: 0.0452, iou: 0.8359, f1: 0.9102
@20230811_1340 @20230811_1340 [EP 179/500] lr: 0.00019893368880730122, took: 61.85s (avg: 61.85s), ETA: 0d:5h:26m:21s [TRAIN] loss: 0.0253, iou: 0.9535, f1: 0.9762 [EVAL] loss: 0.0466, iou: 0.8282, f1: 0.9056
@20230811_1341 @20230811_1341 [EP 180/500] lr: 0.00019810214871540666, took: 61.84s (avg: 61.84s), ETA: 0d:5h:25m:20s [TRAIN] loss: 0.0253, iou: 0.9539, f1: 0.9764 [EVAL] loss: 0.0506, iou: 0.8064, f1: 0.8923
